metric	timestamp	ts_join	type	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
Table.WriteLatency.lucasdb.tw_ttl_1h_240min	1511282001	50376066	m15_rate	0.000000	0.000000	0.000000	0.116343	0.141828	0.000000	0.000000	0.000000	0.000000	0.000000
Table.WriteLatency.lucasdb.tw_ttl_1h_240min	1511282031	50376067	m15_rate	0.779310	0.776323	0.708489	1.191884	1.313556	0.370844	0.411841	0.921470	0.810688	0.690644
Table.WriteLatency.lucasdb.tw_ttl_1h_240min	1511282061	50376068	m15_rate	2.717926	2.537891	2.381850	3.015133	3.301693	1.511407	1.980674	2.791838	2.562835	2.265547
Table.WriteLatency.lucasdb.tw_ttl_1h_240min	1511282091	50376069	m15_rate	4.725447	4.460459	4.212714	4.848299	5.147658	3.401852	3.987711	4.810347	4.517553	4.089800
Table.WriteLatency.lucasdb.tw_ttl_1h_240min	1511282121	50376070	m15_rate	6.656475	6.349264	6.087216	6.484819	6.857218	4.898183	5.698115	6.659117	6.085537	5.905685
Table.WriteLatency.lucasdb.tw_ttl_1h_240min	1511282151	50376071	m15_rate	8.242692	7.831216	7.870657	8.151590	8.606480	6.847268	7.491680	8.299829	7.571944	7.531273
Table.WriteLatency.lucasdb.tw_ttl_1h_240min	1511282211	50376073	m15_rate	11.763318	11.239741	11.424522	10.266545	12.263506	10.311882	11.261847	12.001730	10.935447	10.816477
Table.WriteLatency.lucasdb.tw_ttl_1h_240min	1511282211	50376073	m15_rate	11.763318	11.239741	11.424522	11.668952	12.263506	10.311882	11.261847	12.001730	10.935447	10.816477
Table.WriteLatency.lucasdb.tw_ttl_1h_240min	1511282241	50376074	m15_rate	13.396274	12.748622	13.213010	13.339139	14.015625	12.004997	13.381336	13.774758	12.518497	12.395886
Table.WriteLatency.lucasdb.tw_ttl_1h_240min	1511282271	50376075	m15_rate	15.367886	14.567220	14.849709	15.280786	16.015426	13.702184	14.846478	15.590927	14.304404	14.022775
