metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
iostat.sda.read_byte_per_second	1511131486	50371049	2085636.145	NULL	NULL	1673762.413	NULL	3020687.319	NULL	2103703.210	NULL	NULL
iostat.sda.read_byte_per_second	1511131516	50371050	1320569.164	NULL	NULL	740761.677	NULL	1735446.088	NULL	1320318.295	NULL	NULL
iostat.sda.read_byte_per_second	1511131546	50371051	1839510.969	NULL	NULL	1692589.407	NULL	1892188.560	NULL	1695584.020	NULL	NULL
iostat.sda.read_byte_per_second	1511131576	50371052	1140216.831	NULL	NULL	1589758.833	NULL	1244897.075	NULL	929583.938	NULL	NULL
iostat.sda.read_byte_per_second	1511131606	50371053	1674094.238	NULL	NULL	1650741.176	NULL	1773950.827	NULL	1181465.242	NULL	NULL
iostat.sda.read_byte_per_second	1511131636	50371054	1354220.825	NULL	NULL	1608225.482	NULL	1641813.164	NULL	1100039.424	NULL	NULL
iostat.sda.read_byte_per_second	1511131666	50371055	1263942.546	NULL	NULL	1698578.414	NULL	1294659.298	NULL	1240279.790	NULL	NULL
iostat.sda.read_byte_per_second	1511131696	50371056	1174164.658	NULL	NULL	1725449.347	NULL	1447581.851	NULL	1136984.495	NULL	NULL
iostat.sda.read_byte_per_second	1511131726	50371057	995804.865	NULL	NULL	991691.678	NULL	1097315.217	NULL	966896.525	NULL	NULL
iostat.sda.read_byte_per_second	1511131756	50371058	1477777.664	NULL	NULL	1875694.441	NULL	2027506.214	NULL	1185348.101	NULL	NULL
iostat.sda.read_byte_per_second	1511131786	50371059	1158568.193	NULL	NULL	1468811.686	NULL	1331063.340	NULL	1185002.491	NULL	NULL
iostat.sda.read_byte_per_second	1511131816	50371060	1199415.466	NULL	NULL	1810176.312	NULL	1628433.067	NULL	1325917.328	NULL	NULL
iostat.sda.read_byte_per_second	1511131846	50371061	993985.453	NULL	NULL	719180.559	NULL	752327.581	NULL	983731.618	NULL	NULL
iostat.sda.read_byte_per_second	1511131876	50371062	1312870.688	NULL	NULL	1534759.156	NULL	1092492.753	NULL	1184307.418	NULL	NULL
iostat.sda.read_byte_per_second	1511131906	50371063	1327933.271	NULL	NULL	1761586.162	NULL	1597720.685	NULL	1654865.251	NULL	NULL
iostat.sda.read_byte_per_second	1511131936	50371064	1008494.435	NULL	NULL	1553208.900	NULL	1385949.591	NULL	1563571.392	NULL	NULL
iostat.sda.read_byte_per_second	1511131966	50371065	1369266.600	NULL	NULL	1521165.267	NULL	1343730.471	NULL	1980236.068	NULL	NULL
iostat.sda.read_byte_per_second	1511131996	50371066	1392754.737	NULL	NULL	1936153.408	NULL	1441008.061	NULL	1712195.818	NULL	NULL
iostat.sda.read_byte_per_second	1511132026	50371067	1609285.445	NULL	NULL	1646096.795	NULL	1722213.728	NULL	2057421.618	NULL	NULL
iostat.sda.read_byte_per_second	1511132056	50371068	1420859.194	NULL	NULL	1918509.666	NULL	1483409.945	NULL	1387781.670	NULL	NULL
iostat.sda.read_byte_per_second	1511132086	50371069	1517722.904	NULL	NULL	1514155.581	NULL	1888123.113	NULL	1682161.440	NULL	NULL
iostat.sda.read_byte_per_second	1511132116	50371070	1157212.929	NULL	NULL	1853030.577	NULL	1528067.162	NULL	1473353.740	NULL	NULL
iostat.sda.read_byte_per_second	1511132146	50371071	959421.335	NULL	NULL	1061689.216	NULL	1092395.803	NULL	792582.047	NULL	NULL
iostat.sda.read_byte_per_second	1511132176	50371072	771215.072	NULL	NULL	2492128.891	NULL	726349.079	NULL	1085930.028	NULL	NULL
iostat.sda.read_byte_per_second	1511132206	50371073	1608137.948	NULL	NULL	1870243.060	NULL	1791308.137	NULL	1602137.607	NULL	NULL
iostat.sda.read_byte_per_second	1511132236	50371074	1374884.439	NULL	NULL	1695024.739	NULL	1564452.581	NULL	1293035.385	NULL	NULL
iostat.sda.read_byte_per_second	1511132266	50371075	1299854.739	NULL	NULL	1611921.475	NULL	1739789.792	NULL	1457080.340	NULL	NULL
iostat.sda.read_byte_per_second	1511132296	50371076	1483537.149	NULL	NULL	1766718.515	NULL	1710593.435	NULL	1836787.459	NULL	NULL
iostat.sda.read_byte_per_second	1511132326	50371077	1296653.317	NULL	NULL	1894511.262	NULL	1429367.751	NULL	1555387.783	NULL	NULL
iostat.sda.read_byte_per_second	1511132356	50371078	1201285.785	NULL	NULL	1490474.539	NULL	1718150.296	NULL	1547578.350	NULL	NULL
iostat.sda.read_byte_per_second	1511132386	50371079	1764669.463	NULL	NULL	1633760.814	NULL	1829812.508	NULL	2102311.629	NULL	NULL
iostat.sda.read_byte_per_second	1511132416	50371080	1437558.941	NULL	NULL	1841561.907	NULL	1570958.358	NULL	1684244.557	NULL	NULL
iostat.sda.read_byte_per_second	1511132446	50371081	795760.137	NULL	NULL	754466.951	NULL	1159075.066	NULL	966929.197	NULL	NULL
iostat.sda.read_byte_per_second	1511132476	50371082	1076450.995	NULL	NULL	1246165.948	NULL	1109090.148	NULL	997338.066	NULL	NULL
iostat.sda.read_byte_per_second	1511132506	50371083	1699081.608	NULL	NULL	1583240.483	NULL	1666900.904	NULL	1723659.826	NULL	NULL
iostat.sda.read_byte_per_second	1511132536	50371084	1335162.833	NULL	NULL	1603050.519	NULL	1461088.149	NULL	1456812.704	NULL	NULL
iostat.sda.read_byte_per_second	1511132566	50371085	1747709.778	NULL	NULL	2401691.308	NULL	2168147.886	NULL	2328756.798	NULL	NULL
iostat.sda.read_byte_per_second	1511132596	50371086	1667306.883	NULL	NULL	1877855.678	NULL	1905596.687	NULL	1926971.703	NULL	NULL
iostat.sda.read_byte_per_second	1511132626	50371087	1979787.845	NULL	NULL	2088061.003	NULL	2240240.976	NULL	1846248.837	NULL	NULL
iostat.sda.read_byte_per_second	1511132656	50371088	222734.563	NULL	NULL	2926128.658	NULL	2826956.138	NULL	2783930.353	NULL	NULL
iostat.sda.read_byte_per_second	1511132686	50371089	54469.543	NULL	NULL	26215.053	NULL	3553831.821	NULL	58025.648	NULL	NULL
iostat.sda.read_byte_per_second	1511132716	50371090	80299.381	NULL	NULL	43827.185	NULL	1798065.657	NULL	93147.925	NULL	NULL
iostat.sda.read_byte_per_second	1511132746	50371091	11601.303	NULL	NULL	13107.202	NULL	515912.033	NULL	18150.708	NULL	NULL
iostat.sda.read_byte_per_second	1511132776	50371092	278426.678	NULL	NULL	68676.282	NULL	343048.806	NULL	52980.266	NULL	NULL
iostat.sda.read_byte_per_second	1511132806	50371093	438681.513	NULL	NULL	52029.400	NULL	1092201.379	NULL	61985.524	NULL	NULL
iostat.sda.read_byte_per_second	1511132836	50371094	1524200.079	NULL	NULL	17472.841	NULL	785869.044	NULL	37840.922	NULL	NULL
iostat.sda.read_byte_per_second	1511132866	50371095	500526.917	NULL	NULL	59118.937	NULL	86410.311	NULL	65496.785	NULL	NULL
iostat.sda.read_byte_per_second	1511132896	50371096	48349.708	NULL	NULL	77283.006	NULL	105135.293	NULL	39321.760	NULL	NULL
iostat.sda.read_byte_per_second	1511132926	50371097	61017.070	NULL	NULL	512938.722	NULL	95857.448	NULL	48057.226	NULL	NULL
iostat.sda.read_byte_per_second	1511132956	50371098	73719.918	NULL	NULL	1683330.891	NULL	76612.213	NULL	52443.745	NULL	NULL
iostat.sda.read_byte_per_second	1511132986	50371099	30588.335	NULL	NULL	63761.056	NULL	82449.206	NULL	72207.403	NULL	NULL
iostat.sda.read_byte_per_second	1511133016	50371100	53920.925	NULL	NULL	33041.085	NULL	48053.478	NULL	60353.157	NULL	NULL
iostat.sda.read_byte_per_second	1511133046	50371101	21850.008	NULL	NULL	13116.542	NULL	30583.494	NULL	21842.843	NULL	NULL
iostat.sda.read_byte_per_second	1511133076	50371102	28938.863	NULL	NULL	64943.452	NULL	64997.803	NULL	76626.880	NULL	NULL
iostat.sda.read_byte_per_second	1511133106	50371103	80021.537	NULL	NULL	61031.547	NULL	100476.275	NULL	68532.051	NULL	NULL
iostat.sda.read_byte_per_second	1511133136	50371104	39992.782	NULL	NULL	66487.380	NULL	81535.314	NULL	82604.297	NULL	NULL
iostat.sda.read_byte_per_second	1511133166	50371105	70862.274	NULL	NULL	26488.733	NULL	60329.289	NULL	52427.974	NULL	NULL
iostat.sda.read_byte_per_second	1511133196	50371106	61173.236	NULL	NULL	80288.213	NULL	59665.051	NULL	30577.543	NULL	NULL
iostat.sda.read_byte_per_second	1511133226	50371107	38092.743	NULL	NULL	46005.115	NULL	70451.224	NULL	58867.059	NULL	NULL
iostat.sda.read_byte_per_second	1511133256	50371108	43004.679	NULL	NULL	34954.536	NULL	69630.558	NULL	58688.342	NULL	NULL
iostat.sda.read_byte_per_second	1511133286	50371109	83018.900	NULL	NULL	50381.045	NULL	50245.310	NULL	70035.563	NULL	NULL
iostat.sda.read_byte_per_second	1511133316	50371110	41779.200	NULL	NULL	62805.363	NULL	68403.189	NULL	272953.581	NULL	NULL
iostat.sda.read_byte_per_second	1511133346	50371111	23620.267	NULL	NULL	13108.255	NULL	28535.465	NULL	93241.606	NULL	NULL
iostat.sda.read_byte_per_second	1511133376	50371112	63633.563	NULL	NULL	75495.932	NULL	51613.514	NULL	1137263.048	NULL	NULL
iostat.sda.read_byte_per_second	1511133406	50371113	104996.251	NULL	NULL	45602.701	NULL	52971.266	NULL	280550.621	NULL	NULL
iostat.sda.read_byte_per_second	1511133436	50371114	68795.468	NULL	NULL	63896.791	NULL	73863.943	NULL	82054.432	NULL	NULL
iostat.sda.read_byte_per_second	1511133466	50371115	102694.379	NULL	NULL	60892.923	NULL	104175.089	NULL	141178.681	NULL	NULL
iostat.sda.read_byte_per_second	1511133496	50371116	70080.317	NULL	NULL	61050.372	NULL	85060.273	NULL	77823.227	NULL	NULL
iostat.sda.read_byte_per_second	1511133526	50371117	75998.148	NULL	NULL	78344.013	NULL	96695.011	NULL	63216.724	NULL	NULL
iostat.sda.read_byte_per_second	1511133556	50371118	96802.007	NULL	NULL	85213.732	NULL	80939.615	NULL	115226.939	NULL	NULL
iostat.sda.read_byte_per_second	1511133586	50371119	98363.786	NULL	NULL	128729.702	NULL	69085.853	NULL	123338.903	NULL	NULL
iostat.sda.read_byte_per_second	1511133616	50371120	119940.013	NULL	NULL	70587.775	NULL	105402.156	NULL	68244.003	NULL	NULL
iostat.sda.read_byte_per_second	1511133646	50371121	15426.341	NULL	NULL	18569.092	NULL	13118.114	NULL	26213.744	NULL	NULL
iostat.sda.read_byte_per_second	1511133676	50371122	84661.077	NULL	NULL	89021.157	NULL	58797.848	NULL	93793.100	NULL	NULL
iostat.sda.read_byte_per_second	1511133706	50371123	107725.011	NULL	NULL	83168.517	NULL	55307.150	NULL	74962.912	NULL	NULL
iostat.sda.read_byte_per_second	1511133736	50371124	115225.353	NULL	NULL	127895.445	NULL	81766.857	NULL	83023.035	NULL	NULL
iostat.sda.read_byte_per_second	1511133766	50371125	117747.357	NULL	NULL	118238.789	NULL	89701.070	NULL	119860.461	NULL	NULL
iostat.sda.read_byte_per_second	1511133796	50371126	84879.429	NULL	NULL	92568.930	NULL	114839.083	NULL	66764.931	NULL	NULL
iostat.sda.read_byte_per_second	1511133826	50371127	86368.707	NULL	NULL	100625.017	NULL	65390.057	NULL	104349.360	NULL	NULL
iostat.sda.read_byte_per_second	1511133856	50371128	141881.710	NULL	NULL	73728.042	NULL	72092.046	NULL	123104.953	NULL	NULL
iostat.sda.read_byte_per_second	1511133886	50371129	149883.555	NULL	NULL	173806.828	NULL	113459.189	NULL	139266.590	NULL	NULL
iostat.sda.read_byte_per_second	1511133916	50371130	153218.046	NULL	NULL	122468.526	NULL	102536.530	NULL	169302.869	NULL	NULL
iostat.sda.read_byte_per_second	1511133946	50371131	9693.868	NULL	NULL	13116.497	NULL	17489.656	NULL	25395.214	NULL	NULL
iostat.sda.read_byte_per_second	1511133976	50371132	134485.262	NULL	NULL	115290.693	NULL	113672.183	NULL	122481.310	NULL	NULL
iostat.sda.read_byte_per_second	1511134006	50371133	111670.237	NULL	NULL	123011.256	NULL	125878.522	NULL	108201.207	NULL	NULL
iostat.sda.read_byte_per_second	1511134036	50371134	133541.926	NULL	NULL	100083.297	NULL	141429.567	NULL	127555.503	NULL	NULL
iostat.sda.read_byte_per_second	1511134066	50371135	115003.059	NULL	NULL	115643.672	NULL	88205.693	NULL	96817.973	NULL	NULL
iostat.sda.read_byte_per_second	1511134096	50371136	180027.822	NULL	NULL	108405.259	NULL	100476.489	NULL	117027.888	NULL	NULL
iostat.sda.read_byte_per_second	1511134126	50371137	100755.199	NULL	NULL	183641.068	NULL	144546.705	NULL	159571.872	NULL	NULL
iostat.sda.read_byte_per_second	1511134156	50371138	125208.768	NULL	NULL	116322.868	NULL	104652.631	NULL	159075.407	NULL	NULL
iostat.sda.read_byte_per_second	1511134186	50371139	148294.779	NULL	NULL	137925.383	NULL	231708.544	NULL	116316.122	NULL	NULL
iostat.sda.read_byte_per_second	1511134216	50371140	140337.934	NULL	NULL	94737.956	NULL	137209.289	NULL	82462.648	NULL	NULL
iostat.sda.read_byte_per_second	1511134246	50371141	30583.477	NULL	NULL	0.000	NULL	19807.857	NULL	15427.599	NULL	NULL
iostat.sda.read_byte_per_second	1511134276	50371142	104584.394	NULL	NULL	117714.578	NULL	117080.367	NULL	136529.575	NULL	NULL
iostat.sda.read_byte_per_second	1511134306	50371143	150987.190	NULL	NULL	235898.957	NULL	185690.196	NULL	123849.790	NULL	NULL
iostat.sda.read_byte_per_second	1511134336	50371144	127329.590	NULL	NULL	187323.733	NULL	173570.077	NULL	170940.161	NULL	NULL
iostat.sda.read_byte_per_second	1511134366	50371145	188113.049	NULL	NULL	172910.192	NULL	152074.152	NULL	178441.542	NULL	NULL
iostat.sda.read_byte_per_second	1511134396	50371146	159615.123	NULL	NULL	143180.917	NULL	132027.773	NULL	116798.339	NULL	NULL
iostat.sda.read_byte_per_second	1511134426	50371147	137161.460	NULL	NULL	145276.010	NULL	180500.382	NULL	168944.791	NULL	NULL
iostat.sda.read_byte_per_second	1511134456	50371148	168214.507	NULL	NULL	147308.271	NULL	157992.091	NULL	171474.760	NULL	NULL
iostat.sda.read_byte_per_second	1511134486	50371149	125382.662	NULL	NULL	160590.045	NULL	145520.533	NULL	161238.256	NULL	NULL
iostat.sda.read_byte_per_second	1511134516	50371150	169220.610	NULL	NULL	127637.420	NULL	354576.748	NULL	160990.831	NULL	NULL
iostat.sda.read_byte_per_second	1511134546	50371151	82883.569	NULL	NULL	27721.390	NULL	185697.482	NULL	50136.065	NULL	NULL
iostat.sda.read_byte_per_second	1511134576	50371152	230495.168	NULL	NULL	168041.496	NULL	305863.277	NULL	161291.174	NULL	NULL
iostat.sda.read_byte_per_second	1511134606	50371153	634704.389	NULL	NULL	171485.850	NULL	399000.472	NULL	161101.240	NULL	NULL
