metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
iostat.sda.read_byte_per_second	1511218336	50373944	3411953.791	NULL	NULL	3693089.018	NULL	3538421.659	NULL	3684.181	NULL	NULL
iostat.sda.read_byte_per_second	1511218366	50373945	2308371.286	NULL	NULL	2420958.280	NULL	2124662.315	NULL	136.529	NULL	NULL
iostat.sda.read_byte_per_second	1511218396	50373946	2307685.410	NULL	NULL	1600334.541	NULL	1884569.031	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511218426	50373947	1899564.804	NULL	NULL	1578693.873	NULL	1341517.889	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511218456	50373948	2180695.299	NULL	NULL	1396203.315	NULL	1656003.345	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511218486	50373949	2699005.518	NULL	NULL	2344569.070	NULL	2046444.383	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511218516	50373950	1332641.539	NULL	NULL	1488507.401	NULL	1508483.619	NULL	3958.464	NULL	NULL
iostat.sda.read_byte_per_second	1511218546	50373951	738775.628	NULL	NULL	2020484.309	NULL	1589983.053	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511218576	50373952	0.000	NULL	NULL	2036691.149	NULL	1013689.161	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511218606	50373953	0.000	NULL	NULL	397565.784	NULL	1906104.204	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511218636	50373954	0.000	NULL	NULL	0.000	NULL	4368.426	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511218666	50373955	0.000	NULL	NULL	0.000	NULL	546.133	NULL	546.327	NULL	NULL
iostat.sda.read_byte_per_second	1511218696	50373956	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511218726	50373957	0.000	NULL	NULL	0.000	NULL	546.108	NULL	0.000	NULL	NULL
