metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
iostat.sda.read_byte_per_second	1511139826	50371327	2731.696	NULL	NULL	955.170	NULL	7098.108	NULL	1228.861	NULL	NULL
iostat.sda.read_byte_per_second	1511139856	50371328	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511139886	50371329	0.000	NULL	NULL	1092.933	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511139916	50371330	5599.218	NULL	NULL	14601.663	NULL	141179.142	NULL	7918.651	NULL	NULL
iostat.sda.read_byte_per_second	1511139946	50371331	1228.663	NULL	NULL	0.000	NULL	533986.620	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511139976	50371332	78383.710	NULL	NULL	2730.665	NULL	805058.333	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140006	50371333	367211.505	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140036	50371334	1888802.919	NULL	NULL	1501.677	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140066	50371335	84019.197	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140096	50371336	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140126	50371337	0.000	NULL	NULL	245620.788	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140156	50371338	0.000	NULL	NULL	215417.819	NULL	136.534	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140186	50371339	0.000	NULL	NULL	807977.927	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140216	50371340	0.000	NULL	NULL	1088971.437	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140246	50371341	0.000	NULL	NULL	89229.726	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140276	50371342	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140306	50371343	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140336	50371344	0.000	NULL	NULL	1092.173	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140366	50371345	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140396	50371346	0.000	NULL	NULL	0.000	NULL	0.000	NULL	819.251	NULL	NULL
iostat.sda.read_byte_per_second	1511140426	50371347	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140456	50371348	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511140486	50371349	0.000	NULL	NULL	0.000	NULL	0.000	NULL	273.112	NULL	NULL
iostat.sda.read_byte_per_second	1511140516	50371350	3001.706	NULL	NULL	8466.201	NULL	7919.534	NULL	40684.264	NULL	NULL
iostat.sda.read_byte_per_second	1511140546	50371351	136.653	NULL	NULL	0.000	NULL	0.000	NULL	128053.980	NULL	NULL
iostat.sda.read_byte_per_second	1511140576	50371352	0.000	NULL	NULL	0.000	NULL	0.000	NULL	362779.884	NULL	NULL
iostat.sda.read_byte_per_second	1511140606	50371353	26224.508	NULL	NULL	0.000	NULL	0.000	NULL	389238.966	NULL	NULL
iostat.sda.read_byte_per_second	1511140636	50371354	40682.067	NULL	NULL	136.534	NULL	955.285	NULL	678981.075	NULL	NULL
iostat.sda.read_byte_per_second	1511140666	50371355	25391.472	NULL	NULL	0.000	NULL	0.000	NULL	37269.049	NULL	NULL
iostat.sda.read_byte_per_second	1511140696	50371356	26214.669	NULL	NULL	4368.200	NULL	0.000	NULL	39183.571	NULL	NULL
iostat.sda.read_byte_per_second	1511140726	50371357	39340.641	NULL	NULL	0.000	NULL	0.000	NULL	31402.308	NULL	NULL
iostat.sda.read_byte_per_second	1511140756	50371358	39307.934	NULL	NULL	27300.035	NULL	0.000	NULL	72231.187	NULL	NULL
iostat.sda.read_byte_per_second	1511140786	50371359	28664.336	NULL	NULL	29624.458	NULL	4368.929	NULL	41774.569	NULL	NULL
iostat.sda.read_byte_per_second	1511140816	50371360	58859.069	NULL	NULL	427014.729	NULL	93929.407	NULL	214107.997	NULL	NULL
iostat.sda.read_byte_per_second	1511140846	50371361	875543.854	NULL	NULL	699757.720	NULL	747576.565	NULL	733680.099	NULL	NULL
iostat.sda.read_byte_per_second	1511140876	50371362	1078417.494	NULL	NULL	607220.832	NULL	473066.055	NULL	992070.668	NULL	NULL
