metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
iostat.sda.read_byte_per_second	1511149876	50371662	0.000	NULL	NULL	2004207.026	NULL	376050.158	NULL	1694184.322	NULL	NULL
iostat.sda.read_byte_per_second	1511149906	50371663	0.000	NULL	NULL	2340570.807	NULL	0.000	NULL	21311.495	NULL	NULL
iostat.sda.read_byte_per_second	1511149936	50371664	0.000	NULL	NULL	1999308.519	NULL	0.000	NULL	136.440	NULL	NULL
iostat.sda.read_byte_per_second	1511149966	50371665	0.000	NULL	NULL	1738648.861	NULL	1092.265	NULL	819.294	NULL	NULL
iostat.sda.read_byte_per_second	1511149996	50371666	0.000	NULL	NULL	2344413.867	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511150026	50371667	0.000	NULL	NULL	1988060.018	NULL	0.000	NULL	136.580	NULL	NULL
iostat.sda.read_byte_per_second	1511150056	50371668	1092.320	NULL	NULL	1132326.953	NULL	0.000	NULL	136.487	NULL	NULL
iostat.sda.read_byte_per_second	1511150086	50371669	0.000	NULL	NULL	2320411.591	NULL	1092.266	NULL	136.522	NULL	NULL
iostat.sda.read_byte_per_second	1511150116	50371670	3140.285	NULL	NULL	56394.829	NULL	136.652	NULL	3823.237	NULL	NULL
iostat.sda.read_byte_per_second	1511150146	50371671	0.000	NULL	NULL	0.000	NULL	0.000	NULL	136.533	NULL	NULL
iostat.sda.read_byte_per_second	1511150176	50371672	0.000	NULL	NULL	0.000	NULL	0.000	NULL	409.600	NULL	NULL
iostat.sda.read_byte_per_second	1511150206	50371673	546.132	NULL	NULL	1366.062	NULL	0.000	NULL	136.523	NULL	NULL
iostat.sda.read_byte_per_second	1511150236	50371674	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511150266	50371675	0.000	NULL	NULL	0.000	NULL	136.533	NULL	273.050	NULL	NULL
iostat.sda.read_byte_per_second	1511150296	50371676	0.000	NULL	NULL	136.548	NULL	0.000	NULL	1228.875	NULL	NULL
iostat.sda.read_byte_per_second	1511150326	50371677	546.003	NULL	NULL	0.000	NULL	0.000	NULL	136.524	NULL	NULL
iostat.sda.read_byte_per_second	1511150356	50371678	0.000	NULL	NULL	0.000	NULL	0.000	NULL	273.167	NULL	NULL
iostat.sda.read_byte_per_second	1511150386	50371679	273.032	NULL	NULL	0.000	NULL	0.000	NULL	136.492	NULL	NULL
iostat.sda.read_byte_per_second	1511150416	50371680	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511150446	50371681	1911.703	NULL	NULL	0.000	NULL	0.000	NULL	273.072	NULL	NULL
iostat.sda.read_byte_per_second	1511150476	50371682	3686.144	NULL	NULL	0.000	NULL	0.000	NULL	1365.406	NULL	NULL
iostat.sda.read_byte_per_second	1511150506	50371683	2457.769	NULL	NULL	3959.623	NULL	2867.871	NULL	2730.683	NULL	NULL
iostat.sda.read_byte_per_second	1511150536	50371684	819.307	NULL	NULL	819.153	NULL	0.000	NULL	273.067	NULL	NULL
iostat.sda.read_byte_per_second	1511150566	50371685	819.746	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511150596	50371686	545.678	NULL	NULL	1638.399	NULL	0.000	NULL	136.528	NULL	NULL
iostat.sda.read_byte_per_second	1511150626	50371687	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511150656	50371688	273.044	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511150686	50371689	546.098	NULL	NULL	0.000	NULL	0.000	NULL	136.518	NULL	NULL
iostat.sda.read_byte_per_second	1511150716	50371690	6826.471	NULL	NULL	12416.836	NULL	98712.579	NULL	6417.403	NULL	NULL
iostat.sda.read_byte_per_second	1511150746	50371691	409.647	NULL	NULL	0.000	NULL	217019.655	NULL	136.640	NULL	NULL
iostat.sda.read_byte_per_second	1511150776	50371692	50383.872	NULL	NULL	0.000	NULL	328535.890	NULL	682.174	NULL	NULL
iostat.sda.read_byte_per_second	1511150806	50371693	97732.645	NULL	NULL	0.000	NULL	555554.155	NULL	546.182	NULL	NULL
iostat.sda.read_byte_per_second	1511150836	50371694	202479.641	NULL	NULL	0.000	NULL	269715.189	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511150866	50371695	370187.697	NULL	NULL	0.000	NULL	0.000	NULL	2867.148	NULL	NULL
iostat.sda.read_byte_per_second	1511150896	50371696	1865293.401	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511150926	50371697	0.000	NULL	NULL	277810.403	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511150956	50371698	0.000	NULL	NULL	2190394.485	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511150986	50371699	0.000	NULL	NULL	19932.952	NULL	0.000	NULL	136.524	NULL	NULL
iostat.sda.read_byte_per_second	1511151016	50371700	0.000	NULL	NULL	0.000	NULL	0.000	NULL	4642.350	NULL	NULL
iostat.sda.read_byte_per_second	1511151046	50371701	8739.696	NULL	NULL	0.000	NULL	0.000	NULL	17750.261	NULL	NULL
iostat.sda.read_byte_per_second	1511151076	50371702	17472.506	NULL	NULL	25258.655	NULL	18022.430	NULL	15837.893	NULL	NULL
iostat.sda.read_byte_per_second	1511151106	50371703	34981.947	NULL	NULL	52426.322	NULL	21435.664	NULL	21981.974	NULL	NULL
iostat.sda.read_byte_per_second	1511151136	50371704	54593.227	NULL	NULL	39337.250	NULL	0.000	NULL	20487.641	NULL	NULL
iostat.sda.read_byte_per_second	1511151166	50371705	30294.894	NULL	NULL	49407.741	NULL	8736.103	NULL	33162.186	NULL	NULL
iostat.sda.read_byte_per_second	1511151196	50371706	45748.867	NULL	NULL	42188.796	NULL	27589.607	NULL	27307.486	NULL	NULL
iostat.sda.read_byte_per_second	1511151226	50371707	28533.491	NULL	NULL	17474.535	NULL	16106.458	NULL	28264.010	NULL	NULL
iostat.sda.read_byte_per_second	1511151256	50371708	40545.101	NULL	NULL	15840.154	NULL	40548.813	NULL	75912.541	NULL	NULL
iostat.sda.read_byte_per_second	1511151286	50371709	63491.684	NULL	NULL	65260.023	NULL	30583.476	NULL	63491.107	NULL	NULL
iostat.sda.read_byte_per_second	1511151316	50371710	82056.522	NULL	NULL	40571.977	NULL	69358.797	NULL	145004.766	NULL	NULL
iostat.sda.read_byte_per_second	1511151346	50371711	61190.161	NULL	NULL	87198.428	NULL	73318.512	NULL	279584.209	NULL	NULL
iostat.sda.read_byte_per_second	1511151376	50371712	82035.989	NULL	NULL	70580.165	NULL	34951.125	NULL	272469.741	NULL	NULL
