metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
iostat.sda.read_byte_per_second	1511121346	50370711	545.833	NULL	NULL	0.000	NULL	0.000	NULL	273.091	NULL	NULL
iostat.sda.read_byte_per_second	1511121376	50370712	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121406	50370713	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121436	50370714	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121466	50370715	0.000	NULL	NULL	0.000	NULL	0.000	NULL	24850.429	NULL	NULL
iostat.sda.read_byte_per_second	1511121496	50370716	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121526	50370717	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121556	50370718	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121586	50370719	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121616	50370720	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121646	50370721	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121676	50370722	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121706	50370723	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121736	50370724	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121766	50370725	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121796	50370726	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121826	50370727	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121856	50370728	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121886	50370729	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121916	50370730	546.490	NULL	NULL	0.000	NULL	13322.043	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121946	50370731	1364.443	NULL	NULL	0.000	NULL	2184.518	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511121976	50370732	8806.393	NULL	NULL	1228.940	NULL	272.932	NULL	2868.997	NULL	NULL
iostat.sda.read_byte_per_second	1511122006	50370733	136.578	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511122036	50370734	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511122066	50370735	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511122096	50370736	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511122126	50370737	0.000	NULL	NULL	204.803	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511122156	50370738	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511122186	50370739	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511122216	50370740	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511122246	50370741	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511122276	50370742	4371.322	NULL	NULL	0.000	NULL	0.000	NULL	4645.198	NULL	NULL
iostat.sda.read_byte_per_second	1511122306	50370743	24158.773	NULL	NULL	0.000	NULL	0.000	NULL	13099.021	NULL	NULL
iostat.sda.read_byte_per_second	1511122336	50370744	8736.034	NULL	NULL	0.000	NULL	0.000	NULL	8738.598	NULL	NULL
iostat.sda.read_byte_per_second	1511122366	50370745	17477.023	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511122396	50370746	4370.214	NULL	NULL	819.200	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511122426	50370747	2185.119	NULL	NULL	0.000	NULL	0.000	NULL	8738.966	NULL	NULL
iostat.sda.read_byte_per_second	1511122456	50370748	26200.492	NULL	NULL	8738.178	NULL	0.000	NULL	8737.318	NULL	NULL
iostat.sda.read_byte_per_second	1511122486	50370749	13117.698	NULL	NULL	21846.884	NULL	13243.800	NULL	8739.567	NULL	NULL
iostat.sda.read_byte_per_second	1511122516	50370750	55933.871	NULL	NULL	21979.558	NULL	12013.869	NULL	67709.418	NULL	NULL
iostat.sda.read_byte_per_second	1511122546	50370751	71944.052	NULL	NULL	25258.642	NULL	36044.591	NULL	88946.408	NULL	NULL
iostat.sda.read_byte_per_second	1511122576	50370752	29914.507	NULL	NULL	46969.128	NULL	30581.979	NULL	28407.180	NULL	NULL
iostat.sda.read_byte_per_second	1511122606	50370753	78618.987	NULL	NULL	57753.627	NULL	16520.738	NULL	47093.021	NULL	NULL
