metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
iostat.sda.read_byte_per_second	1511068696	50368956	1365.507	NULL	NULL	1092.278	NULL	1227.694	NULL	272.987	NULL	NULL
iostat.sda.read_byte_per_second	1511068726	50368957	0.000	NULL	NULL	136.540	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511068756	50368958	109676.226	NULL	NULL	1092.267	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511068786	50368959	839461.868	NULL	NULL	546.118	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511068816	50368960	0.000	NULL	NULL	546.143	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511068846	50368961	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511068876	50368962	0.000	NULL	NULL	2047.761	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511068906	50368963	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511068936	50368964	0.000	NULL	NULL	0.000	NULL	136.462	NULL	2867.640	NULL	NULL
iostat.sda.read_byte_per_second	1511068966	50368965	136.495	NULL	NULL	819.200	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511068996	50368966	0.000	NULL	NULL	819.200	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511069026	50368967	0.000	NULL	NULL	0.000	NULL	136.545	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511069056	50368968	0.000	NULL	NULL	546.135	NULL	136.535	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511069086	50368969	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511069116	50368970	5734.862	NULL	NULL	0.000	NULL	409.638	NULL	8874.660	NULL	NULL
iostat.sda.read_byte_per_second	1511069146	50368971	0.000	NULL	NULL	3414.652	NULL	136.517	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511069176	50368972	0.000	NULL	NULL	545.923	NULL	546.165	NULL	1501.640	NULL	NULL
iostat.sda.read_byte_per_second	1511069206	50368973	273.087	NULL	NULL	546.134	NULL	637240.168	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511069236	50368974	0.000	NULL	NULL	409.653	NULL	240344.847	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511069266	50368975	0.000	NULL	NULL	154448.561	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511069296	50368976	0.000	NULL	NULL	1952071.702	NULL	0.000	NULL	0.000	NULL	NULL
iostat.sda.read_byte_per_second	1511069326	50368977	0.000	NULL	NULL	0.000	NULL	0.000	NULL	0.000	NULL	NULL
