metric;timestamp;ts_join;type;rt1_value;rt2_value;rt3_value;rt4_value;rt5_value;rt6_value;rt7_value;rt8_value;rt9_value;rt10_value;total (média 10 nós)
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268306;50275610;mean;0,201885;0,212399;0,353647;0,210679;0,161453;0,157722;0,366819;0,141076;0,270027;0,139172;0,2214879
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268336;50275611;mean;0,225492;0,236359;0,387658;0,239374;0,182374;0,206614;0,407226;0,153911;0,298869;0,157665;0,2495542
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268366;50275612;mean;0,244985;0,256261;0,463742;0,26905;0,199665;0,196744;0,494807;0,194479;0,366772;0,172313;0,2858818
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268396;50275613;mean;0,272435;0,282796;0,483944;0,358523;0,211797;0,238743;0,517288;0,209134;0,429418;0,215793;0,3219871
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268426;50275614;mean;0,292389;0,29995;0,556277;0,357587;0,231055;0,235631;0,582937;0,24591;0,459864;0,266284;0,3527884
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268456;50275615;mean;0,31872;0,322323;0,613659;0,383319;0,223993;0,276092;0,691605;0,245888;0,531239;0,265588;0,3872426
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268486;50275616;mean;0,335627;0,341347;0,605303;0,420398;0,281551;0,263231;0,713932;0,258241;0,538006;0,283869;0,4041505
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268516;50275617;mean;0,35839;0,372516;0,617147;0,471262;0,292573;0,319785;0,721138;0,273138;0,539531;0,290479;0,4255959
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268546;50275618;mean;0,379063;0,393444;0,628347;0,471278;0,276294;0,312721;0,720374;0,261403;0,615811;0,298196;0,4356931
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268576;50275619;mean;0,397538;0,393463;0,705244;0,542751;0,336536;0,325622;0,812805;0,254456;0,617454;0,317715;0,4703584
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268606;50275620;mean;0,462422;0,411637;0,798722;0,54215;0,328757;0,339809;0,891285;0,309029;0,667614;0,366809;0,5118234
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268636;50275621;mean;0,480112;0,414975;0,80823;0,579035;0,354959;0,352919;0,918013;0,320952;0,696391;0,378828;0,5304414
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268666;50275622;mean;0,550601;0,427903;0,904429;0,633794;0,363979;0,339398;0,933857;0,336716;0,774235;0,39696;0,5661872
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268696;50275623;mean;0,52782;0,470732;0,875936;0,66174;0,335409;0,354444;1,023852;0,324392;0,763422;0,367676;0,5705423
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268726;50275624;mean;0,528634;0,495944;0,958003;0,662593;0,351052;0,391413;1,053313;0,355484;0,828709;0,373043;0,5998188
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268756;50275625;mean;0,549406;0,489492;0,91952;0,680117;0,422378;0,402704;1,055801;0,37166;0,850056;0,392617;0,6133751
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268786;50275626;mean;0,572017;0,504055;0,987057;0,724274;0,40988;0,388248;1,142472;0,409258;0,888723;0,431501;0,6457485
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268816;50275627;mean;0,567151;0,513867;1,089056;0,808865;0,391965;0,397731;1,156027;0,396449;0,919912;0,426703;0,6667726
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268846;50275628;mean;0,613919;0,535302;1,014896;0,803791;0,401213;0,41417;1,115421;0,409678;0,930031;0,432907;0,6671328
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268876;50275629;mean;0,66182;0,562313;1,004693;0,860508;0,414301;0,43434;1,177943;0,421406;0,9666;0,46614;0,6970064
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268906;50275630;mean;0,67591;0,575559;1,095101;0,829623;0,439594;0,491088;1,246938;0,461558;0,982433;0,443364;0,7241168
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268936;50275631;mean;0,661868;0,615866;1,157038;0,948437;0,435896;0,497226;1,296151;0,488953;1,000261;0,46599;0,7567686
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268966;50275632;mean;0,708042;0,64397;1,244509;0,924181;0,466245;0,47642;1,341145;0,51506;1,092879;0,515421;0,7927872
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508268996;50275633;mean;0,706818;0,643361;1,22673;0,934221;0,501264;0,460596;1,421329;0,504339;1,063906;0,561853;0,8024417
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269026;50275634;mean;0,7252;0,655971;1,190514;0,936393;0,507131;0,52843;1,438857;0,517969;1,188066;0,564681;0,8253212
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269056;50275635;mean;0,763217;0,673519;1,188326;1,016977;0,528763;0,537787;1,536304;0,510448;1,220473;0,54844;0,8524254
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269086;50275636;mean;0,806297;0,698775;1,310673;1,087856;0,541466;0,526699;1,542382;0,523759;1,270406;0,575895;0,8884208
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269116;50275637;mean;0,816808;0,69228;1,280663;1,146949;0,527218;0,532822;1,529768;0,550447;1,347101;0,611265;0,9035321
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269146;50275638;mean;0,837393;0,703282;1,335953;1,141218;0,528972;0,590701;1,59616;0,545311;1,332621;0,632731;0,9244342
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269176;50275639;mean;0,85798;0,718076;1,387154;1,183538;0,553942;0,586952;1,713648;0,561235;1,355415;0,677701;0,9595641
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269206;50275640;mean;0,866517;0,724835;1,444395;1,148778;0,641219;0,598241;1,743767;0,597369;1,411168;0,671276;0,9847565
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269236;50275641;mean;0,90603;0,767875;1,465973;1,170041;0,610149;0,675551;1,751183;0,626151;1,438263;0,667784;1,0079
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269266;50275642;mean;0,941048;0,808403;1,484156;1,285853;0,635434;0,631077;1,792567;0,652259;1,527531;0,720373;1,0478701
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269296;50275643;mean;0,96143;0,857259;1,521427;1,305404;0,615175;0,636596;1,889755;0,680093;1,577974;0,737216;1,0782329
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269326;50275644;mean;0,957216;0,876818;1,528621;1,296772;0,611412;0,656413;1,933554;0,663435;1,564367;0,756688;1,0845296
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269356;50275645;mean;0,958056;0,920286;1,623257;1,312951;0,670818;0,682969;1,987876;0,713282;1,645767;0,742912;1,1258174
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269386;50275646;mean;1,02273;0,921626;1,648915;1,370904;0,681135;0,737191;2,019788;0,734838;1,674031;0,759077;1,1570235
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269416;50275647;mean;1,028183;0,943842;1,703962;1,392976;0,670911;0,712952;2,010089;0,772134;1,700948;0,787964;1,1723961
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269446;50275648;mean;1,041745;0,969225;1,622137;1,443338;0,672273;0,779793;2,050555;0,784133;1,750177;0,793666;1,1907042
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269476;50275649;mean;1,072724;0,95921;1,593017;1,446429;0,683689;0,749523;2,130407;0,841842;1,765768;0,785658;1,2028267
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269506;50275650;mean;1,111078;0,993693;1,624904;1,458829;0,7339;0,734858;2,132474;0,819187;1,78614;0,752495;1,2147558
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269536;50275651;mean;1,126237;1,015324;1,730342;1,554365;0,739039;0,712746;2,158424;0,821987;1,840264;0,737065;1,2435793
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269566;50275652;mean;1,131488;1,015811;1,83902;1,521046;0,743226;0,702081;2,319544;0,829368;1,938645;0,792113;1,2832342
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269596;50275653;mean;1,140546;1,012277;1,987441;1,532289;0,754723;0,747568;2,307293;0,803947;1,912986;0,82449;1,302356
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269626;50275654;mean;1,1639;1,022504;2,072998;1,557866;0,796342;0,770011;2,414197;0,818187;1,949187;0,863702;1,3428894
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269656;50275655;mean;1,201171;1,014882;1,983814;1,648578;0,829053;0,781636;2,413306;0,837498;1,997904;0,859793;1,3567635
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269686;50275656;mean;1,229095;1,066141;2,030889;1,674501;0,831736;0,830232;2,431327;0,873814;1,984888;0,955556;1,3908179
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269716;50275657;mean;1,246726;1,110294;2,095196;1,627183;0,813036;0,804775;2,493658;0,883904;1,965264;0,908251;1,3948287
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269746;50275658;mean;1,256772;1,082782;1,908168;1,654489;0,871732;0,810592;2,528251;0,867999;2,062154;0,948878;1,3991817
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269776;50275659;mean;1,278736;1,088109;1,986554;1,725887;0,84268;0,802348;2,546261;0,880719;2,142515;0,952396;1,4246205
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269806;50275660;mean;1,300908;1,114936;1,978659;1,763761;0,881151;0,774807;2,642717;0,923121;2,236525;0,950753;1,4567338
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269836;50275661;mean;1,318868;1,109911;2,126583;1,792823;0,856458;0,802667;2,689485;0,961296;2,27471;0,919585;1,4852386
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269866;50275662;mean;1,301252;1,13225;2,197694;1,851954;0,850209;0,853784;2,78805;0,997804;2,233417;0,930232;1,5136646
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269896;50275663;mean;1,345223;1,153948;2,215341;1,800944;0,82643;0,879183;2,837061;1,055498;2,271916;0,954373;1,5339917
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269926;50275664;mean;1,359553;1,196997;2,260079;1,865658;0,879544;0,903488;2,932554;1,073935;2,289066;0,958794;1,5719668
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269956;50275665;mean;1,387463;1,223682;2,390415;1,937372;0,897867;0,917917;2,985148;1,116516;2,284469;0,986396;1,6127245
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508269986;50275666;mean;1,4264;1,242235;2,464957;1,949524;0,890235;0,935907;3,06733;1,141757;2,363226;0,930437;1,6412008
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270016;50275667;mean;1,446625;1,306866;2,464658;2,002167;0,890552;0,973159;3,060726;1,142714;2,411393;0,990309;1,6689169
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270046;50275668;mean;1,444759;1,291489;2,493471;2,036409;0,884798;1,000573;3,008028;1,152587;2,4305;1,031464;1,6774078
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270076;50275669;mean;1,464528;1,287089;2,472003;2,064644;0,969999;0,966812;3,070092;1,165025;2,482834;1,050873;1,6993899
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270106;50275670;mean;1,456029;1,34173;2,663705;2,117303;0,968741;1,017483;3,175668;1,190094;2,499542;1,090785;1,752108
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270136;50275671;mean;1,477325;1,361961;2,612535;2,071104;0,961381;1,033007;3,303989;1,164374;2,55452;1,076595;1,7616791
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270166;50275672;mean;1,54663;1,375837;2,591935;2,138107;1,03222;1,053068;3,39928;1,186022;2,719294;1,119723;1,8162116
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270196;50275673;mean;1,560656;1,3588;2,596309;2,177502;1,011824;1,095906;3,433084;1,178276;2,70325;1,119892;1,8235499
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270226;50275674;mean;1,589618;1,365478;2,544682;2,198791;1,057076;1,064265;3,394185;1,155497;2,776867;1,098248;1,8244707
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270256;50275675;mean;1,582705;1,383509;2,718287;2,193627;1,041599;1,057248;3,504449;1,135769;2,739805;1,132875;1,8489873
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270286;50275676;mean;1,64182;1,394059;2,801898;2,228486;1,055338;1,042478;3,565302;1,194511;2,760746;1,091379;1,8776017
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270316;50275677;mean;1,665908;1,470153;2,833833;2,24296;1,092676;1,044243;3,637049;1,183145;2,825431;1,140792;1,913619
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270346;50275678;mean;1,651639;1,485751;2,801753;2,27403;1,087203;1,015297;3,657134;1,21441;2,83532;1,119989;1,9142526
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270376;50275679;mean;1,666916;1,524344;2,860605;2,305989;1,116707;1,053445;3,759974;1,206218;2,871623;1,149193;1,9515014
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270406;50275680;mean;1,715789;1,542699;2,991337;2,408611;1,202167;1,078143;3,80217;1,249822;3,004984;1,201865;2,0197587
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270436;50275681;mean;1,72349;1,536365;2,994028;2,486415;1,17915;1,10231;3,840621;1,333135;3,023034;1,21041;2,0428958
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270466;50275682;mean;1,776281;1,548626;2,972999;2,457217;1,139063;1,119348;3,819377;1,312823;2,997076;1,305653;2,0448463
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270496;50275683;mean;1,771102;1,549164;2,984041;2,465101;1,215032;1,188483;3,978707;1,324603;3,01118;1,346768;2,0834181
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270526;50275684;mean;1,825955;1,535589;2,902569;2,555251;1,208418;1,187912;3,956339;1,362061;3,071356;1,321229;2,0926679
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270556;50275685;mean;1,873227;1,535006;2,944701;2,591457;1,210655;1,197805;3,921924;1,36954;3,207975;1,324253;2,1176543
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270586;50275686;mean;1,890544;1,542495;2,96627;2,654155;1,204047;1,181005;4,110374;1,430176;3,278304;1,347898;2,1605268
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270616;50275687;mean;1,90282;1,646445;3,111924;2,614014;1,169852;1,191565;4,322348;1,459717;3,176125;1,390869;2,1985679
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270646;50275688;mean;1,925197;1,691359;3,265143;2,672754;1,189246;1,187115;4,407417;1,463282;3,285162;1,41701;2,2503685
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270676;50275689;mean;1,930613;1,692308;3,264619;2,751169;1,181106;1,271684;4,341745;1,477891;3,385825;1,349614;2,2646574
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270706;50275690;mean;1,940174;1,704713;3,332187;2,650907;1,220188;1,284497;4,402098;1,492606;3,491176;1,337058;2,2855604
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270736;50275691;mean;1,944586;1,732548;3,223038;2,769594;1,239784;1,275768;4,520672;1,470536;3,451704;1,388716;2,3016946
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270766;50275692;mean;1,950027;1,747463;3,310004;2,745287;1,211404;1,382923;4,508555;1,54554;3,533724;1,482;2,3416927
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270796;50275693;mean;2,014275;1,776529;3,359705;2,780746;1,322495;1,378926;4,611459;1,515657;3,540937;1,455432;2,3756161
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270826;50275694;mean;2,03749;1,73913;3,295166;2,80966;1,275602;1,351143;4,626817;1,557183;3,623119;1,44852;2,376383
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270856;50275695;mean;2,018123;1,785394;3,440691;2,831103;1,327354;1,356547;4,769745;1,586507;3,628551;1,38374;2,4127755
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270886;50275696;mean;2,061706;1,797294;3,514095;2,916153;1,294832;1,36598;4,791657;1,567696;3,642754;1,394289;2,4346456
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270916;50275697;mean;2,077874;1,821523;3,573333;2,878264;1,335595;1,315287;4,837982;1,614141;3,583524;1,467716;2,4505239
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270946;50275698;mean;2,160923;1,859368;3,530251;2,879158;1,306901;1,361944;4,913658;1,649172;3,707914;1,519089;2,4888378
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508270976;50275699;mean;2,150717;1,856254;3,699888;2,990274;1,316613;1,353838;4,925019;1,673501;3,677804;1,491544;2,5135452
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271006;50275700;mean;2,208239;1,874647;3,666995;3,047602;1,346034;1,384919;5,128999;1,647379;3,744134;1,496493;2,5545441
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271036;50275701;mean;2,201419;1,872071;4,00706;3,125982;1,415107;1,492981;5,44041;1,660981;3,835236;1,488088;2,6539335
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271066;50275702;mean;2,227182;1,868808;3,997769;3,225754;1,455545;1,531003;5,626138;1,665524;3,98617;1,612198;2,7196091
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271096;50275703;mean;2,246003;1,96342;3,975782;3,258148;1,527455;1,470808;5,731506;1,720886;4,05311;1,669939;2,7617057
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271126;50275704;mean;2,278835;1,988677;4,031559;3,299103;1,539927;1,473608;5,636802;1,735926;4,106104;1,690871;2,7781412
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271156;50275705;mean;2,353016;2,007442;3,949252;3,402262;1,53122;1,472451;5,795718;1,787066;4,183483;1,672395;2,8154305
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271186;50275706;mean;2,303773;1,994334;3,902566;3,394029;1,529505;1,463093;5,875584;1,820883;4,20344;1,731348;2,8218555
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271216;50275707;mean;2,286662;1,983618;3,971274;3,467986;1,508082;1,514058;5,749231;1,816743;4,136049;1,728859;2,8162562
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271246;50275708;mean;2,381869;2,002491;3,892707;3,487752;1,526661;1,512024;5,764573;1,82022;4,181566;1,745948;2,8315811
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271276;50275709;mean;2,392845;2,08292;4,118659;3,557835;1,498658;1,580602;5,647093;1,833473;4,217933;1,689093;2,8619111
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271306;50275710;mean;2,404345;2,072882;4,018074;3,584034;1,58045;1,595716;5,747567;1,888712;4,285312;1,652211;2,8829303
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271336;50275711;mean;2,477759;2,01991;4,128378;3,634435;1,542292;1,575624;5,836997;1,862664;4,269204;1,706251;2,9053514
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271366;50275712;mean;2,412075;2,034145;4,026207;3,599308;1,550689;1,523401;5,855235;1,897004;4,302503;1,667112;2,8867679
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271396;50275713;mean;2,462442;2,073453;4,134158;3,555427;1,562804;1,530819;5,92389;1,919721;4,27667;1,685013;2,9124397
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271426;50275714;mean;2,445156;2,108598;4,186549;3,537994;1,575762;1,5217;5,982301;1,907476;4,354024;1,668783;2,9288343
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271456;50275715;mean;2,476791;2,128703;4,376094;3,488842;1,613472;1,542244;6,033411;1,952473;4,428806;1,735442;2,9776278
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271486;50275716;mean;2,51406;2,139478;4,498508;3,637366;1,623295;1,645337;6,19527;1,965038;4,438489;1,731962;3,0388803
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271516;50275717;mean;2,562792;2,215584;4,512248;3,624735;1,627342;1,641421;6,470671;1,916147;4,514723;1,770088;3,0855751
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271546;50275718;mean;2,565886;2,197755;4,357528;3,773353;1,584905;1,611301;6,438998;1,930851;4,57453;1,811038;3,0846145
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271576;50275719;mean;2,548953;2,200821;4,387415;3,776308;1,626977;1,573866;6,347249;1,902413;4,488721;1,827761;3,0680484
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271606;50275720;mean;2,485027;2,190326;4,181134;3,817922;1,615399;1,579533;6,375634;1,905138;4,549805;1,78357;3,0483488
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271636;50275721;mean;2,511808;2,179111;4,384598;3,809498;1,621028;1,599701;6,292079;1,914373;4,562691;1,792155;3,0667042
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271666;50275722;mean;2,54794;2,185212;4,511698;3,837532;1,666862;1,632263;6,44925;1,957319;4,677809;1,824154;3,1290039
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271696;50275723;mean;2,569334;2,226522;4,399979;3,769871;1,661146;1,635371;6,556681;2,016433;4,70823;1,827756;3,1371323
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271726;50275724;mean;2,613796;2,274587;4,500887;3,76403;1,681834;1,668353;6,693192;2,079124;4,843064;1,878513;3,199738
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271756;50275725;mean;2,645411;2,269285;4,490013;3,853532;1,799237;1,687292;6,689869;2,117777;4,843654;1,866822;3,2262892
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271786;50275726;mean;2,695868;2,26547;4,56102;3,860306;1,700592;1,718373;6,785389;2,104475;4,963457;1,839447;3,2494397
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271816;50275727;mean;2,7243;2,233069;4,61345;3,851252;1,714944;1,748412;6,687113;2,110568;4,929796;1,894784;3,2507688
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271846;50275728;mean;2,692453;2,22894;4,660022;3,886322;1,742103;1,756344;6,799308;2,120005;4,926352;1,930164;3,2742013
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271876;50275729;mean;2,745929;2,328217;4,893542;3,925896;1,869793;1,789114;6,913059;2,111592;4,932982;1,981932;3,3492056
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271906;50275730;mean;2,745634;2,473046;5,08279;3,961568;1,821628;1,747876;7,043057;2,05424;4,928148;1,928242;3,3786229
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271936;50275731;mean;2,749154;2,412876;4,957743;4,103987;1,823971;1,772355;7,130624;2,079026;5,164272;1,907816;3,4101824
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271966;50275732;mean;2,791391;2,454992;4,940853;4,212715;1,960093;1,883065;7,375804;2,099542;5,188085;1,932596;3,4839136
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508271996;50275733;mean;2,826149;2,471115;4,893288;4,173197;1,94629;1,930742;7,386393;2,220648;5,244222;1,941748;3,5033792
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272026;50275734;mean;2,874614;2,477152;4,980204;4,293581;1,894623;1,881268;7,510788;2,205093;5,176903;2,0084;3,5302626
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272056;50275735;mean;2,88148;2,403211;5,181908;4,401998;1,84303;1,878496;7,584845;2,259627;5,270499;2,015534;3,5720628
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272086;50275736;mean;2,899751;2,413574;5,191875;4,378141;1,811726;1,950178;7,549758;2,224156;5,299006;2,205453;3,5923618
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272116;50275737;mean;2,896077;2,425281;5,29896;4,414754;1,796897;1,952932;7,549225;2,270518;5,329395;2,211572;3,6145611
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272146;50275738;mean;2,900892;2,497041;5,241872;4,463552;1,829166;1,97752;7,579857;2,316793;5,394335;2,32139;3,6522418
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272176;50275739;mean;2,920685;2,481742;5,175261;4,417679;1,818703;1,933165;7,596658;2,31858;5,38566;2,240266;3,6288399
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272206;50275740;mean;2,938151;2,545568;5,266407;4,490663;1,908554;2,009168;7,853029;2,420956;5,375413;2,195568;3,7003477
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272236;50275741;mean;2,928419;2,560475;5,288359;4,496245;1,89454;2,031509;7,980047;2,384295;5,452354;2,185337;3,720158
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272266;50275742;mean;2,941177;2,528965;5,332237;4,612999;1,886042;2,087033;7,945258;2,304959;5,461102;2,236354;3,7336126
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272296;50275743;mean;2,987384;2,625782;5,227321;4,653827;1,929645;2,094356;7,962845;2,41887;5,391163;2,127779;3,7418972
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272326;50275744;mean;2,967337;2,648908;5,416081;4,746576;1,938067;2,096136;8,086451;2,424342;5,53775;2,145841;3,8007489
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272356;50275745;mean;3,051931;2,641124;5,469858;4,700188;1,892446;2,070498;8,061507;2,438674;5,540789;2,241898;3,8108913
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272386;50275746;mean;3,083801;2,654591;5,434726;4,686107;2,002909;2,074878;8,103647;2,400428;5,583667;2,298763;3,8323517
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272416;50275747;mean;3,14943;2,692543;5,6663;4,664564;1,96294;2,047827;7,93785;2,420051;5,686195;2,307957;3,8535657
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272446;50275748;mean;3,174866;2,766062;5,816129;4,805127;1,979057;2,079687;8,224478;2,44443;5,779817;2,221961;3,9291614
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508272476;50275749;mean;3,145273;2,764886;5,62297;4,741423;2,041941;2,0666;8,571268;2,394665;5,825844;2,204856;3,9379726
