metric;timestamp;ts_join;type;rt1_value;rt2_value;rt3_value;rt4_value;rt5_value;rt6_value;rt7_value;rt8_value;rt9_value;rt10_value;Total
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509481818;50316060;mean;0,054097;0,057416;0,148325;0,059478;0,069223;0,066381;0,075528;0,052958;0,062188;0,077868;0,0723462
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509481848;50316061;mean;0,053009;0,058425;0,13851;0,061938;0,076001;0,063908;0,07425;0,051711;0,054935;0,070053;0,070274
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509481878;50316062;mean;0,05017;0,052313;0,139235;0,059207;0,072245;0,062726;0,07517;0,052543;0,055071;0,069312;0,0687992
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509481908;50316063;mean;0,049421;0,056305;0,136765;0,057844;0,071875;0,063929;0,081145;0,053901;0,059178;0,075573;0,0705936
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509481938;50316064;mean;0,050179;0,053511;0,145724;0,060514;0,065821;0,070361;0,075762;0,054942;0,056877;0,076418;0,0710109
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509481968;50316065;mean;0,050533;0,055254;0,14118;0,061036;0,064066;0,068581;0,073081;0,050596;0,060768;0,083352;0,0708447
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509481998;50316066;mean;0,050305;0,054944;0,132295;0,064108;0,068156;0,069887;0,074901;0,05127;0,060447;0,078571;0,0704884
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482028;50316067;mean;0,048441;0,050261;0,142377;0,066474;0,073903;0,069885;0,071375;0,052218;0,058641;0,075285;0,070886
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482058;50316068;mean;0,046738;0,052974;0,140757;0,065671;0,072603;0,068856;0,071817;0,054706;0,057316;0,076193;0,0707631
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482088;50316069;mean;0,047611;0,053573;0,147085;0,061712;0,070616;0,06705;0,07086;0,052978;0,064006;0,071224;0,0706715
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482118;50316070;mean;0,04848;0,055075;0,136051;0,060139;0,068291;0,066215;0,070933;0,052177;0,065578;0,07172;0,0694659
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482148;50316071;mean;0,049819;0,053049;0,131991;0,061323;0,071744;0,066666;0,075156;0,052372;0,064009;0,072367;0,0698496
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482178;50316072;mean;0,048556;0,055381;0,130631;0,058089;0,074577;0,06532;0,074682;0,05257;0,057209;0,072772;0,0689787
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482208;50316073;mean;0,052093;0,05668;0,13067;0,062609;0,073474;0,066355;0,075088;0,050938;0,06072;0,069393;0,069802
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482238;50316074;mean;0,049369;0,05499;0,120873;0,069976;0,071753;0,072822;0,077567;0,049665;0,064516;0,067929;0,069946
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482268;50316075;mean;0,052234;0,057627;0,123189;0,064908;0,072587;0,072179;0,076125;0,048204;0,065199;0,071194;0,0703446
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482298;50316076;mean;0,055944;0,054734;0,132014;0,062234;0,068469;0,07295;0,077348;0,048735;0,065653;0,072575;0,0710656
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482328;50316077;mean;0,053493;0,054428;0,1448;0,065274;0,066836;0,069467;0,073364;0,051901;0,069343;0,069465;0,0718371
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482358;50316078;mean;0,048596;0,055595;0,137597;0,063551;0,068258;0,070656;0,072251;0,051192;0,07001;0,069854;0,070756
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482388;50316079;mean;0,049054;0,058994;0,130881;0,059025;0,065328;0,06975;0,069359;0,04957;0,073722;0,071216;0,0696899
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482418;50316080;mean;0,052787;0,057312;0,129986;0,056745;0,071533;0,068173;0,071035;0,048431;0,074928;0,077125;0,0708055
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482448;50316081;mean;0,05418;0,057598;0,121363;0,058134;0,069333;0,071248;0,072704;0,051506;0,075484;0,074996;0,0706546
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482478;50316082;mean;0,052487;0,058631;0,134843;0,058576;0,073396;0,067299;0,0649;0,05027;0,071048;0,077693;0,0709143
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482508;50316083;mean;0,049304;0,059661;0,131915;0,056887;0,080687;0,070808;0,060445;0,047511;0,066194;0,074994;0,0698406
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482538;50316084;mean;0,050234;0,063524;0,136588;0,057283;0,075268;0,071363;0,063716;0,049766;0,062716;0,072878;0,0703336
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482568;50316085;mean;0,053683;0,059279;0,128035;0,057061;0,070973;0,075799;0,068205;0,049792;0,062628;0,076484;0,0701939
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482598;50316086;mean;0,052532;0,059833;0,140652;0,056683;0,075947;0,072833;0,069273;0,057094;0,05895;0,082245;0,0726042
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482628;50316087;mean;0,048365;0,059226;0,143679;0,060849;0,077598;0,070174;0,066941;0,055372;0,063388;0,077826;0,0723418
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482658;50316088;mean;0,046619;0,063424;0,147779;0,06149;0,079513;0,074391;0,066221;0,053263;0,060372;0,077414;0,0730486
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482688;50316089;mean;0,048943;0,058844;0,138941;0,062954;0,074936;0,075344;0,068657;0,053338;0,057119;0,080135;0,0719211
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482718;50316090;mean;0,052547;0,060335;0,130014;0,05559;0,071386;0,079306;0,069474;0,053475;0,059105;0,076427;0,0707659
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482748;50316091;mean;0,052935;0,061214;0,132261;0,056612;0,073939;0,070916;0,065302;0,056635;0,060778;0,080326;0,0710918
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482778;50316092;mean;0,050892;0,058347;0,151497;0,060706;0,077963;0,074349;0,073922;0,056953;0,064246;0,076291;0,0745166
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482808;50316093;mean;0,04867;0,060367;0,159043;0,056641;0,079699;0,072301;0,070549;0,057707;0,065385;0,073412;0,0743774
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482838;50316094;mean;0,049176;0,057982;0,14905;0,059751;0,070312;0,072773;0,073505;0,052921;0,060123;0,076586;0,0722179
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482868;50316095;mean;0,050332;0,058563;0,146169;0,054947;0,06923;0,070491;0,067882;0,048434;0,063869;0,071256;0,0701173
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482898;50316096;mean;0,056316;0,057805;0,144988;0,053995;0,06427;0,067165;0,065238;0,051215;0,064594;0,073826;0,0699412
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482928;50316097;mean;0,054476;0,065909;0,144232;0,057435;0,068895;0,079738;0,069815;0,051229;0,062108;0,077367;0,0731204
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482958;50316098;mean;0,051726;0,063246;0,139737;0,056111;0,068026;0,080859;0,069467;0,056493;0,063934;0,077777;0,0727376
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509482988;50316099;mean;0,049612;0,063227;0,133738;0,056624;0,067188;0,075992;0,067871;0,055818;0,067673;0,080083;0,0717826
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483018;50316100;mean;0,052429;0,062395;0,142647;0,06063;0,069036;0,074337;0,074337;0,056976;0,061781;0,07444;0,0729008
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483048;50316101;mean;0,054044;0,063613;0,156169;0,060555;0,066891;0,069705;0,07373;0,057557;0,061072;0,07834;0,0741676
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483078;50316102;mean;0,056585;0,060489;0,148599;0,058262;0,068639;0,071082;0,070282;0,054039;0,062366;0,077654;0,0727997
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483108;50316103;mean;0,048013;0,055544;0,155338;0,060221;0,066458;0,069331;0,069456;0,056761;0,057785;0,076596;0,0715503
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483138;50316104;mean;0,048952;0,056293;0,141142;0,060871;0,065526;0,078948;0,070206;0,059853;0,066465;0,071747;0,0720003
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483168;50316105;mean;0,052959;0,055058;0,151419;0,059819;0,064502;0,079322;0,071716;0,056686;0,064892;0,074928;0,0731301
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483198;50316106;mean;0,056816;0,058813;0,14978;0,060558;0,063233;0,075365;0,070893;0,054395;0,062763;0,073629;0,0726245
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483228;50316107;mean;0,057627;0,055816;0,142944;0,064408;0,062536;0,071333;0,070002;0,053982;0,0603;0,082855;0,0721803
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483258;50316108;mean;0,054515;0,056559;0,145585;0,069816;0,064267;0,070092;0,067075;0,055028;0,065002;0,079592;0,0727531
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483288;50316109;mean;0,054982;0,058153;0,146459;0,0657;0,059193;0,068768;0,069944;0,057491;0,062569;0,075515;0,0718774
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483318;50316110;mean;0,05647;0,062057;0,139781;0,061567;0,062664;0,068188;0,078082;0,055552;0,063596;0,078377;0,0726334
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483348;50316111;mean;0,055772;0,057196;0,134542;0,066117;0,066727;0,064859;0,074251;0,052997;0,057603;0,083451;0,0713515
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483378;50316112;mean;0,055091;0,059354;0,145255;0,060297;0,065079;0,073379;0,074219;0,05837;0,063021;0,079031;0,0733096
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483408;50316113;mean;0,052513;0,059984;0,129309;0,063986;0,062385;0,075599;0,071064;0,054082;0,060972;0,084468;0,0714362
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483438;50316114;mean;0,050891;0,058663;0,133993;0,066234;0,061274;0,073724;0,070274;0,052297;0,06705;0,077243;0,0711643
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483468;50316115;mean;0,054355;0,06251;0,140277;0,06649;0,063121;0,069768;0,074871;0,050655;0,065848;0,07064;0,0718535
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483498;50316116;mean;0,057772;0,058323;0,136486;0,067584;0,07181;0,071874;0,069906;0,047639;0,065874;0,072969;0,0720237
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483528;50316117;mean;0,063051;0,061813;0,148956;0,062289;0,074907;0,079007;0,06566;0,049059;0,065637;0,073242;0,0743621
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483558;50316118;mean;0,059905;0,061536;0,134691;0,06188;0,066155;0,07756;0,068768;0,047061;0,064641;0,073636;0,0715833
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483588;50316119;mean;0,058674;0,061047;0,137713;0,06989;0,063576;0,077994;0,068701;0,049983;0,074828;0,070359;0,0732765
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483618;50316120;mean;0,060567;0,060264;0,155222;0,063132;0,062441;0,077858;0,067207;0,050591;0,07213;0,070364;0,0739776
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483648;50316121;mean;0,059941;0,056758;0,16175;0,067441;0,072085;0,07581;0,070032;0,050801;0,072593;0,071122;0,0758333
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483678;50316122;mean;0,061137;0,059604;0,16253;0,068149;0,073749;0,076475;0,074259;0,049081;0,076003;0,077111;0,0778098
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483708;50316123;mean;0,060103;0,060565;0,160215;0,061446;0,06935;0,080587;0,076959;0,049936;0,070652;0,080081;0,0769894
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483738;50316124;mean;0,059286;0,060088;0,172537;0,062064;0,063547;0,08126;0,073475;0,053413;0,066662;0,076549;0,0768881
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483768;50316125;mean;0,055357;0,063639;0,156776;0,065364;0,062126;0,077105;0,069592;0,056422;0,067289;0,071393;0,0745063
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483798;50316126;mean;0,055617;0,06104;0,154762;0,063133;0,061115;0,077418;0,067938;0,052749;0,066013;0,075155;0,073494
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483828;50316127;mean;0,05398;0,061063;0,144314;0,062225;0,064079;0,081581;0,069826;0,057861;0,060088;0,081093;0,073611
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483858;50316128;mean;0,059626;0,05982;0,157649;0,065221;0,063049;0,077402;0,069324;0,054128;0,067205;0,079456;0,075288
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483888;50316129;mean;0,058695;0,06311;0,143758;0,062331;0,067361;0,077565;0,068864;0,054781;0,068077;0,07384;0,0738382
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483918;50316130;mean;0,057173;0,062589;0,152299;0,057633;0,060867;0,078813;0,065188;0,052924;0,066369;0,076518;0,0730373
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483948;50316131;mean;0,052102;0,060666;0,150233;0,054453;0,062739;0,074898;0,069826;0,04945;0,067657;0,076091;0,0718115
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509483978;50316132;mean;0,05562;0,064632;0,156941;0,055738;0,065834;0,075972;0,069047;0,048415;0,062409;0,075395;0,0730003
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484008;50316133;mean;0,056983;0,069522;0,16677;0,056558;0,064377;0,079366;0,073239;0,051882;0,061884;0,071346;0,0751927
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484038;50316134;mean;0,058517;0,063832;0,156345;0,057197;0,069217;0,074022;0,067251;0,049837;0,059517;0,077911;0,0733646
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484068;50316135;mean;0,059804;0,065695;0,153023;0,05787;0,062909;0,071501;0,073507;0,044546;0,059978;0,074152;0,0722985
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484098;50316136;mean;0,053365;0,064202;0,138495;0,057486;0,070057;0,078341;0,072642;0,044688;0,060903;0,077634;0,0717813
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484128;50316137;mean;0,05728;0,061866;0,148953;0,0564;0,072909;0,077323;0,071012;0,052226;0,067811;0,076678;0,0742458
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484158;50316138;mean;0,056065;0,062552;0,157141;0,060374;0,071895;0,078534;0,076746;0,053171;0,065992;0,079445;0,0761915
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484188;50316139;mean;0,061329;0,063707;0,158023;0,06374;0,071813;0,073638;0,072596;0,051822;0,060919;0,080061;0,0757648
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484218;50316140;mean;0,060468;0,065224;0,156792;0,062575;0,06866;0,074124;0,075006;0,050322;0,059196;0,075759;0,0748126
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484248;50316141;mean;0,056673;0,06586;0,150196;0,06633;0,065896;0,073883;0,075605;0,048315;0,063167;0,071166;0,0737091
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484278;50316142;mean;0,053512;0,061854;0,145883;0,061882;0,06266;0,080285;0,077046;0,048948;0,063467;0,070619;0,0726156
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484308;50316143;mean;0,054174;0,063942;0,139065;0,060614;0,066919;0,076509;0,076577;0,053871;0,068093;0,072467;0,0732231
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484338;50316144;mean;0,055588;0,063635;0,146126;0,063768;0,068278;0,07802;0,074251;0,049994;0,066043;0,071381;0,0737084
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484368;50316145;mean;0,056227;0,061849;0,153333;0,065557;0,069584;0,073254;0,073072;0,052629;0,066277;0,075414;0,0747196
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484398;50316146;mean;0,057453;0,057934;0,146886;0,071725;0,063038;0,078301;0,072794;0,053399;0,063651;0,077962;0,0743143
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484428;50316147;mean;0,051795;0,058329;0,156066;0,071244;0,062795;0,07688;0,080738;0,046602;0,064833;0,07588;0,0745162
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484458;50316148;mean;0,053783;0,058973;0,161391;0,069474;0,061676;0,07304;0,074598;0,047699;0,065531;0,076327;0,0742492
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484488;50316149;mean;0,054966;0,057952;0,164663;0,065913;0,067561;0,072384;0,07114;0,045679;0,06969;0,071949;0,0741897
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484518;50316150;mean;0,056292;0,055866;0,174981;0,06184;0,069756;0,068719;0,069391;0,052225;0,069285;0,070774;0,0749129
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484548;50316151;mean;0,058212;0,056631;0,162085;0,059985;0,066119;0,073063;0,07622;0,055762;0,072617;0,074493;0,0755187
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484578;50316152;mean;0,058548;0,05771;0,150017;0,060891;0,065973;0,072955;0,077277;0,054411;0,065625;0,074748;0,0738155
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484608;50316153;mean;0,053956;0,058978;0,145528;0,061591;0,066148;0,076003;0,072319;0,054378;0,065693;0,071764;0,0726358
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484638;50316154;mean;0,056148;0,058347;0,148013;0,068051;0,067721;0,071592;0,081513;0,050418;0,072215;0,072458;0,0746476
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484668;50316155;mean;0,055863;0,057157;0,152599;0,061867;0,069125;0,072869;0,078802;0,04954;0,07344;0,071149;0,0742411
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484698;50316156;mean;0,05712;0,059081;0,141481;0,059503;0,070017;0,075814;0,081057;0,050555;0,071453;0,073049;0,073913
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484728;50316157;mean;0,057533;0,060452;0,136525;0,064695;0,066511;0,075235;0,076904;0,053357;0,070474;0,081354;0,074304
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484758;50316158;mean;0,055439;0,059149;0,153297;0,064853;0,064956;0,076281;0,071402;0,057656;0,068317;0,074161;0,0745511
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484788;50316159;mean;0,053658;0,060245;0,171055;0,070791;0,063714;0,072926;0,068443;0,05562;0,0678;0,078718;0,076297
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484818;50316160;mean;0,056178;0,056596;0,16684;0,068377;0,073377;0,071351;0,072793;0,051879;0,063614;0,076985;0,075799
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484848;50316161;mean;0,055214;0,054428;0,150984;0,066507;0,071709;0,066875;0,071213;0,054231;0,069997;0,082574;0,0743732
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484878;50316162;mean;0,05637;0,055409;0,148203;0,063826;0,064742;0,071562;0,072348;0,059937;0,070471;0,084517;0,0747385
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484908;50316163;mean;0,057797;0,05899;0,162524;0,058629;0,065635;0,072953;0,062659;0,057508;0,076277;0,089293;0,0762265
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484938;50316164;mean;0,055831;0,059864;0,174053;0,064483;0,066127;0,072451;0,069939;0,065339;0,067071;0,078493;0,0773651
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484968;50316165;mean;0,062246;0,05465;0,171862;0,067905;0,065019;0,077883;0,077876;0,064532;0,066181;0,078319;0,0786473
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509484998;50316166;mean;0,060928;0,059631;0,168408;0,068404;0,066781;0,074256;0,080172;0,057201;0,073544;0,075865;0,078519
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485028;50316167;mean;0,061881;0,06088;0,141852;0,063209;0,065716;0,06862;0,074817;0,054457;0,073845;0,080492;0,0745769
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485058;50316168;mean;0,060615;0,062271;0,133827;0,060572;0,06721;0,077801;0,074474;0,054497;0,074716;0,076817;0,07428
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485088;50316169;mean;0,057817;0,060488;0,15708;0,058732;0,070445;0,076408;0,071989;0,055104;0,074709;0,071933;0,0754705
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485118;50316170;mean;0,054938;0,062385;0,153043;0,061703;0,071646;0,074809;0,070492;0,059882;0,072076;0,070152;0,0751126
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485148;50316171;mean;0,056027;0,063361;0,161068;0,062142;0,073171;0,071081;0,074428;0,058298;0,06845;0,078156;0,0766182
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485178;50316172;mean;0,057293;0,061478;0,14663;0,062762;0,070596;0,071065;0,077962;0,054038;0,06714;0,076366;0,074533
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485208;50316173;mean;0,060621;0,062908;0,143058;0,056774;0,067785;0,075239;0,076949;0,054637;0,077036;0,076288;0,0751295
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485238;50316174;mean;0,058978;0,064499;0,146687;0,064368;0,063603;0,075821;0,067209;0,05314;0,076891;0,074156;0,0745352
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485268;50316175;mean;0,056132;0,061681;0,153286;0,068662;0,063938;0,075611;0,069849;0,05188;0,072158;0,072739;0,0745936
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485298;50316176;mean;0,053862;0,068281;0,160305;0,069213;0,064015;0,074949;0,066252;0,050495;0,073107;0,079146;0,0759625
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485328;50316177;mean;0,054467;0,066794;0,148987;0,064802;0,059673;0,073618;0,066729;0,054899;0,070486;0,074693;0,0735148
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485358;50316178;mean;0,057664;0,067339;0,140337;0,065121;0,055331;0,078676;0,067039;0,049137;0,073379;0,076484;0,0730507
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485388;50316179;mean;0,056873;0,064175;0,143885;0,059631;0,06058;0,077177;0,071814;0,048591;0,069648;0,083367;0,0735741
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485418;50316180;mean;0,054251;0,059897;0,136706;0,057258;0,05988;0,078574;0,075561;0,048025;0,076151;0,079551;0,0725854
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485448;50316181;mean;0,053916;0,063251;0,143898;0,057455;0,06394;0,077032;0,07171;0,055453;0,072744;0,081186;0,0740585
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485478;50316182;mean;0,055016;0,062469;0,132824;0,053013;0,064142;0,078771;0,067945;0,052023;0,069098;0,085769;0,072107
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485508;50316183;mean;0,05564;0,060732;0,128909;0,054291;0,05914;0,075103;0,066745;0,057046;0,066744;0,084163;0,0708513
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485538;50316184;mean;0,059487;0,056698;0,133528;0,053776;0,059727;0,075592;0,070655;0,054501;0,070847;0,081855;0,0716666
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485568;50316185;mean;0,057764;0,057142;0,137931;0,051935;0,068253;0,080037;0,072021;0,051474;0,071446;0,081287;0,072929
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485598;50316186;mean;0,059015;0,058131;0,148478;0,052228;0,06824;0,076117;0,070877;0,050024;0,073277;0,0748;0,0731187
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485628;50316187;mean;0,057409;0,057647;0,135398;0,053163;0,063812;0,072136;0,071985;0,053546;0,071436;0,075459;0,0711991
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485658;50316188;mean;0,057781;0,055218;0,138237;0,056024;0,065987;0,07413;0,065221;0,054637;0,069248;0,076122;0,0712605
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485688;50316189;mean;0,058909;0,054447;0,135892;0,057466;0,064105;0,075273;0,067306;0,057558;0,067364;0,082611;0,0720931
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485718;50316190;mean;0,05896;0,05806;0,145221;0,058587;0,067892;0,079019;0,067018;0,052483;0,069523;0,087218;0,0743981
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485748;50316191;mean;0,053276;0,061712;0,161037;0,055264;0,066845;0,070458;0,072222;0,05224;0,068676;0,082447;0,0744177
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485778;50316192;mean;0,053896;0,060593;0,142803;0,063115;0,0688;0,070414;0,071619;0,050422;0,074654;0,07769;0,0734006
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485808;50316193;mean;0,055369;0,058173;0,134183;0,061409;0,067503;0,069353;0,076623;0,058021;0,075543;0,079844;0,0736021
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485838;50316194;mean;0,056145;0,05699;0,144627;0,061925;0,07574;0,077498;0,074458;0,058772;0,068607;0,079048;0,075381
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485868;50316195;mean;0,057149;0,058768;0,152268;0,066158;0,08414;0,080458;0,068259;0,057107;0,072771;0,075171;0,0772249
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485898;50316196;mean;0,055935;0,062562;0,148101;0,060674;0,081161;0,073927;0,074333;0,051987;0,068129;0,076239;0,0753048
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485928;50316197;mean;0,055973;0,057318;0,141203;0,063072;0,077322;0,071426;0,077934;0,053632;0,06696;0,072045;0,0736885
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485958;50316198;mean;0,056863;0,057105;0,136976;0,060993;0,07275;0,076357;0,074716;0,056916;0,076751;0,078704;0,0748131
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509485988;50316199;mean;0,058398;0,05751;0,142052;0,059741;0,071062;0,07784;0,072987;0,055416;0,069726;0,077103;0,0741835
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509486018;50316200;mean;0,057776;0,058154;0,154072;0,063167;0,072147;0,078942;0,075088;0,053603;0,067334;0,082804;0,0763087
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509486048;50316201;mean;0,054819;0,059487;0,159232;0,068588;0,071725;0,077597;0,074361;0,056095;0,070784;0,08369;0,0776378
Table.WriteLatency.lucasdb.tw_ttl_2h_10min;1509486078;50316202;mean;0,056183;0,055179;0,143056;0,063383;0,064186;0,073694;0,075493;0,054384;0,074625;0,077988;0,0738171
