TIMESTAMP - 1508509592	value
24	0
54	0
84	0
114	0
144	0
174	0
204	0
234	0
264	0
294	0
324	0
354	0
384	0
414	0
444	0
474	0
504	0
534	0
564	0
594	0
624	0
654	0
684	9138178
714	9138178
744	9138178
774	9138178
804	9138178
834	9138178
864	9138178
894	9138178
924	9138178
954	9138178
984	9138178
1014	9138178
1044	9138178
1074	9138178
1104	9138178
1134	9138178
1164	18739915
1194	18739915
1224	18739915
1254	18739915
1284	18739915
1314	18739915
1344	18739915
1374	18739915
1404	18739915
1434	18739915
1464	18739915
1494	18739915
1524	18739915
1554	18739915
1584	18739915
1614	28595940
1644	28595940
1674	28595940
1704	28595940
1734	28595940
1764	28595940
1794	28595940
1824	28595940
1854	28595940
1884	28595940
1914	28595940
1944	28595940
1974	28595940
2004	28595940
2034	28595940
2064	28595940
2094	28595940
2124	38589244
2154	38589244
2184	38589244
2214	38589244
2244	38589244
2274	38589244
2305	38589244
2334	38589244
2364	38589244
2394	38589244
2424	38589244
2454	38589244
2484	38589244
2514	38589244
2544	38589244
2574	38589244
2604	38589244
2634	38589244
2664	48674295
2694	48674295
2724	48674295
2754	48674295
2784	48674295
2814	48674295
2844	48674295
2874	48674295
2904	48674295
2934	48674295
2964	48674295
2994	48674295
3024	48674295
3054	48674295
3084	48674295
3114	48674295
3144	48674295
3174	48674295
3204	58814884
3234	58814884
3264	58814884
3294	58814884
3324	58814884
3354	58814884
3384	58814884
3414	58814884
3444	58814884
3474	58814884
3504	58814884
3534	58814884
3564	58814884
3594	58814884
3624	58814884
3654	58814884
3684	58814884
3714	68994142
3744	68994142
3774	68994142
3804	68994142
3834	68994142
3864	68994142
3894	68994142
3924	68994142
3954	68994142
3984	68994142
4014	68994142
4044	68994142
4074	68994142
4104	68994142
4134	68994142
4164	68994142
4194	79195086
4224	79195086
4254	79195086
4284	79195086
4314	79195086
4344	79195086
4374	79195086
4404	79195086
4434	79195086
4464	79195086
4494	79195086
4524	79195086
4554	79195086
4584	79195086
4614	79195086
4644	79195086
4674	89413385
4704	89413385
4734	89413385
4764	89413385
4794	89413385
4824	89413385
4854	89413385
4884	89413385
4914	89413385
4944	89413385
4974	89413385
5004	89413385
5034	89413385
5064	89413385
5094	89413385
5124	89413385
5154	99644863
5184	99644863
5214	99644863
5244	99644863
5274	99644863
5304	99644863
5334	99644863
5364	99644863
5394	99644863
5424	99644863
5454	99644863
5484	99644863
5514	99644863
5544	99644863
5574	99644863
5604	99644863
5634	99644863
5664	109888104
5694	109888104
5724	109888104
5754	109888104
5784	109888104
5814	109888104
5844	109888104
5874	109888104
5904	109888104
5934	109888104
5964	109888104
5994	109888104
6024	109888104
6054	109888104
6084	109888104
6114	109888104
6144	109888104
6174	109888104
6204	120146550
6234	120146550
6264	120146550
6294	120146550
6324	120146550
6354	120146550
6384	120146550
6414	120146550
6444	120146550
6474	120146550
6504	120146550
6534	120146550
6564	120146550
6594	120146550
6624	120146550
6654	120146550
6684	120146550
6714	120146550
6744	120146550
6774	120146550
6804	120146550
6834	120146550
6864	120146550
6894	129374584
6924	129374584
6954	129374584
6984	129374584
7014	129374584
7044	129374584
7074	129374584
7104	129374584
7134	129374584
7164	129374584
7194	129374584
7224	129374584
7254	129374584
7284	129374584
7314	129374584
7344	129374584
7374	129374584
7404	139048429
7434	139048429
7464	139048429
7494	139048429
7524	139048429
7554	139048429
7584	139048429
7614	139048429
7644	139048429
7674	139048429
7704	139048429
7734	139048429
7764	139048429
7794	139048429
7824	139048429
7854	139048429
7884	148934792
7914	148934792
7944	148934792
7974	148934792
8004	148934792
8034	148934792
8064	148934792
8094	148934792
8124	148934792
8154	148934792
8184	148934792
8214	148934792
8244	148934792
8274	148934792
8304	148934792
8334	148934792
8364	158949338
8394	158949338
8424	158949338
8454	158949338
8484	158949338
8514	158949338
8544	158949338
8574	158949338
8604	158949338
8634	158949338
8664	158949338
8694	158949338
8724	158949338
8754	158949338
8784	158949338
8814	158949338
8844	169040126
8874	169040126
8904	169040126
8934	169040126
8964	169040126
8994	169040126
9024	169040126
9054	169040126
9084	169040126
9114	169040126
9144	169040126
9174	169040126
9204	169040126
9234	169040126
9264	169040126
9294	169040126
9324	169040126
9354	179184457
9384	179184457
9414	179184457
9444	179184457
9474	179184457
9504	179184457
9534	179184457
9564	179184457
9594	179184457
9624	179184457
9654	179184457
9684	179184457
9714	179184457
9744	179184457
9774	179184457
9804	179184457
9834	179184457
9864	179184457
9894	189366692
9924	189366692
9954	189366692
9984	189366692
10014	189366692
10044	189366692
10074	189366692
10104	189366692
10134	189366692
10164	189366692
10194	189366692
10224	189366692
10254	189366692
10284	189366692
10314	189366692
10344	189366692
10374	189366692
10404	189366692
10434	199576298
10464	199576298
10494	199576298
10524	199576298
10554	199576298
10584	199576298
10614	199576298
10644	199576298
10674	199576298
10704	199576298
10734	199576298
10764	199576298
10794	199576298
10824	199576298
10854	199576298
10884	199576298
10914	209807807
10944	209807807
10974	209807807
11004	209807807
11034	209807807
11064	209807807
11094	209807807
11124	209807807
11154	209807807
11184	209807807
11214	209807807
11244	209807807
11274	209807807
11304	209807807
11334	209807807
11364	209807807
11394	209807807
11424	220052092
11454	220052092
11484	220052092
11514	220052092
11544	220052092
11574	220052092
11604	220052092
11634	220052092
11664	220052092
11694	220052092
11724	220052092
11754	220052092
11784	220052092
11814	220052092
11844	220052092
11874	220052092
11904	230300801
11934	230300801
11964	230300801
11994	230300801
12024	230300801
12054	230300801
12084	230300801
12114	230300801
12144	230300801
12174	230300801
12204	230300801
12234	230300801
12264	230300801
12294	230300801
12324	230300801
12354	240554885
12384	240554885
12414	240554885
12444	240554885
12474	240554885
12504	240554885
12534	240554885
12564	240554885
12594	240554885
12624	240554885
12654	240554885
12684	240554885
12714	240554885
12744	240554885
12774	240554885
12804	240554885
12834	240554885
12864	240554885
12894	250811150
12924	250811150
12954	250811150
12984	250811150
13014	250811150
13044	250811150
13074	250811150
13104	250811150
13134	250811150
13164	250811150
13194	250811150
13224	250811150
13254	250811150
13284	250811150
13314	250811150
13344	250811150
13374	250811150
13404	250811150
13434	260050450
13464	260050450
13494	260050450
13524	260050450
13554	260050450
13584	260050450
13614	260050450
13644	260050450
13674	260050450
13704	260050450
13734	260050450
13764	260050450
13794	260050450
13824	260050450
13854	260050450
13884	260050450
13914	260050450
13944	269752627
13974	269752627
14004	269752627
14034	269752627
14064	269752627
14094	269752627
14124	269752627
14154	269752627
14184	269752627
14214	269752627
14244	269752627
14274	269752627
14304	269752627
14334	269752627
14364	269752627
14394	269752627
14424	269752627
14454	279672170
14484	279672170
14514	279672170
14544	279672170
14574	279672170
14604	279672170
14634	279672170
14664	279672170
14694	279672170
14724	279672170
14754	279672170
14784	279672170
14814	279672170
14844	279672170
14874	279672170
14904	279672170
14934	279672170
14964	289703833
14994	289703833
15024	289703833
15054	289703833
15084	289703833
15114	289703833
15144	289703833
15174	289703833
15204	289703833
15234	289703833
15264	289703833
15294	289703833
15324	289703833
15354	289703833
15384	289703833
15414	289703833
15444	299805133
15474	299805133
15504	299805133
15534	299805133
15564	299805133
15594	299805133
15624	299805133
15654	299805133
15684	299805133
15714	299805133
15744	299805133
15774	299805133
15804	299805133
15834	299805133
15864	299805133
15894	309944244
15924	309944244
15954	309944244
15984	309944244
16014	309944244
16044	309944244
16074	309944244
16104	309944244
16134	309944244
16164	309944244
16194	309944244
16224	309944244
16254	309944244
16284	309944244
16314	309944244
16344	309944244
16374	309944244
16404	309944244
16434	320120184
16464	320120184
16494	320120184
16524	320120184
16554	320120184
16584	320120184
16614	320120184
16644	320120184
16674	320120184
16704	320120184
16734	320120184
16764	320120184
16794	320120184
16824	320120184
16854	320120184
16884	320120184
16914	320120184
16944	320120184
16974	330320115
17004	330320115
17034	330320115
17064	330320115
17094	330320115
17124	330320115
17154	330320115
17184	330320115
17214	330320115
17244	330320115
17274	330320115
17304	330320115
17334	330320115
17364	330320115
17394	330320115
17424	330320115
17454	330320115
17484	330320115
17514	340540626
17544	340540626
17574	340540626
17604	340540626
17634	340540626
17664	340540626
17694	340540626
17724	340540626
17754	340540626
17784	340540626
17814	340540626
17844	340540626
17874	340540626
17904	340540626
17934	340540626
17964	340540626
17994	340540626
18024	350780611
18054	350780611
18084	350780611
18114	350780611
18144	350780611
18174	350780611
18204	350780611
18234	350780611
18264	350780611
18294	350780611
18324	350780611
18354	350780611
18384	350780611
18414	350780611
18444	350780611
18474	350780611
18504	350780611
18534	361030395
18564	361030395
18594	361030395
18624	361030395
18654	361030395
18684	361030395
18714	361030395
18744	361030395
18774	361030395
18804	361030395
