metric	timestamp	ts_join	type	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271561	50375718	m15_rate	0.042836	0.058390	0.041703	0.090707	0.072381	0.005485	0.006581	0.064576	0.071431	0.047273
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271591	50375719	m15_rate	0.149651	0.185565	0.147370	0.200246	0.173923	0.085386	0.096029	0.194926	0.161901	0.140914
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271621	50375720	m15_rate	0.248533	0.291099	0.216969	0.300708	0.268820	0.200718	0.220553	0.307812	0.263712	0.235955
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271651	50375721	m15_rate	0.365951	0.407829	0.340608	0.402151	0.360544	0.309042	0.305165	0.387507	0.359787	0.317496
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271681	50375722	m15_rate	0.468616	0.525479	0.464959	0.533448	0.481965	0.387454	0.428506	0.522413	0.471498	0.414199
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271711	50375723	m15_rate	0.574416	0.625160	0.567725	0.671227	0.576717	0.509303	0.539299	0.638529	0.590543	0.527165
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271741	50375724	m15_rate	0.672492	0.700563	0.692223	0.774788	0.691291	0.639054	0.629772	0.749754	0.686836	0.647428
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271771	50375725	m15_rate	0.784656	0.802369	0.796391	0.867283	0.813090	0.755619	0.755658	0.862098	0.795255	0.723210
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271801	50375726	m15_rate	0.920618	0.944071	0.920924	0.958416	0.913047	0.896305	0.878359	0.970324	0.921178	0.853552
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271831	50375727	m15_rate	1.036524	1.019137	1.039292	1.056756	1.014195	0.987352	1.014687	1.067347	1.023270	0.939038
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271861	50375728	m15_rate	1.149976	1.108004	1.128496	1.167663	1.125384	1.094953	1.128093	1.180026	1.111082	1.039370
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271891	50375729	m15_rate	1.228831	1.207675	1.225771	1.183712	1.183300	1.213125	1.225430	1.234744	1.162998	1.081561
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271921	50375730	m15_rate	1.222370	1.196356	1.216105	1.213103	1.187452	1.251076	1.242910	1.241652	1.153175	1.073336
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271951	50375731	m15_rate	1.309945	1.286060	1.307607	1.281578	1.276298	1.290871	1.307732	1.301477	1.255254	1.146229
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511271981	50375732	m15_rate	1.383048	1.332569	1.378318	1.362785	1.384142	1.403583	1.404640	1.414043	1.304763	1.197201
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511272011	50375733	m15_rate	1.479465	1.412347	1.471979	1.442839	1.485041	1.516215	1.496526	1.495575	1.359224	1.276978
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511272041	50375734	m15_rate	1.573464	1.518926	1.560336	1.545083	1.582614	1.603013	1.591640	1.570112	1.432904	1.393650
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511272071	50375735	m15_rate	1.670737	1.589337	1.643618	1.643207	1.674997	1.717558	1.685852	1.644555	1.490861	1.468204
Table.ReadLatency.lucasdb.tw_ttl_1h_180min	1511272101	50375736	m15_rate	1.777612	1.707939	1.728351	1.702805	1.758744	1.786061	1.812095	1.704121	1.575330	1.574116
