t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1508070589,327813,43.388628,0.061712,0.020502,0.619413,0.051012,0.051012,0.073457,0.105778,0.219342,1.358102,172.890617,175.083878,173.862464,152.466209,calls/second,milliseconds
1508070619,333084,43.388628,0.065009,0.020502,0.713068,0.051012,0.051012,0.073457,0.105778,0.219342,1.358102,172.934488,175.837216,174.152727,153.267369,calls/second,milliseconds
1508070649,338309,43.388628,0.068225,0.020502,0.771209,0.051012,0.051012,0.073457,0.105778,0.219342,1.358102,172.953501,175.473578,174.190904,153.963314,calls/second,milliseconds
1508070679,343441,43.388628,0.062081,0.017085,0.620243,0.051012,0.051012,0.073457,0.105778,0.182785,1.358102,172.924891,173.497018,173.806071,154.492128,calls/second,milliseconds
1508070709,348791,43.388628,0.059556,0.017085,0.620205,0.042510,0.051012,0.073457,0.105778,0.182785,1.358102,173.004952,175.400255,174.203769,155.260457,calls/second,milliseconds
1508070739,353921,43.388628,0.062712,0.017085,0.716141,0.042510,0.051012,0.073457,0.105778,0.182785,1.358102,172.972720,173.776153,173.936706,155.790267,calls/second,milliseconds
1508070769,359137,43.388628,0.060224,0.017085,0.618368,0.042510,0.051012,0.073457,0.105778,0.182785,1.358102,172.988915,173.917793,173.970821,156.397767,calls/second,milliseconds
1508070799,364381,43.388628,0.065835,0.017085,0.744738,0.042510,0.051012,0.073457,0.105778,0.182785,1.358102,173.011907,174.606112,174.132329,157.029493,calls/second,milliseconds
1508070829,369660,43.388628,0.070112,0.017085,0.824076,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.055970,174.872865,174.246049,157.629506,calls/second,milliseconds
1508070859,374932,43.388628,0.068978,0.020502,0.840445,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.090000,175.478771,174.405786,158.226571,calls/second,milliseconds
1508070889,380018,43.388628,0.062539,0.020502,0.706887,0.042510,0.051012,0.073457,0.088148,0.152321,1.358102,173.044504,173.232035,173.938549,158.594647,calls/second,milliseconds
1508070919,385296,43.388628,0.060173,0.020502,0.589613,0.042510,0.051012,0.073457,0.105778,0.182785,1.358102,173.082668,173.806165,174.013851,159.123707,calls/second,milliseconds
1508070949,390519,43.388628,0.064037,0.020502,0.688239,0.042510,0.051012,0.073457,0.105778,0.182785,1.629722,173.097108,173.780409,174.040149,159.624045,calls/second,milliseconds
1508070979,395661,43.388628,0.062704,0.020502,0.590708,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.074580,173.016927,173.880549,160.044664,calls/second,milliseconds
1508071009,400876,43.388628,0.071660,0.020502,0.827838,0.042510,0.051012,0.073457,0.105778,0.263210,1.629722,173.084559,173.526407,173.874902,160.493661,calls/second,milliseconds
1508071039,406004,43.388628,0.068093,0.017085,0.829680,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.057108,172.485338,173.594058,160.835810,calls/second,milliseconds
1508071069,411323,43.388628,0.063115,0.017085,0.686698,0.042510,0.051012,0.073457,0.105778,0.263210,1.629722,173.110494,174.143116,173.861541,161.344658,calls/second,milliseconds
1508071099,416489,43.388628,0.064385,0.020502,0.686961,0.042510,0.051012,0.073457,0.105778,0.263210,1.629722,173.099244,173.679172,173.730220,161.707249,calls/second,milliseconds
1508071129,421681,43.388628,0.065511,0.020502,0.687828,0.042510,0.051012,0.073457,0.105778,0.219342,1.955666,173.098616,173.140462,173.632301,162.069832,calls/second,milliseconds
1508071159,427014,43.388628,0.071872,0.020502,0.848020,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.155463,174.919683,174.102810,162.615880,calls/second,milliseconds
1508071189,431893,43.388628,0.066281,0.017085,0.723234,0.042510,0.051012,0.073457,0.105778,0.219342,1.955666,173.029255,170.411736,173.218427,162.694892,calls/second,milliseconds
1508071219,436176,43.388628,0.058795,0.017085,0.564817,0.042510,0.051012,0.073457,0.105778,0.182785,1.629722,172.667434,160.093144,170.065547,161.931403,calls/second,milliseconds
1508071249,441813,43.388628,0.056850,0.017085,0.512388,0.042510,0.051012,0.073457,0.105778,0.182785,1.629722,172.848386,171.356164,171.859363,162.817163,calls/second,milliseconds
1508071279,447615,52.066354,0.067440,0.017085,0.823231,0.042510,0.051012,0.073457,0.105778,0.182785,1.629722,173.086952,179.632797,173.812021,163.786054,calls/second,milliseconds
1508071309,452825,52.066354,0.065324,0.017085,0.746393,0.042510,0.051012,0.073457,0.105778,0.182785,1.629722,173.093678,177.618134,173.885325,164.140383,calls/second,milliseconds
1508071339,458099,43.388628,0.062670,0.017085,0.615209,0.042510,0.051012,0.073457,0.105778,0.182785,1.358102,173.123656,176.727491,174.013309,164.503289,calls/second,milliseconds
1508071369,463238,43.388628,0.064900,0.020502,0.794017,0.042510,0.051012,0.073457,0.105778,0.182785,1.629722,173.104065,174.783797,173.799320,164.741377,calls/second,milliseconds
1508071399,468436,43.388628,0.066064,0.020502,0.796610,0.042510,0.051012,0.073457,0.105778,0.182785,1.629722,173.103038,174.174604,173.752826,165.022803,calls/second,milliseconds
1508071429,473742,43.388628,0.064410,0.020502,0.712462,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.146950,174.985162,174.014486,165.400558,calls/second,milliseconds
1508071459,478923,43.388628,0.065527,0.020502,0.712368,0.042510,0.051012,0.073457,0.105778,0.263210,1.358102,173.141977,174.545304,173.994753,165.675991,calls/second,milliseconds
1508071489,484115,43.388628,0.063449,0.020502,0.618803,0.042510,0.051012,0.073457,0.105778,0.263210,1.358102,173.140966,173.874300,173.853659,165.898379,calls/second,milliseconds
1508071519,489335,43.388628,0.058348,0.020502,0.507321,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.148008,173.811405,173.826912,166.149117,calls/second,milliseconds
1508071549,494606,43.388628,0.060541,0.020502,0.618775,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.177265,175.039660,174.079500,166.485341,calls/second,milliseconds
1508071579,499771,52.066354,0.064211,0.020502,0.751764,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.166590,173.921304,173.857312,166.655325,calls/second,milliseconds
1508071609,505028,52.066354,0.064925,0.020502,0.750177,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.185727,174.311913,173.964713,166.928748,calls/second,milliseconds
1508071639,510249,43.388628,0.070962,0.020502,0.848745,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.196409,174.091315,173.988429,167.170190,calls/second,milliseconds
1508071669,515415,43.388628,0.066470,0.017085,0.716576,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.184847,173.144383,173.767680,167.317622,calls/second,milliseconds
1508071699,520671,43.388628,0.058186,0.017085,0.546504,0.042510,0.051012,0.073457,0.105778,0.182785,1.629722,173.205645,173.999953,173.911415,167.578349,calls/second,milliseconds
1508071729,525826,43.388628,0.059790,0.017085,0.621169,0.042510,0.051012,0.073457,0.105778,0.182785,1.358102,173.192888,172.869874,173.684683,167.710139,calls/second,milliseconds
1508071759,531057,43.388628,0.061626,0.017085,0.621760,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.204349,173.489988,173.811528,167.952956,calls/second,milliseconds
1508071789,536183,43.388628,0.059389,0.020502,0.508752,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.181673,172.407449,173.487623,168.031795,calls/second,milliseconds
1508071819,541336,43.388628,0.066342,0.020502,0.715721,0.051012,0.051012,0.073457,0.105778,0.219342,1.629722,173.168309,172.289321,173.368035,168.170234,calls/second,milliseconds
1508071849,546687,43.388628,0.057682,0.020502,0.507990,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.217706,175.002511,173.943216,168.539984,calls/second,milliseconds
1508071879,551965,43.388628,0.059596,0.020502,0.617473,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.241269,174.867746,173.989352,168.731680,calls/second,milliseconds
1508071909,557224,43.388628,0.063659,0.020502,0.711114,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.262279,175.081345,174.138940,168.956426,calls/second,milliseconds
1508071939,562386,43.388628,0.061784,0.020502,0.618670,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.251116,173.887742,173.961245,169.066452,calls/second,milliseconds
1508071969,567550,43.388628,0.064934,0.020502,0.622292,0.042510,0.051012,0.073457,0.105778,0.315852,1.629722,173.241428,173.173044,173.821525,169.181125,calls/second,milliseconds
1508071999,572779,43.388628,0.059941,0.017085,0.510628,0.042510,0.051012,0.073457,0.105778,0.315852,1.629722,173.250258,173.761896,173.869000,169.347707,calls/second,milliseconds
1508072029,577977,43.388628,0.061002,0.017085,0.589150,0.042510,0.051012,0.073457,0.105778,0.315852,1.629722,173.250488,173.468706,173.764274,169.458365,calls/second,milliseconds
1508072059,583268,52.066354,0.068130,0.020502,0.806981,0.042510,0.051012,0.073457,0.105778,0.315852,1.629722,173.278558,174.615073,174.022703,169.689005,calls/second,milliseconds
1508072089,588442,52.066354,0.066350,0.020502,0.751809,0.042510,0.051012,0.073457,0.105778,0.315852,1.629722,173.271496,173.725783,173.841812,169.767552,calls/second,milliseconds
1508072119,593652,52.066354,0.073618,0.020502,0.933450,0.051012,0.051012,0.073457,0.105778,0.263210,1.955666,173.274062,173.922264,173.881197,169.914925,calls/second,milliseconds
1508072149,598984,52.066354,0.071689,0.020502,0.900014,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.311836,175.286149,174.208042,170.157205,calls/second,milliseconds
1508072179,604147,52.066354,0.066274,0.020502,0.831531,0.042510,0.051012,0.073457,0.105778,0.182785,1.629722,173.303212,173.793982,174.006281,170.223685,calls/second,milliseconds
1508072209,609444,52.066354,0.069446,0.020502,0.901547,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.330988,175.069575,174.294163,170.446906,calls/second,milliseconds
1508072239,614550,43.388628,0.065228,0.020502,0.746662,0.042510,0.051012,0.073457,0.105778,0.182785,1.629722,173.302674,173.109916,173.874291,170.427319,calls/second,milliseconds
1508072269,619682,43.388628,0.069981,0.020502,0.851311,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.285687,172.419970,173.638370,170.459161,calls/second,milliseconds
1508072299,624850,43.388628,0.070914,0.020502,0.829816,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.277244,172.269703,173.528735,170.528102,calls/second,milliseconds
1508072329,629948,43.388628,0.067726,0.020502,0.713115,0.051012,0.051012,0.073457,0.105778,0.263210,1.629722,173.249643,171.462849,173.153996,170.493932,calls/second,milliseconds
1508072359,635198,43.388628,0.060301,0.017085,0.592986,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.263995,172.645640,173.278373,170.624101,calls/second,milliseconds
1508072389,640354,43.388628,0.061708,0.017085,0.593192,0.042510,0.051012,0.073457,0.105778,0.315852,1.629722,173.252947,172.664077,173.189860,170.678835,calls/second,milliseconds
1508072419,645550,43.388628,0.058941,0.017085,0.511071,0.051012,0.051012,0.073457,0.105778,0.219342,1.358102,173.251956,172.889368,173.168826,170.752408,calls/second,milliseconds
1508072449,650699,43.388628,0.057641,0.017085,0.365823,0.051012,0.051012,0.073457,0.105778,0.263210,1.358102,173.239420,172.610560,173.093704,170.806920,calls/second,milliseconds
1508072479,655879,43.388628,0.061731,0.020502,0.511099,0.051012,0.051012,0.073457,0.105778,0.263210,1.358102,173.234759,172.440714,173.021069,170.857661,calls/second,milliseconds
1508072509,661179,43.388628,0.063433,0.020502,0.508883,0.051012,0.051012,0.073457,0.105778,0.315852,1.358102,173.259847,173.637949,173.241706,171.003736,calls/second,milliseconds
1508072539,666505,43.388628,0.059470,0.017085,0.506455,0.051012,0.051012,0.073457,0.105778,0.219342,1.358102,173.294925,175.692244,173.773939,171.260428,calls/second,milliseconds
1508072569,671685,43.388628,0.058373,0.017085,0.507546,0.051012,0.051012,0.073457,0.105778,0.263210,1.358102,173.288458,173.722038,173.499202,171.249203,calls/second,milliseconds
1508072599,676995,43.388628,0.058940,0.017085,0.506104,0.042510,0.051012,0.073457,0.105778,0.263210,1.358102,173.318675,175.262106,173.889712,171.457430,calls/second,milliseconds
1508072629,682270,43.388628,0.057222,0.017085,0.363538,0.051012,0.051012,0.073457,0.105778,0.263210,1.358102,173.336279,175.454898,174.104112,171.613022,calls/second,milliseconds
1508072659,687515,43.388628,0.061030,0.020502,0.506816,0.051012,0.051012,0.073457,0.105778,0.263210,1.358102,173.347581,175.134838,174.141692,171.706925,calls/second,milliseconds
1508072689,692742,43.388628,0.064941,0.020502,0.618252,0.051012,0.051012,0.073457,0.105778,0.263210,1.629722,173.356011,175.401241,174.320015,171.849295,calls/second,milliseconds
1508072719,697914,43.388628,0.061794,0.017085,0.619050,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.347177,173.768504,173.985772,171.812788,calls/second,milliseconds
1508072749,703052,43.388628,0.064139,0.017085,0.714693,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.333501,173.406293,173.858866,171.839171,calls/second,milliseconds
1508072779,708279,43.388628,0.061564,0.017085,0.619525,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.340062,173.549784,173.840191,171.898314,calls/second,milliseconds
1508072809,713531,43.388628,0.068402,0.020502,0.772408,0.051012,0.051012,0.073457,0.105778,0.219342,1.629722,173.352372,174.179463,173.986471,172.013595,calls/second,milliseconds
1508072839,718733,43.388628,0.069101,0.020502,0.771886,0.051012,0.051012,0.073457,0.105778,0.219342,1.629722,173.352893,173.606898,173.844371,172.028013,calls/second,milliseconds
1508072869,724040,43.388628,0.065231,0.020502,0.618951,0.051012,0.051012,0.073457,0.105778,0.219342,1.629722,173.378217,175.008598,174.188366,172.207686,calls/second,milliseconds
1508072899,729253,43.388628,0.063960,0.017085,0.619897,0.051012,0.051012,0.073457,0.105778,0.219342,1.629722,173.380967,174.310122,174.130891,172.254627,calls/second,milliseconds
1508072929,734450,43.388628,0.061447,0.017085,0.619486,0.042510,0.051012,0.073457,0.105778,0.182785,1.358102,173.379996,173.792607,174.026020,172.280113,calls/second,milliseconds
1508072959,739684,43.388628,0.061403,0.017085,0.618592,0.042510,0.051012,0.073457,0.105778,0.182785,1.358102,173.387635,173.907135,174.098432,172.366221,calls/second,milliseconds
1508072989,744574,43.388628,0.062239,0.017085,0.624656,0.051012,0.051012,0.073457,0.105778,0.182785,1.358102,173.315030,170.081696,173.240680,172.132227,calls/second,milliseconds
1508073019,748823,43.388628,0.063571,0.017085,0.606577,0.051012,0.051012,0.073457,0.105778,0.219342,1.629722,173.095264,159.547618,169.997287,171.028783,calls/second,milliseconds
1508073049,754840,43.388628,0.072601,0.020502,0.848796,0.051012,0.051012,0.073457,0.105778,0.219342,1.629722,173.284637,175.792919,172.898577,171.992611,calls/second,milliseconds
1508073079,760554,43.388628,0.067468,0.020502,0.761033,0.051012,0.051012,0.073457,0.105778,0.219342,1.358102,173.402194,181.629188,174.655161,172.631320,calls/second,milliseconds
1508073109,765848,43.388628,0.062883,0.020502,0.704386,0.042510,0.051012,0.073457,0.105778,0.182785,1.629722,173.423055,179.636819,174.847232,172.764418,calls/second,milliseconds
1508073139,771092,43.388628,0.062928,0.020502,0.679461,0.042510,0.051012,0.073457,0.105778,0.182785,1.629722,173.431482,177.553823,174.765103,172.802559,calls/second,milliseconds
1508073169,776098,43.388628,0.064736,0.020502,0.689869,0.042510,0.051012,0.073457,0.105778,0.219342,1.629722,173.388218,173.612565,174.097096,172.637956,calls/second,milliseconds
1508073199,781299,43.388628,0.064224,0.020502,0.624492,0.051012,0.051012,0.073457,0.105778,0.263210,1.358102,173.388068,173.522573,173.987074,172.645532,calls/second,milliseconds
1508073229,786455,43.388628,0.064226,0.020502,0.588072,0.051012,0.051012,0.073457,0.105778,0.263210,1.358102,173.378008,173.213582,173.849873,172.641252,calls/second,milliseconds
1508073259,791721,43.388628,0.059904,0.017085,0.468175,0.051012,0.051012,0.073457,0.105778,0.263210,1.358102,173.392342,173.813674,173.959211,172.720022,calls/second,milliseconds
1508073289,796914,43.388628,0.059847,0.017085,0.587627,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.390164,173.613472,173.916901,172.747210,calls/second,milliseconds
1508073319,802146,43.388628,0.054920,0.017085,0.364726,0.042510,0.051012,0.073457,0.105778,0.219342,1.358102,173.396723,173.905984,173.941821,172.793150,calls/second,milliseconds
