t,count
1508195466,0
1508195496,0
1508195526,0
1508195556,0
1508195586,0
1508195616,0
1508195646,0
1508195676,7747752
1508195706,7747752
1508195736,7747752
1508195766,7747752
1508195796,7747752
1508195826,7747752
1508195856,15275468
1508195886,15275468
1508195916,15275468
1508195946,15275468
1508195976,15275468
1508196006,15275468
1508196036,22777559
1508196066,22777559
1508196096,22777559
1508196126,22777559
1508196156,22777559
1508196186,22777559
1508196216,22777559
1508196246,9620595
1508196276,9620595
1508196306,9620595
1508196336,9620595
1508196366,9620595
1508196396,9620595
1508196426,17080314
1508196456,17080314
1508196486,17080314
1508196516,17080314
1508196546,17080314
1508196576,17080314
1508196606,24543436
1508196636,24543436
1508196666,24543436
1508196696,24543436
1508196726,24543436
1508196756,24543436
1508196786,10077558
1508196816,10077558
1508196846,10077558
1508196876,10077558
1508196906,10077558
1508196936,17526271
1508196966,17526271
1508196996,17526271
1508197026,17526271
1508197056,17526271
1508197086,17526271
1508197116,24983266
1508197146,24983266
1508197176,24983266
1508197206,24983266
1508197236,24983266
1508197266,24983266
1508197296,10326328
1508197326,10326328
1508197356,10326328
1508197386,10326328
1508197416,10326328
1508197446,10326328
1508197476,17769215
1508197506,17769215
1508197536,17769215
1508197566,17769215
1508197596,17769215
1508197626,25136193
1508197656,25136193
1508197686,25136193
1508197716,25136193
1508197746,25136193
1508197776,25136193
1508197806,10428102
1508197836,10428102
1508197866,10428102
1508197896,10428102
1508197926,10428102
1508197956,17764155
1508197986,17764155
1508198016,17764155
1508198046,17764155
1508198076,17764155
1508198106,17764155
1508198136,25058991
1508198166,25058991
1508198196,25058991
1508198226,25058991
1508198256,25058991
1508198286,32360365
1508198316,10504050
1508198346,10504050
1508198376,10504050
1508198406,10504050
1508198436,10504050
1508198466,17766475
1508198496,17766475
1508198526,17766475
1508198556,17766475
1508198586,17766475
1508198616,25047434
1508198646,25047434
1508198676,25047434
1508198706,25047434
1508198736,25047434
1508198766,32295312
1508198796,32295312
1508198826,32295312
1508198856,32295312
1508198886,32295312
1508198916,32295312
1508198946,19940744
1508198976,19940744
1508199006,19940744
1508199036,19940744
1508199066,19940744
1508199096,27152599
1508199126,27152599
1508199156,27152599
1508199186,27152599
1508199216,27152599
1508199246,27152599
1508199276,34702157
1508199306,34702157
1508199336,34702157
1508199366,34702157
1508199396,34702157
1508199426,34702157
1508199456,20516844
1508199486,20516844
1508199516,20516844
1508199546,20516844
1508199576,20516844
1508199606,20516844
1508199636,20516844
1508199666,28048489
1508199696,28048489
1508199726,28048489
1508199756,28048489
1508199786,28048489
1508199816,28048489
1508199846,35578200
1508199876,35578200
1508199906,35578200
1508199936,35578200
1508199966,35578200
1508199996,35578200
1508200026,20791868
1508200056,20791868
1508200086,20791868
1508200116,20791868
1508200146,20791868
1508200176,20791868
1508200206,28269565
1508200236,28269565
1508200266,28269565
1508200296,28269565
1508200326,28269565
1508200356,28269565
1508200386,35759171
1508200416,35759171
1508200446,35759171
1508200476,35759171
1508200506,35759171
1508200536,43195151
1508200566,20924368
1508200596,20924368
1508200626,20924368
1508200656,20924368
1508200686,20924368
1508200716,28344418
1508200746,28344418
1508200776,28344418
1508200806,28344418
1508200836,28344418
1508200866,28344418
1508200896,35763523
1508200926,35763523
1508200956,35763523
1508200986,35763523
1508201016,35763523
1508201046,35763523
1508201076,20995843
1508201106,20995843
1508201136,20995843
1508201166,20995843
1508201196,20995843
1508201226,20995843
1508201256,28347526
1508201286,28347526
1508201316,28347526
1508201346,28347526
1508201376,28347526
1508201406,35719983
1508201436,35719983
1508201466,35719983
1508201496,35719983
1508201526,35719983
1508201556,35719983
1508201586,21041436
1508201616,21041436
1508201646,21041436
1508201676,21041436
1508201706,21041436
1508201736,28337115
1508201766,28337115
1508201796,28337115
1508201826,28337115
1508201856,28337115
1508201886,28337115
1508201916,35655022
1508201946,35655022
1508201976,35655022
1508202006,35655022
1508202036,35655022
1508202066,21078932
1508202096,21078932
1508202126,21078932
1508202156,21078932
1508202186,21078932
1508202216,28362890
1508202246,28362890
1508202276,28362890
1508202306,28362890
1508202336,28362890
1508202366,28362890
1508202396,35586940
1508202426,35586940
1508202456,35586940
1508202486,35586940
1508202516,35586940
1508202546,21113513
1508202576,21113513
1508202606,21113513
1508202636,21113513
1508202666,21113513
1508202696,28305274
1508202726,28305274
1508202756,28305274
1508202786,28305274
1508202816,28305274
1508202846,28305274
1508202876,35848179
1508202906,35848179
1508202936,35848179
1508202966,35848179
1508202996,35848179
1508203026,35848179
1508203056,35848179
1508203086,21127050
1508203116,21127050
1508203146,21127050
1508203176,21127050
1508203206,21127050
1508203236,21127050
1508203266,28658361
1508203296,28658361
1508203326,28658361
1508203356,28658361
1508203386,28658361
1508203416,28658361
1508203446,36175095
1508203476,36175095
1508203506,36175095
1508203536,36175095
1508203566,36175095
1508203596,36175095
1508203626,21148258
1508203656,21148258
1508203686,21148258
1508203716,21148258
1508203746,21148258
1508203776,21148258
1508203806,28615954
1508203836,28615954
1508203866,28615954
1508203896,28615954
1508203926,28615954
1508203956,28615954
1508203986,36073953
1508204016,36073953
1508204046,36073953
1508204076,36073953
1508204106,36073953
1508204136,36073953
1508204166,21153914
1508204196,21153914
1508204226,21153914
1508204256,21153914
1508204286,21153914
1508204316,21153914
1508204346,28598590
1508204376,28598590
1508204406,28598590
1508204436,28598590
1508204466,28598590
1508204496,35984671
1508204526,35984671
1508204556,35984671
1508204586,35984671
1508204616,35984671
1508204646,35984671
1508204676,21161751
1508204706,21161751
1508204736,21161751
1508204766,21161751
1508204796,21161751
1508204826,21161751
1508204856,28531981
1508204886,28531981
1508204916,28531981
1508204946,28531981
1508204976,28531981
1508205006,35861555
1508205036,35861555
1508205066,35861555
1508205096,35861555
1508205126,35861555
1508205156,35861555
1508205186,21167304
1508205216,21167304
1508205246,21167304
1508205276,21167304
1508205306,21167304
1508205336,21167304
1508205366,28470987
1508205396,28470987
1508205426,28470987
1508205456,28470987
1508205486,28470987
1508205516,35764379
1508205546,35764379
1508205576,35764379
1508205606,35764379
1508205636,35764379
1508205666,21173072
1508205696,21173072
1508205726,21173072
1508205756,21173072
1508205786,21173072
1508205816,21173072
1508205846,28448995
1508205876,28448995
1508205906,28448995
1508205936,28448995
1508205966,28448995
1508205996,35699552
1508206026,35699552
1508206056,35699552
1508206086,35699552
1508206116,35699552
1508206146,21473872
1508206176,21473872
1508206206,21473872
1508206236,21473872
1508206266,21473872
1508206296,28697115
1508206326,28697115
1508206356,28697115
1508206386,28697115
1508206416,28697115
1508206446,28697115
1508206476,28697115
1508206506,36246107
1508206536,36246107
1508206566,36246107
1508206596,36246107
1508206626,36246107
1508206656,36246107
1508206686,21479524
1508206716,21479524
1508206746,21479524
1508206776,21479524
1508206806,21479524
1508206836,21479524
1508206866,28983550
1508206896,28983550
1508206926,28983550
1508206956,28983550
1508206986,28983550
1508207016,28983550
1508207046,28983550
1508207076,36476616
1508207106,36476616
1508207136,36476616
1508207166,36476616
1508207196,36476616
1508207226,36476616
1508207256,21479852
1508207286,21479852
1508207316,21479852
1508207346,21479852
1508207376,21479852
1508207406,21479852
1508207436,28951716
1508207466,28951716
1508207496,28951716
1508207526,28951716
1508207556,28951716
1508207586,28951716
1508207616,36433857
1508207646,36433857
1508207676,36433857
1508207706,36433857
1508207736,36433857
1508207766,32690190
1508207796,21714388
1508207826,21714388
1508207856,21714388
1508207886,21714388
1508207916,21714388
1508207946,29162900
1508207976,29162900
1508208006,29162900
1508208036,29162900
1508208066,29162900
1508208096,29162900
1508208126,36578484
1508208156,36578484
1508208186,36578484
1508208216,36578484
1508208246,36578484
1508208276,36578484
1508208306,21743856
1508208336,21743856
1508208366,21743856
1508208396,21743856
1508208426,21743856
1508208456,29110085
1508208486,29110085
1508208516,29110085
1508208546,29110085
1508208576,29110085
1508208606,29110085
1508208636,36430394
1508208666,36430394
1508208696,36430394
1508208726,36430394
1508208756,36430394
1508208786,43753913
1508208816,21763321
1508208846,21763321
1508208876,21763321
1508208906,21763321
1508208936,21763321
1508208966,29080797
1508208996,29080797
1508209026,29080797
1508209056,29080797
1508209086,29080797
1508209116,36394438
1508209146,36394438
1508209176,36394438
1508209206,36394438
1508209236,36394438
1508209266,36394438
1508209296,29047840
1508209326,29047840
1508209356,29047840
1508209386,29047840
1508209416,29047840
1508209446,36322205
1508209476,36322205
1508209506,36322205
1508209536,25818155
1508209566,25818155
1508209596,33057483
1508209626,33057483
1508209656,33057483
1508209686,33057483
1508209716,33057483
1508209746,33057483
1508209776,20688448
1508209806,20688448
1508209836,20688448
1508209866,20688448
1508209896,20688448
1508209926,27868614
1508209956,27868614
1508209986,27868614
1508210016,27868614
1508210046,27868614
1508210076,27868614
1508210106,35377182
1508210136,35377182
1508210166,35377182
1508210196,35377182
1508210226,35377182
1508210256,35377182
1508210286,35377182
1508210316,21258837
1508210346,21258837
1508210376,21258837
1508210406,21258837
1508210436,21258837
1508210466,21258837
1508210496,28792350
1508210526,28792350
1508210556,28792350
1508210586,28792350
1508210616,28792350
1508210646,28792350
1508210676,36307983
1508210706,36307983
1508210736,36307983
1508210766,36307983
1508210796,36307983
1508210826,36307983
1508210856,21521452
1508210886,21521452
1508210916,21521452
1508210946,21521452
1508210976,21521452
1508211006,21521452
1508211036,29004618
1508211066,29004618
1508211096,29004618
1508211126,29004618
1508211156,29004618
1508211186,29004618
1508211216,36458482
1508211246,36458482
1508211276,36458482
1508211306,36458482
1508211336,36458482
1508211366,36458482
1508211396,21668577
1508211426,21668577
1508211456,21668577
1508211486,21668577
1508211516,21668577
1508211546,29104650
1508211576,29104650
1508211606,29104650
1508211636,29104650
1508211666,29104650
1508211696,29104650
1508211726,36503260
1508211756,36503260
1508211786,36503260
1508211816,36503260
1508211846,36503260
1508211876,36503260
1508211906,21756483
1508211936,21756483
1508211966,21756483
1508211996,21756483
1508212026,21756483
1508212056,21756483
1508212086,29120194
1508212116,29120194
1508212146,29120194
1508212176,29120194
1508212206,29120194
1508212236,36453233
1508212266,36453233
1508212296,36453233
1508212326,36453233
1508212356,36453233
1508212386,36453233
1508212416,21809997
1508212446,21809997
1508212476,21809997
1508212506,21809997
1508212536,21809997
1508212566,29130697
1508212596,29130697
1508212626,29130697
1508212656,29130697
1508212686,29130697
1508212716,29130697
1508212746,36406927
1508212776,36406927
1508212806,36406927
1508212836,36406927
1508212866,36406927
1508212896,21847788
1508212926,21847788
1508212956,21847788
1508212986,21847788
1508213016,21847788
1508213046,29080339
1508213076,29080339
1508213106,29080339
1508213136,29080339
1508213166,29080339
1508213196,29080339
1508213226,36299924
1508213256,36299924
1508213286,36299924
1508213316,36299924
1508213346,36299924
1508213376,21866763
1508213406,21866763
1508213436,21866763
1508213466,21866763
1508213496,21866763
1508213526,29079173
1508213556,29079173
1508213586,29079173
