t,count
1508268080,0
1508268110,0
1508268140,0
1508268170,0
1508268200,0
1508268230,0
1508268260,7688719
1508268290,7688719
1508268320,7688719
1508268350,7688719
1508268380,7688719
1508268410,15229846
1508268440,15229846
1508268470,15229846
1508268500,15229846
1508268530,15229846
1508268560,15229846
1508268590,22785522
1508268620,22785522
1508268650,22785522
1508268680,22785522
1508268710,22785522
1508268740,30343075
1508268770,30343075
1508268800,30343075
1508268830,30343075
1508268860,30343075
1508268890,37883891
1508268920,37883891
1508268950,37883891
1508268980,37883891
1508269010,37883891
1508269040,45410195
1508269070,45410195
1508269100,45410195
1508269130,45410195
1508269160,45410195
1508269190,52898054
1508269220,52898054
1508269250,52898054
1508269280,52898054
1508269310,52898054
1508269340,60382728
1508269370,60382728
1508269400,60382728
1508269430,60382728
1508269460,60382728
1508269490,67818102
1508269520,67818102
1508269550,67818102
1508269580,67818102
1508269610,67818102
1508269640,75264431
1508269670,75264431
1508269700,75264431
1508269730,75264431
1508269760,75264431
1508269790,82678606
1508269820,82678606
1508269850,82678606
1508269880,82678606
1508269910,90108344
1508269940,90108344
1508269970,90108344
1508270000,90108344
1508270030,90108344
1508270060,97535651
1508270090,97535651
1508270120,97535651
1508270150,97535651
1508270180,97535651
1508270210,104916052
1508270240,104916052
1508270270,104916052
1508270300,104916052
1508270330,104916052
1508270360,112277049
1508270390,112277049
1508270420,112277049
1508270450,112277049
1508270480,119624325
1508270510,119624325
1508270540,119624325
1508270570,119624325
1508270600,119624325
1508270630,126949182
1508270660,126949182
1508270690,126949182
1508270720,126949182
1508270750,134249387
1508270780,134249387
1508270810,134249387
1508270840,134249387
1508270870,134249387
1508270900,141524937
1508270930,141524937
1508270960,141524937
1508270990,141524937
1508271020,141524937
1508271050,148804498
1508271080,148804498
1508271110,148804498
1508271140,148804498
1508271170,156009290
1508271200,156009290
1508271230,156009290
1508271260,156009290
1508271290,156009290
1508271320,163673332
1508271350,163673332
1508271380,163673332
1508271410,163673332
1508271440,163673332
1508271470,163673332
1508271500,171337481
1508271530,171337481
1508271560,171337481
1508271590,171337481
1508271620,171337481
1508271650,178972660
1508271680,178972660
1508271710,178972660
1508271740,178972660
1508271770,178972660
1508271800,178972660
1508271830,186607764
1508271860,186607764
1508271890,186607764
1508271920,186607764
1508271950,186607764
1508271980,194220668
1508272010,194220668
1508272040,194220668
1508272070,194220668
1508272100,194220668
1508272130,201819327
1508272160,201819327
1508272190,201819327
1508272220,201819327
1508272250,201819327
1508272280,209388923
1508272310,209388923
1508272340,209388923
1508272370,209388923
1508272400,209388923
1508272430,216936047
1508272460,216936047
1508272490,216936047
1508272520,216936047
1508272550,216936047
1508272580,224474444
1508272610,224474444
1508272640,224474444
1508272670,224474444
1508272700,224474444
1508272730,224474444
1508272760,231985260
1508272790,231985260
1508272820,231985260
1508272850,231985260
1508272880,231985260
1508272910,239476540
1508272940,239476540
1508272970,239476540
1508273000,239476540
1508273030,239476540
1508273060,246964911
1508273090,246964911
1508273120,246964911
1508273150,246964911
1508273180,246964911
1508273210,254429319
1508273240,254429319
1508273270,254429319
1508273300,254429319
1508273330,261870944
1508273360,261870944
1508273390,261870944
1508273420,261870944
1508273450,261870944
1508273480,269276523
1508273510,269276523
1508273540,269276523
1508273570,269276523
1508273600,269276523
1508273630,276673190
1508273660,276673190
1508273690,276673190
1508273720,276673190
1508273750,276673190
1508273780,284048449
1508273810,284048449
1508273840,284048449
1508273870,284048449
1508273900,284048449
1508273930,291433723
1508273960,291433723
1508273990,291433723
1508274020,291433723
1508274050,298768291
1508274080,298768291
1508274110,298768291
1508274140,298768291
1508274170,298768291
1508274200,306081797
1508274230,306081797
1508274260,306081797
1508274290,306081797
1508274320,306081797
1508274350,313364651
1508274380,313364651
1508274410,313364651
1508274440,313364651
1508274470,320671425
1508274500,320671425
1508274530,320671425
1508274560,320671425
1508274590,320671425
1508274620,327914588
1508274650,327914588
1508274680,327914588
1508274710,327914588
1508274740,335126874
1508274770,335126874
1508274800,335126874
1508274830,335126874
1508274860,335126874
1508274890,335126874
1508274920,342801615
1508274950,342801615
1508274980,342801615
1508275010,342801615
1508275040,342801615
1508275070,350452925
1508275100,350452925
1508275130,350452925
1508275160,350452925
1508275190,350452925
1508275220,358065571
1508275250,358065571
1508275280,358065571
1508275310,358065571
1508275340,358065571
1508275370,358065571
1508275400,365704632
1508275430,365704632
1508275460,365704632
1508275490,365704632
1508275520,365704632
1508275550,373296487
1508275580,373296487
1508275610,373296487
1508275640,373296487
1508275670,373296487
1508275700,380897395
1508275730,380897395
1508275760,380897395
1508275790,380897395
1508275820,380897395
1508275850,388463683
1508275880,388463683
1508275910,388463683
1508275940,388463683
1508275970,388463683
1508276000,388463683
1508276030,396046588
1508276060,396046588
1508276090,396046588
1508276120,396046588
1508276150,396046588
1508276180,403583403
1508276210,403583403
1508276240,403583403
1508276270,403583403
1508276300,403583403
1508276330,411107858
1508276360,411107858
1508276390,411107858
1508276420,411107858
1508276450,411107858
1508276480,418625493
1508276510,418625493
1508276540,418625493
1508276570,418625493
1508276600,418625493
1508276630,426093991
1508276660,426093991
1508276690,426093991
1508276720,426093991
1508276750,433538234
1508276780,433538234
1508276810,433538234
1508276840,433538234
1508276870,433538234
1508276900,440988607
1508276930,440988607
1508276960,440988607
1508276990,440988607
1508277020,440988607
1508277050,448396625
1508277080,448396625
1508277110,448396625
1508277140,448396625
1508277170,448396625
1508277200,455787238
1508277230,455787238
1508277260,455787238
1508277290,455787238
1508277320,455787238
1508277350,463155759
1508277380,463155759
1508277410,463155759
1508277440,463155759
1508277470,470527088
1508277500,470527088
1508277530,470527088
1508277560,470527088
1508277590,470527088
1508277620,477856210
1508277650,477856210
1508277680,477856210
1508277710,477856210
1508277740,477856210
1508277770,485160977
1508277800,485160977
1508277830,485160977
1508277860,485160977
1508277890,492439769
1508277920,492439769
1508277950,492439769
1508277980,492439769
1508278010,492439769
1508278040,499720287
1508278070,499720287
1508278100,499720287
1508278130,499720287
1508278160,499720287
1508278190,507002841
1508278220,507002841
1508278250,507002841
