metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
iostat.sda.write_byte_per_second	1511139826	50371327	65150.945	NULL	NULL	179299.115	NULL	88180.340	NULL	104180.094	NULL	NULL
iostat.sda.write_byte_per_second	1511139856	50371328	1861651.060	NULL	NULL	2195190.158	NULL	1517705.136	NULL	1287450.212	NULL	NULL
iostat.sda.write_byte_per_second	1511139886	50371329	3097804.283	NULL	NULL	2943269.744	NULL	2986725.843	NULL	3678034.026	NULL	NULL
iostat.sda.write_byte_per_second	1511139916	50371330	5573679.881	NULL	NULL	3778828.408	NULL	1454664.006	NULL	3939528.821	NULL	NULL
iostat.sda.write_byte_per_second	1511139946	50371331	3717387.290	NULL	NULL	2486408.355	NULL	3973564.969	NULL	4030801.208	NULL	NULL
iostat.sda.write_byte_per_second	1511139976	50371332	3752859.074	NULL	NULL	3621954.338	NULL	3384753.859	NULL	3867173.009	NULL	NULL
iostat.sda.write_byte_per_second	1511140006	50371333	4177747.548	NULL	NULL	5014051.648	NULL	4284590.104	NULL	2712369.773	NULL	NULL
iostat.sda.write_byte_per_second	1511140036	50371334	3686121.854	NULL	NULL	3215909.672	NULL	2962811.396	NULL	5761239.056	NULL	NULL
iostat.sda.write_byte_per_second	1511140066	50371335	4007531.412	NULL	NULL	4135519.998	NULL	1838822.852	NULL	2921110.965	NULL	NULL
iostat.sda.write_byte_per_second	1511140096	50371336	9536333.164	NULL	NULL	2970851.333	NULL	4173838.684	NULL	3296312.139	NULL	NULL
iostat.sda.write_byte_per_second	1511140126	50371337	4641733.652	NULL	NULL	2872356.947	NULL	2759389.914	NULL	8196217.812	NULL	NULL
iostat.sda.write_byte_per_second	1511140156	50371338	2339707.251	NULL	NULL	3730632.540	NULL	3871975.141	NULL	4711227.849	NULL	NULL
iostat.sda.write_byte_per_second	1511140186	50371339	4898845.774	NULL	NULL	3081593.407	NULL	3703538.023	NULL	4685414.549	NULL	NULL
