metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
iostat.sda.write_byte_per_second	1511282026	50376067	5080670.822	NULL	NULL	5325175.003	NULL	5020604.252	NULL	4790815.925	NULL	NULL
iostat.sda.write_byte_per_second	1511282056	50376068	4623189.996	NULL	NULL	836171.845	NULL	5474577.415	NULL	1265587.246	NULL	NULL
iostat.sda.write_byte_per_second	1511282086	50376069	5629190.808	NULL	NULL	5791141.314	NULL	1155990.851	NULL	2530476.046	NULL	NULL
iostat.sda.write_byte_per_second	1511282116	50376070	1556319.622	NULL	NULL	4770159.562	NULL	6075413.629	NULL	1329445.105	NULL	NULL
iostat.sda.write_byte_per_second	1511282146	50376071	3608008.844	NULL	NULL	6606689.861	NULL	4030100.617	NULL	3440308.607	NULL	NULL
iostat.sda.write_byte_per_second	1511282176	50376072	1173015.448	NULL	NULL	3785204.437	NULL	5158365.498	NULL	1672528.046	NULL	NULL
iostat.sda.write_byte_per_second	1511282206	50376073	2562773.180	NULL	NULL	4790409.181	NULL	3889561.600	NULL	2609776.039	NULL	NULL
iostat.sda.write_byte_per_second	1511282236	50376074	3566281.921	NULL	NULL	3308005.284	NULL	3061344.902	NULL	3581168.445	NULL	NULL
iostat.sda.write_byte_per_second	1511282266	50376075	1408385.515	NULL	NULL	5193365.988	NULL	5009716.553	NULL	1553697.259	NULL	NULL
iostat.sda.write_byte_per_second	1511282296	50376076	2712658.035	NULL	NULL	4768276.302	NULL	3241339.968	NULL	2662793.880	NULL	NULL
iostat.sda.write_byte_per_second	1511282326	50376077	3625692.863	NULL	NULL	3728486.979	NULL	3516394.237	NULL	3622345.269	NULL	NULL
iostat.sda.write_byte_per_second	1511282356	50376078	1510710.912	NULL	NULL	5701491.968	NULL	3869443.058	NULL	1415904.555	NULL	NULL
iostat.sda.write_byte_per_second	1511282386	50376079	2321220.860	NULL	NULL	2416725.065	NULL	4402381.395	NULL	2437568.130	NULL	NULL
iostat.sda.write_byte_per_second	1511282416	50376080	1676553.022	NULL	NULL	2478474.032	NULL	3066818.352	NULL	3842400.619	NULL	NULL
iostat.sda.write_byte_per_second	1511282446	50376081	2748290.652	NULL	NULL	2899078.600	NULL	4621156.418	NULL	6135845.726	NULL	NULL
iostat.sda.write_byte_per_second	1511282476	50376082	7367134.522	NULL	NULL	4344487.650	NULL	3443938.951	NULL	4839057.607	NULL	NULL
iostat.sda.write_byte_per_second	1511282506	50376083	5580828.607	NULL	NULL	4981123.590	NULL	4462360.986	NULL	2691099.803	NULL	NULL
iostat.sda.write_byte_per_second	1511282536	50376084	3502624.535	NULL	NULL	4978026.833	NULL	6227553.958	NULL	3548296.509	NULL	NULL
iostat.sda.write_byte_per_second	1511282566	50376085	3005718.762	NULL	NULL	3646118.895	NULL	6678912.785	NULL	3028354.435	NULL	NULL
iostat.sda.write_byte_per_second	1511282596	50376086	3722281.540	NULL	NULL	3141485.259	NULL	2346957.711	NULL	1665485.177	NULL	NULL
