metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
iostat.sda.write_byte_per_second	1511218336	50373944	2896406.072	NULL	NULL	2221396.662	NULL	3692046.403	NULL	106977.708	NULL	NULL
iostat.sda.write_byte_per_second	1511218366	50373945	4717231.203	NULL	NULL	2912884.103	NULL	4971333.047	NULL	952836.851	NULL	NULL
iostat.sda.write_byte_per_second	1511218396	50373946	5451500.594	NULL	NULL	3862302.577	NULL	4616600.206	NULL	2331516.631	NULL	NULL
iostat.sda.write_byte_per_second	1511218426	50373947	5124905.948	NULL	NULL	4211033.485	NULL	5311449.493	NULL	2934634.285	NULL	NULL
iostat.sda.write_byte_per_second	1511218456	50373948	3890744.792	NULL	NULL	4849983.782	NULL	3987321.879	NULL	3608351.425	NULL	NULL
iostat.sda.write_byte_per_second	1511218486	50373949	4980320.809	NULL	NULL	2892618.234	NULL	5355170.076	NULL	2254970.824	NULL	NULL
iostat.sda.write_byte_per_second	1511218516	50373950	5979416.817	NULL	NULL	5157409.829	NULL	3757900.103	NULL	1996840.263	NULL	NULL
iostat.sda.write_byte_per_second	1511218546	50373951	5085125.111	NULL	NULL	2873134.426	NULL	3695529.242	NULL	2721915.461	NULL	NULL
iostat.sda.write_byte_per_second	1511218576	50373952	3438856.889	NULL	NULL	4817321.743	NULL	5746376.874	NULL	3582092.716	NULL	NULL
iostat.sda.write_byte_per_second	1511218606	50373953	2415310.118	NULL	NULL	5202623.394	NULL	5709299.654	NULL	3003187.200	NULL	NULL
iostat.sda.write_byte_per_second	1511218636	50373954	3900144.327	NULL	NULL	3720902.129	NULL	6004674.511	NULL	3436770.475	NULL	NULL
iostat.sda.write_byte_per_second	1511218666	50373955	9006078.473	NULL	NULL	1379298.521	NULL	2465929.043	NULL	2538236.352	NULL	NULL
iostat.sda.write_byte_per_second	1511218696	50373956	3762939.427	NULL	NULL	3113194.019	NULL	5183351.631	NULL	3613804.832	NULL	NULL
iostat.sda.write_byte_per_second	1511218726	50373957	3480693.850	NULL	NULL	3577990.628	NULL	3390781.933	NULL	3994543.638	NULL	NULL
iostat.sda.write_byte_per_second	1511218756	50373958	3412311.626	NULL	NULL	6211587.110	NULL	7071561.853	NULL	4497412.255	NULL	NULL
iostat.sda.write_byte_per_second	1511218786	50373959	2822797.955	NULL	NULL	6044823.639	NULL	4492244.515	NULL	7825893.398	NULL	NULL
iostat.sda.write_byte_per_second	1511218816	50373960	2613363.489	NULL	NULL	1518981.703	NULL	4314855.713	NULL	3601637.530	NULL	NULL
iostat.sda.write_byte_per_second	1511218846	50373961	8534839.761	NULL	NULL	5700491.406	NULL	3724628.712	NULL	4200018.058	NULL	NULL
iostat.sda.write_byte_per_second	1511218876	50373962	4040872.499	NULL	NULL	5629781.677	NULL	7219882.667	NULL	7352074.218	NULL	NULL
iostat.sda.write_byte_per_second	1511218906	50373963	2744313.374	NULL	NULL	2607659.049	NULL	5406887.385	NULL	2660512.805	NULL	NULL
iostat.sda.write_byte_per_second	1511218936	50373964	6321205.820	NULL	NULL	4019674.949	NULL	4298691.775	NULL	4939689.503	NULL	NULL
iostat.sda.write_byte_per_second	1511218966	50373965	2811625.936	NULL	NULL	2969331.686	NULL	2593468.156	NULL	3498141.972	NULL	NULL
iostat.sda.write_byte_per_second	1511218996	50373966	4147517.906	NULL	NULL	1836237.355	NULL	5154951.673	NULL	3692259.259	NULL	NULL
iostat.sda.write_byte_per_second	1511219026	50373967	4896537.750	NULL	NULL	3799995.341	NULL	3576164.822	NULL	4368244.585	NULL	NULL
iostat.sda.write_byte_per_second	1511219056	50373968	5208463.912	NULL	NULL	3080055.271	NULL	5337926.907	NULL	3151738.197	NULL	NULL
iostat.sda.write_byte_per_second	1511219086	50373969	4980867.434	NULL	NULL	3989139.196	NULL	3441514.037	NULL	3889971.045	NULL	NULL
iostat.sda.write_byte_per_second	1511219116	50373970	4450411.581	NULL	NULL	3356496.201	NULL	5603602.937	NULL	4409616.506	NULL	NULL
iostat.sda.write_byte_per_second	1511219146	50373971	4350915.991	NULL	NULL	3567341.743	NULL	4789527.996	NULL	2517947.813	NULL	NULL
iostat.sda.write_byte_per_second	1511219176	50373972	5912795.643	NULL	NULL	5531106.658	NULL	6559089.271	NULL	2757162.131	NULL	NULL
iostat.sda.write_byte_per_second	1511219206	50373973	7246577.239	NULL	NULL	6980954.724	NULL	1804835.275	NULL	3783293.418	NULL	NULL
iostat.sda.write_byte_per_second	1511219236	50373974	3322657.693	NULL	NULL	3318069.757	NULL	3510408.757	NULL	8034711.429	NULL	NULL
iostat.sda.write_byte_per_second	1511219266	50373975	3773016.864	NULL	NULL	1351344.956	NULL	3155003.101	NULL	4587305.464	NULL	NULL
iostat.sda.write_byte_per_second	1511219296	50373976	2709188.066	NULL	NULL	2917387.166	NULL	4207758.604	NULL	7348584.075	NULL	NULL
iostat.sda.write_byte_per_second	1511219326	50373977	5355414.833	NULL	NULL	3984985.179	NULL	3407465.306	NULL	2732347.237	NULL	NULL
iostat.sda.write_byte_per_second	1511219356	50373978	3888886.167	NULL	NULL	2683397.018	NULL	7104023.529	NULL	3419204.375	NULL	NULL
iostat.sda.write_byte_per_second	1511219386	50373979	5307643.957	NULL	NULL	1982364.973	NULL	4496637.973	NULL	5692981.294	NULL	NULL
iostat.sda.write_byte_per_second	1511219416	50373980	4158642.393	NULL	NULL	4118991.423	NULL	4451598.728	NULL	3618567.484	NULL	NULL
iostat.sda.write_byte_per_second	1511219446	50373981	4005946.518	NULL	NULL	3038035.886	NULL	4233550.098	NULL	4255878.473	NULL	NULL
iostat.sda.write_byte_per_second	1511219476	50373982	4636127.346	NULL	NULL	3729870.510	NULL	6924427.725	NULL	2611411.133	NULL	NULL
iostat.sda.write_byte_per_second	1511219506	50373983	11375983.891	NULL	NULL	8821534.345	NULL	6811572.526	NULL	3167070.113	NULL	NULL
iostat.sda.write_byte_per_second	1511219536	50373984	5890783.155	NULL	NULL	5008049.728	NULL	5926540.816	NULL	4255632.628	NULL	NULL
iostat.sda.write_byte_per_second	1511219566	50373985	1859293.024	NULL	NULL	2319724.801	NULL	2589627.569	NULL	6678677.431	NULL	NULL
iostat.sda.write_byte_per_second	1511219596	50373986	2877674.184	NULL	NULL	2964143.854	NULL	3845448.773	NULL	8194218.476	NULL	NULL
iostat.sda.write_byte_per_second	1511219626	50373987	5706262.524	NULL	NULL	3509361.567	NULL	4300276.628	NULL	4385973.448	NULL	NULL
iostat.sda.write_byte_per_second	1511219656	50373988	3734820.618	NULL	NULL	3384895.870	NULL	4085753.733	NULL	2761865.856	NULL	NULL
iostat.sda.write_byte_per_second	1511219686	50373989	5621092.949	NULL	NULL	1505162.116	NULL	4187589.040	NULL	3620005.888	NULL	NULL
iostat.sda.write_byte_per_second	1511219716	50373990	3010383.215	NULL	NULL	3968266.553	NULL	4422640.387	NULL	4370534.593	NULL	NULL
iostat.sda.write_byte_per_second	1511219746	50373991	4132479.122	NULL	NULL	2710634.981	NULL	7090023.616	NULL	2464811.449	NULL	NULL
iostat.sda.write_byte_per_second	1511219776	50373992	4533557.312	NULL	NULL	3664333.908	NULL	7524359.658	NULL	3300401.450	NULL	NULL
iostat.sda.write_byte_per_second	1511219806	50373993	9519444.033	NULL	NULL	8057954.892	NULL	2648530.861	NULL	3687355.372	NULL	NULL
iostat.sda.write_byte_per_second	1511219836	50373994	5367519.350	NULL	NULL	4353933.630	NULL	3590393.931	NULL	2938444.250	NULL	NULL
iostat.sda.write_byte_per_second	1511219866	50373995	4394416.301	NULL	NULL	3452131.818	NULL	4651478.463	NULL	3107995.276	NULL	NULL
iostat.sda.write_byte_per_second	1511219896	50373996	2367214.485	NULL	NULL	1126911.957	NULL	1381242.375	NULL	3432849.549	NULL	NULL
iostat.sda.write_byte_per_second	1511219926	50373997	3084695.928	NULL	NULL	2902149.784	NULL	4814985.146	NULL	8981014.499	NULL	NULL
iostat.sda.write_byte_per_second	1511219956	50373998	4694558.514	NULL	NULL	3745310.930	NULL	3182044.931	NULL	6466562.712	NULL	NULL
iostat.sda.write_byte_per_second	1511219986	50373999	4596896.146	NULL	NULL	1849400.886	NULL	4818398.671	NULL	4250147.282	NULL	NULL
iostat.sda.write_byte_per_second	1511220016	50374000	3534964.558	NULL	NULL	2465534.864	NULL	7031601.963	NULL	2443760.279	NULL	NULL
iostat.sda.write_byte_per_second	1511220046	50374001	3518649.374	NULL	NULL	3879353.322	NULL	6285722.180	NULL	3218513.112	NULL	NULL
iostat.sda.write_byte_per_second	1511220076	50374002	3367721.609	NULL	NULL	2628745.214	NULL	6176746.473	NULL	4254190.786	NULL	NULL
iostat.sda.write_byte_per_second	1511220106	50374003	4962033.418	NULL	NULL	3728994.941	NULL	5739587.512	NULL	2398309.087	NULL	NULL
iostat.sda.write_byte_per_second	1511220136	50374004	10684976.447	NULL	NULL	1249878.576	NULL	5485905.279	NULL	2928748.497	NULL	NULL
iostat.sda.write_byte_per_second	1511220166	50374005	3306451.882	NULL	NULL	7914269.908	NULL	3891850.293	NULL	3681767.856	NULL	NULL
iostat.sda.write_byte_per_second	1511220196	50374006	7138259.294	NULL	NULL	4003447.046	NULL	2888171.466	NULL	2002705.174	NULL	NULL
iostat.sda.write_byte_per_second	1511220226	50374007	4923510.109	NULL	NULL	3603778.102	NULL	4942000.878	NULL	1618987.054	NULL	NULL
iostat.sda.write_byte_per_second	1511220256	50374008	4622466.075	NULL	NULL	4501020.187	NULL	4047756.890	NULL	2668081.839	NULL	NULL
iostat.sda.write_byte_per_second	1511220286	50374009	3471763.086	NULL	NULL	2069299.052	NULL	3757148.012	NULL	1350515.126	NULL	NULL
iostat.sda.write_byte_per_second	1511220316	50374010	4815966.491	NULL	NULL	3600111.534	NULL	2310717.810	NULL	2807366.967	NULL	NULL
iostat.sda.write_byte_per_second	1511220346	50374011	1919940.049	NULL	NULL	2697463.655	NULL	3450240.464	NULL	6772344.915	NULL	NULL
iostat.sda.write_byte_per_second	1511220376	50374012	3507130.591	NULL	NULL	3907252.752	NULL	2286533.146	NULL	4734040.133	NULL	NULL
iostat.sda.write_byte_per_second	1511220406	50374013	2627445.525	NULL	NULL	2136674.957	NULL	3476517.556	NULL	2850040.382	NULL	NULL
iostat.sda.write_byte_per_second	1511220436	50374014	2096120.199	NULL	NULL	2244682.068	NULL	3336741.236	NULL	3591962.716	NULL	NULL
iostat.sda.write_byte_per_second	1511220466	50374015	4127279.119	NULL	NULL	3284584.149	NULL	1360439.088	NULL	2866837.707	NULL	NULL
iostat.sda.write_byte_per_second	1511220496	50374016	3019630.276	NULL	NULL	2413080.564	NULL	3557174.285	NULL	4421703.324	NULL	NULL
