metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
iostat.sda.write_byte_per_second	1511068696	50368956	551391.665	NULL	NULL	792447.364	NULL	502399.489	NULL	467080.464	NULL	NULL
iostat.sda.write_byte_per_second	1511068726	50368957	1762327.185	NULL	NULL	2422769.559	NULL	1742458.493	NULL	1732003.736	NULL	NULL
iostat.sda.write_byte_per_second	1511068756	50368958	2867288.921	NULL	NULL	3025305.215	NULL	2832216.146	NULL	2972591.121	NULL	NULL
iostat.sda.write_byte_per_second	1511068786	50368959	3279465.836	NULL	NULL	3951848.510	NULL	3352728.433	NULL	3392770.088	NULL	NULL
iostat.sda.write_byte_per_second	1511068816	50368960	2264456.448	NULL	NULL	4184414.484	NULL	4453145.442	NULL	4532619.879	NULL	NULL
iostat.sda.write_byte_per_second	1511068846	50368961	4742241.754	NULL	NULL	2999605.792	NULL	3254618.731	NULL	3153928.662	NULL	NULL
iostat.sda.write_byte_per_second	1511068876	50368962	3194709.460	NULL	NULL	1937318.252	NULL	1848955.971	NULL	1894763.101	NULL	NULL
iostat.sda.write_byte_per_second	1511068906	50368963	4131275.903	NULL	NULL	4187730.108	NULL	3916042.356	NULL	4262164.340	NULL	NULL
iostat.sda.write_byte_per_second	1511068936	50368964	3247940.809	NULL	NULL	2953527.895	NULL	3213001.750	NULL	3183763.254	NULL	NULL
iostat.sda.write_byte_per_second	1511068966	50368965	3782540.392	NULL	NULL	4072104.369	NULL	3935447.728	NULL	4162389.802	NULL	NULL
iostat.sda.write_byte_per_second	1511068996	50368966	3234535.987	NULL	NULL	3265193.681	NULL	3131635.683	NULL	3258511.370	NULL	NULL
iostat.sda.write_byte_per_second	1511069026	50368967	2194359.051	NULL	NULL	1898490.930	NULL	2150181.565	NULL	2524783.181	NULL	NULL
iostat.sda.write_byte_per_second	1511069056	50368968	3869366.447	NULL	NULL	4194999.002	NULL	3965804.152	NULL	3218704.312	NULL	NULL
iostat.sda.write_byte_per_second	1511069086	50368969	3199041.864	NULL	NULL	3190864.233	NULL	3190840.311	NULL	3234791.567	NULL	NULL
iostat.sda.write_byte_per_second	1511069116	50368970	4175799.108	NULL	NULL	3576926.503	NULL	3750371.944	NULL	4061863.826	NULL	NULL
iostat.sda.write_byte_per_second	1511069146	50368971	7337493.800	NULL	NULL	6043114.064	NULL	7841682.194	NULL	6307159.234	NULL	NULL
iostat.sda.write_byte_per_second	1511069176	50368972	5149446.029	NULL	NULL	6836049.026	NULL	4889676.544	NULL	6331595.013	NULL	NULL
iostat.sda.write_byte_per_second	1511069206	50368973	4186691.809	NULL	NULL	3142725.540	NULL	4277851.827	NULL	3983988.335	NULL	NULL
iostat.sda.write_byte_per_second	1511069236	50368974	3186433.155	NULL	NULL	2283680.331	NULL	1814361.270	NULL	3224410.626	NULL	NULL
iostat.sda.write_byte_per_second	1511069266	50368975	3859182.721	NULL	NULL	3224028.351	NULL	3199390.940	NULL	1884820.279	NULL	NULL
iostat.sda.write_byte_per_second	1511069296	50368976	2508168.572	NULL	NULL	4313115.090	NULL	3842258.411	NULL	4288486.327	NULL	NULL
iostat.sda.write_byte_per_second	1511069326	50368977	3304300.066	NULL	NULL	3063460.944	NULL	3177572.232	NULL	3107786.550	NULL	NULL
iostat.sda.write_byte_per_second	1511069356	50368978	4009635.698	NULL	NULL	4183416.475	NULL	4186038.372	NULL	4174954.809	NULL	NULL
iostat.sda.write_byte_per_second	1511069386	50368979	2890243.649	NULL	NULL	1542413.226	NULL	1877743.187	NULL	3191514.834	NULL	NULL
iostat.sda.write_byte_per_second	1511069416	50368980	4452690.293	NULL	NULL	3260964.449	NULL	3211534.719	NULL	1875930.104	NULL	NULL
