metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
iostat.sda.write_byte_per_second	1511149876	50371662	792618.671	NULL	NULL	3489103.138	NULL	3271881.976	NULL	5325944.748	NULL	NULL
iostat.sda.write_byte_per_second	1511149906	50371663	1589034.958	NULL	NULL	5787461.700	NULL	2521948.202	NULL	2081286.030	NULL	NULL
iostat.sda.write_byte_per_second	1511149936	50371664	2733943.206	NULL	NULL	5665162.811	NULL	1451902.974	NULL	4678263.743	NULL	NULL
iostat.sda.write_byte_per_second	1511149966	50371665	3171098.428	NULL	NULL	4357881.948	NULL	2929727.005	NULL	3374672.100	NULL	NULL
iostat.sda.write_byte_per_second	1511149996	50371666	2754795.854	NULL	NULL	4900044.800	NULL	3894748.040	NULL	2378619.435	NULL	NULL
iostat.sda.write_byte_per_second	1511150026	50371667	3543196.310	NULL	NULL	7408837.911	NULL	2615903.434	NULL	4616804.590	NULL	NULL
iostat.sda.write_byte_per_second	1511150056	50371668	1973548.773	NULL	NULL	6448693.470	NULL	3338663.480	NULL	4214579.136	NULL	NULL
iostat.sda.write_byte_per_second	1511150086	50371669	2581921.376	NULL	NULL	5010445.060	NULL	3982811.366	NULL	3055236.780	NULL	NULL
iostat.sda.write_byte_per_second	1511150116	50371670	3509609.694	NULL	NULL	6213262.784	NULL	2667046.732	NULL	5540279.729	NULL	NULL
iostat.sda.write_byte_per_second	1511150146	50371671	3171161.430	NULL	NULL	4080070.565	NULL	3369566.891	NULL	2445449.019	NULL	NULL
iostat.sda.write_byte_per_second	1511150176	50371672	4437195.178	NULL	NULL	5499682.094	NULL	4307908.327	NULL	4794779.658	NULL	NULL
iostat.sda.write_byte_per_second	1511150206	50371673	9725661.079	NULL	NULL	2870916.650	NULL	2600140.366	NULL	3906069.173	NULL	NULL
iostat.sda.write_byte_per_second	1511150236	50371674	733456.210	NULL	NULL	10456842.260	NULL	2592631.899	NULL	7249085.490	NULL	NULL
iostat.sda.write_byte_per_second	1511150266	50371675	3593859.246	NULL	NULL	3596177.239	NULL	7865275.483	NULL	6992946.829	NULL	NULL
iostat.sda.write_byte_per_second	1511150296	50371676	2781124.003	NULL	NULL	4157884.473	NULL	6670292.277	NULL	4546835.855	NULL	NULL
iostat.sda.write_byte_per_second	1511150326	50371677	4102118.648	NULL	NULL	3516660.242	NULL	4615944.098	NULL	3096099.937	NULL	NULL
iostat.sda.write_byte_per_second	1511150356	50371678	3054029.829	NULL	NULL	6638190.968	NULL	2807134.792	NULL	5726401.341	NULL	NULL
iostat.sda.write_byte_per_second	1511150386	50371679	3663265.088	NULL	NULL	5697904.261	NULL	3576626.944	NULL	4058048.789	NULL	NULL
iostat.sda.write_byte_per_second	1511150416	50371680	2866804.161	NULL	NULL	2717545.864	NULL	4030462.943	NULL	3378930.581	NULL	NULL
iostat.sda.write_byte_per_second	1511150446	50371681	4609116.462	NULL	NULL	5557255.755	NULL	4478294.223	NULL	6352886.091	NULL	NULL
iostat.sda.write_byte_per_second	1511150476	50371682	7303344.252	NULL	NULL	8763455.182	NULL	6985942.412	NULL	6575387.942	NULL	NULL
iostat.sda.write_byte_per_second	1511150506	50371683	6059903.219	NULL	NULL	4060661.463	NULL	5334650.628	NULL	5381356.918	NULL	NULL
iostat.sda.write_byte_per_second	1511150536	50371684	3512917.323	NULL	NULL	5362996.166	NULL	3597363.519	NULL	5280836.602	NULL	NULL
iostat.sda.write_byte_per_second	1511150566	50371685	3168045.375	NULL	NULL	3068079.191	NULL	3819317.960	NULL	3914537.610	NULL	NULL
iostat.sda.write_byte_per_second	1511150596	50371686	3660814.473	NULL	NULL	4729376.404	NULL	4583046.969	NULL	3428625.250	NULL	NULL
iostat.sda.write_byte_per_second	1511150626	50371687	3153631.881	NULL	NULL	5203965.778	NULL	4124187.877	NULL	4659848.493	NULL	NULL
iostat.sda.write_byte_per_second	1511150656	50371688	3651686.355	NULL	NULL	4899249.169	NULL	2915484.927	NULL	4687038.467	NULL	NULL
iostat.sda.write_byte_per_second	1511150686	50371689	3148257.705	NULL	NULL	5279807.064	NULL	3558829.445	NULL	4795999.711	NULL	NULL
iostat.sda.write_byte_per_second	1511150716	50371690	3685748.329	NULL	NULL	4770793.918	NULL	4335025.045	NULL	4538879.068	NULL	NULL
iostat.sda.write_byte_per_second	1511150746	50371691	4310992.360	NULL	NULL	3505760.075	NULL	2435973.926	NULL	3899836.091	NULL	NULL
iostat.sda.write_byte_per_second	1511150776	50371692	7959695.982	NULL	NULL	9104939.664	NULL	3370529.815	NULL	2437544.696	NULL	NULL
iostat.sda.write_byte_per_second	1511150806	50371693	2994086.000	NULL	NULL	4931521.730	NULL	1248870.450	NULL	8201197.203	NULL	NULL
iostat.sda.write_byte_per_second	1511150836	50371694	2123237.291	NULL	NULL	3845839.919	NULL	8577775.837	NULL	7419008.954	NULL	NULL
iostat.sda.write_byte_per_second	1511150866	50371695	3027591.891	NULL	NULL	3463032.791	NULL	6756099.898	NULL	3168335.073	NULL	NULL
iostat.sda.write_byte_per_second	1511150896	50371696	3874506.807	NULL	NULL	3406369.890	NULL	2700220.776	NULL	4394678.694	NULL	NULL
iostat.sda.write_byte_per_second	1511150926	50371697	2796286.408	NULL	NULL	4677590.001	NULL	3608304.023	NULL	3230106.575	NULL	NULL
iostat.sda.write_byte_per_second	1511150956	50371698	3931501.467	NULL	NULL	4683919.959	NULL	3014403.018	NULL	4436783.080	NULL	NULL
iostat.sda.write_byte_per_second	1511150986	50371699	3596785.498	NULL	NULL	4631953.814	NULL	3567192.818	NULL	3179232.144	NULL	NULL
iostat.sda.write_byte_per_second	1511151016	50371700	3856518.595	NULL	NULL	4402607.905	NULL	2955096.748	NULL	4635523.137	NULL	NULL
iostat.sda.write_byte_per_second	1511151046	50371701	11104056.497	NULL	NULL	4216832.302	NULL	3625276.917	NULL	10039410.834	NULL	NULL
iostat.sda.write_byte_per_second	1511151076	50371702	1521063.509	NULL	NULL	10669665.397	NULL	9574006.378	NULL	3321588.477	NULL	NULL
iostat.sda.write_byte_per_second	1511151106	50371703	3749080.876	NULL	NULL	5005894.609	NULL	3463839.463	NULL	3740895.114	NULL	NULL
iostat.sda.write_byte_per_second	1511151136	50371704	2939299.320	NULL	NULL	3386418.163	NULL	3055527.323	NULL	3574683.636	NULL	NULL
iostat.sda.write_byte_per_second	1511151166	50371705	4161999.901	NULL	NULL	5365926.309	NULL	3795427.297	NULL	4201771.829	NULL	NULL
iostat.sda.write_byte_per_second	1511151196	50371706	3002354.742	NULL	NULL	3503581.533	NULL	2709927.658	NULL	3515838.812	NULL	NULL
iostat.sda.write_byte_per_second	1511151226	50371707	3895845.495	NULL	NULL	5290825.167	NULL	3534002.656	NULL	3876402.157	NULL	NULL
iostat.sda.write_byte_per_second	1511151256	50371708	2964024.332	NULL	NULL	3441546.457	NULL	3291826.383	NULL	9476369.970	NULL	NULL
iostat.sda.write_byte_per_second	1511151286	50371709	3928155.422	NULL	NULL	5118269.858	NULL	3429718.369	NULL	4990810.647	NULL	NULL
iostat.sda.write_byte_per_second	1511151316	50371710	8956721.990	NULL	NULL	3029647.531	NULL	9676917.461	NULL	2296045.332	NULL	NULL
iostat.sda.write_byte_per_second	1511151346	50371711	3460522.155	NULL	NULL	10306199.157	NULL	3228608.685	NULL	2726901.649	NULL	NULL
iostat.sda.write_byte_per_second	1511151376	50371712	3591292.615	NULL	NULL	4210236.525	NULL	1280084.945	NULL	4371395.024	NULL	NULL
iostat.sda.write_byte_per_second	1511151406	50371713	3077473.547	NULL	NULL	2864666.479	NULL	2959890.673	NULL	2853057.163	NULL	NULL
