metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
cpu.percent	1512581354	50419378	6	1	27	1	28	80	2	44	8	NULL
cpu.percent	1512581384	50419379	18	19	43	21	31	30	23	26	24	NULL
cpu.percent	1512581414	50419380	29	21	100	20	98	100	81	100	100	NULL
cpu.percent	1512581444	50419381	20	12	86	30	96	100	34	31	30	NULL
cpu.percent	1512581474	50419382	13	10	58	21	28	27	40	33	25	NULL
cpu.percent	1512581504	50419383	60	19	100	100	31	33	66	40	100	NULL
cpu.percent	1512581534	50419384	38	59	100	100	100	100	100	100	100	NULL
cpu.percent	1512581564	50419385	60	23	37	32	100	96	28	26	28	NULL
cpu.percent	1512581594	50419386	46	27	100	30	100	100	34	100	32	NULL
cpu.percent	1512581624	50419387	14	19	81	30	39	29	30	73	45	NULL
cpu.percent	1512581654	50419388	21	55	78	29	23	36	29	33	30	NULL
cpu.percent	1512581684	50419389	23	61	80	100	52	46	38	100	100	NULL
cpu.percent	1512581714	50419390	25	13	76	37	100	33	100	34	34	NULL
cpu.percent	1512581744	50419391	98	11	100	29	100	33	100	91	32	NULL
cpu.percent	1512581774	50419392	66	62	100	100	100	100	100	100	100	NULL
cpu.percent	1512581804	50419393	7	4	100	31	100	100	100	100	100	NULL
cpu.percent	1512581834	50419394	24	13	74	NULL	100	86	39	30	28	NULL
cpu.percent	1512581864	50419395	2	64	63	29	91	36	22	17	100	NULL
cpu.percent	1512581894	50419396	23	14	100	100	100	100	47	100	25	NULL
cpu.percent	1512581924	50419397	36	64	100	100	100	100	68	100	25	NULL
cpu.percent	1512581954	50419398	15	20	58	39	37	39	44	53	20	NULL
cpu.percent	1512581984	50419399	27	39	68	33	31	31	77	37	28	NULL
cpu.percent	1512582014	50419400	65	54	100	100	100	100	100	100	100	NULL
cpu.percent	1512582044	50419401	0	50	100	100	100	100	34	100	78	NULL
cpu.percent	1512582074	50419402	18	12	100	31	37	45	NULL	42	39	NULL
cpu.percent	1512582104	50419403	62	61	55	26	59	31	76	100	35	NULL
cpu.percent	1512582134	50419404	26	11	100	100	100	64	92	36	100	NULL
cpu.percent	1512582164	50419405	20	15	89	55	100	27	78	33	35	NULL
cpu.percent	1512582194	50419406	45	18	55	28	34	34	75	42	25	NULL
cpu.percent	1512582224	50419407	22	10	53	30	61	100	100	36	30	NULL
cpu.percent	1512582254	50419408	67	62	100	100	100	100	100	100	100	NULL
cpu.percent	1512582284	50419409	100	1	100	100	100	100	100	100	38	NULL
cpu.percent	1512582314	50419410	20	38	2	100	NULL	100	2	26	100	NULL
cpu.percent	1512582344	50419411	60	61	100	100	100	100	49	100	100	NULL
cpu.percent	1512582374	50419412	17	19	53	38	29	100	79	30	44	NULL
cpu.percent	1512582404	50419413	67	14	56	27	32	100	100	32	36	NULL
cpu.percent	1512582434	50419414	23	17	50	34	64	31	34	38	24	NULL
cpu.percent	1512582464	50419415	17	65	46	27	89	32	35	33	73	NULL
cpu.percent	1512582494	50419416	64	69	100	100	100	100	100	100	100	NULL
cpu.percent	1512582524	50419417	17	21	100	3	100	28	38	100	42	NULL
cpu.percent	1512582554	50419418	23	14	60	55	40	34	37	32	36	NULL
cpu.percent	1512582584	50419419	34	18	54	62	38	29	32	34	61	NULL
cpu.percent	1512582614	50419420	51	63	59	32	42	100	28	36	39	NULL
cpu.percent	1512582644	50419421	26	61	100	100	100	100	36	100	100	NULL
cpu.percent	1512582674	50419422	11	13	49	26	33	33	100	82	42	NULL
cpu.percent	1512582704	50419423	51	12	100	32	64	100	3	46	9	NULL
cpu.percent	1512582734	50419424	69	49	100	100	100	100	100	44	100	NULL
cpu.percent	1512582764	50419425	5	2	100	100	100	38	39	100	38	NULL
cpu.percent	1512582794	50419426	100	57	100	100	NULL	100	100	3	2	NULL
cpu.percent	1512582824	50419427	100	16	49	100	35	51	58	100	58	NULL
cpu.percent	1512582854	50419428	100	4	100	100	100	100	100	100	100	NULL
cpu.percent	1512582884	50419429	20	66	89	38	100	86	7	84	42	NULL
cpu.percent	1512582914	50419430	100	9	100	100	100	100	33	100	27	NULL
cpu.percent	1512582944	50419431	13	47	95	100	100	100	100	100	100	NULL
cpu.percent	1512582974	50419432	1	NULL	100	97	100	100	100	100	100	NULL
cpu.percent	1512583004	50419433	58	NULL	100	100	100	100	100	100	100	NULL
cpu.percent	1512583034	50419434	41	36	46	100	39	100	100	100	100	NULL
cpu.percent	1512583064	50419435	14	19	100	34	68	100	100	34	100	NULL
cpu.percent	1512583094	50419436	16	31	58	29	43	39	100	69	74	NULL
cpu.percent	1512583124	50419437	22	15	54	30	100	30	35	91	35	NULL
cpu.percent	1512583154	50419438	21	24	100	100	100	100	39	100	67	NULL
cpu.percent	1512583184	50419439	36	24	100	51	39	100	100	93	100	NULL
cpu.percent	1512583214	50419440	8	57	100	100	34	100	100	100	100	NULL
cpu.percent	1512583266	50419442	17	16	100	39	53	81	100	NULL	99	NULL
cpu.percent	1512583295	50419443	43	51	100	22	100	100	100	100	100	NULL
cpu.percent	1512583325	50419444	100	41	100	100	100	32	100	100	100	NULL
cpu.percent	1512583355	50419445	23	18	100	38	76	100	100	100	100	NULL
cpu.percent	1512583385	50419446	53	61	100	100	100	NULL	NULL	100	NULL	NULL
