metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
cpu.percent	1511131492	50371049	44	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511131522	50371050	70	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511131552	50371051	39	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511131582	50371052	48	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511131612	50371053	82	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511131641	50371054	50	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511131672	50371055	54	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511131702	50371056	91	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511131732	50371057	44	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511131762	50371058	100	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511131792	50371059	97	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511131822	50371060	85	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511131852	50371061	84	NULL	NULL	100	NULL	100	NULL	NULL	NULL	NULL
cpu.percent	1511131882	50371062	79	NULL	NULL	100	NULL	100	NULL	NULL	NULL	NULL
cpu.percent	1511131912	50371063	100	NULL	NULL	100	NULL	100	NULL	NULL	NULL	NULL
cpu.percent	1511131942	50371064	17	NULL	NULL	100	NULL	100	NULL	NULL	NULL	NULL
cpu.percent	1511131972	50371065	91	NULL	NULL	100	NULL	100	NULL	NULL	NULL	NULL
cpu.percent	1511132002	50371066	98	NULL	NULL	100	NULL	100	NULL	NULL	NULL	NULL
cpu.percent	1511132032	50371067	7	NULL	NULL	100	NULL	100	NULL	NULL	NULL	NULL
cpu.percent	1511132062	50371068	66	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132092	50371069	51	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132122	50371070	82	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132152	50371071	100	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132182	50371072	22	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132212	50371073	9	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132242	50371074	100	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132271	50371075	48	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132302	50371076	98	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132332	50371077	97	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132362	50371078	50	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132392	50371079	76	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132422	50371080	92	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132452	50371081	100	NULL	NULL	NULL	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132482	50371082	88	NULL	NULL	NULL	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132512	50371083	95	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132542	50371084	52	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132572	50371085	96	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132602	50371086	68	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132632	50371087	20	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132662	50371088	25	NULL	NULL	100	NULL	100	NULL	48	NULL	NULL
cpu.percent	1511132692	50371089	17	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511132722	50371090	62	NULL	NULL	100	NULL	100	NULL	100	NULL	NULL
