metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
cpu.percent	1512566294	50418876	0	5	86	100	100	78	28	19	1	NULL
cpu.percent	1512566324	50418877	15	20	55	87	80	27	68	23	37	NULL
cpu.percent	1512566354	50418878	19	82	54	75	37	100	33	100	40	NULL
cpu.percent	1512566384	50418879	87	19	100	66	26	100	100	34	28	NULL
cpu.percent	1512566414	50418880	22	59	100	43	36	30	37	56	32	NULL
cpu.percent	1512566444	50418881	24	15	56	100	37	32	34	100	100	NULL
cpu.percent	1512566474	50418882	45	63	100	27	31	100	44	100	72	NULL
cpu.percent	1512566504	50418883	16	18	66	38	30	28	33	23	22	NULL
cpu.percent	1512566534	50418884	69	60	100	30	38	85	100	100	100	NULL
cpu.percent	1512566564	50418885	16	11	100	18	27	100	49	27	25	NULL
cpu.percent	1512566594	50418886	31	9	67	29	58	100	98	32	28	NULL
cpu.percent	1512566624	50418887	63	18	59	100	100	32	32	23	31	NULL
cpu.percent	1512566654	50418888	61	17	100	100	35	100	70	100	100	NULL
cpu.percent	1512566684	50418889	19	33	100	36	35	100	64	100	27	NULL
cpu.percent	1512566714	50418890	61	62	100	37	34	100	37	100	25	NULL
cpu.percent	1512566744	50418891	18	13	53	70	80	32	34	73	31	NULL
cpu.percent	1512566774	50418892	30	62	100	30	100	100	100	100	100	NULL
cpu.percent	1512566804	50418893	64	64	100	28	33	100	30	100	25	NULL
cpu.percent	1512566834	50418894	63	17	100	24	73	95	NULL	100	26	NULL
cpu.percent	1512566864	50418895	41	14	49	33	74	35	100	36	33	NULL
cpu.percent	1512566894	50418896	82	60	100	100	100	100	100	100	84	NULL
cpu.percent	1512566924	50418897	64	16	100	78	49	100	100	37	30	NULL
cpu.percent	1512566954	50418898	63	19	100	21	70	100	29	36	28	NULL
cpu.percent	1512566984	50418899	31	21	86	27	100	33	70	25	35	NULL
cpu.percent	1512567014	50418900	100	60	100	100	100	100	100	100	100	NULL
cpu.percent	1512567044	50418901	66	13	100	28	48	32	31	NULL	45	NULL
cpu.percent	1512567074	50418902	63	16	57	30	31	90	37	33	30	NULL
cpu.percent	1512567104	50418903	13	14	60	22	100	31	34	91	30	NULL
cpu.percent	1512567134	50418904	61	33	100	100	100	100	100	100	100	NULL
cpu.percent	1512567164	50418905	60	20	100	100	51	46	36	33	31	NULL
cpu.percent	1512567194	50418906	11	12	100	66	78	30	29	34	39	NULL
cpu.percent	1512567224	50418907	14	54	73	31	38	36	100	34	100	NULL
cpu.percent	1512567254	50418908	63	19	100	100	66	98	100	100	100	NULL
cpu.percent	1512567284	50418909	50	59	100	28	29	100	36	100	38	NULL
cpu.percent	1512567314	50418910	19	61	100	100	35	100	72	56	41	NULL
cpu.percent	1512567344	50418911	15	17	62	24	33	38	38	87	59	NULL
cpu.percent	1512567374	50418912	38	59	100	100	34	100	27	100	100	NULL
cpu.percent	1512567404	50418913	26	15	100	NULL	33	100	62	42	100	NULL
cpu.percent	1512567434	50418914	24	19	100	26	36	46	62	36	34	NULL
cpu.percent	1512567464	50418915	66	16	100	79	34	36	100	37	31	NULL
cpu.percent	1512567494	50418916	75	64	100	100	43	100	100	18	100	NULL
cpu.percent	1512567524	50418917	19	39	100	26	33	100	60	30	34	NULL
cpu.percent	1512567554	50418918	12	18	72	33	49	100	25	35	30	NULL
cpu.percent	1512567584	50418919	20	12	56	30	40	36	100	28	31	NULL
cpu.percent	1512567614	50418920	50	39	100	100	38	35	99	100	100	NULL
cpu.percent	1512567644	50418921	22	20	100	24	37	NULL	69	44	33	NULL
cpu.percent	1512567674	50418922	15	20	100	36	34	100	35	40	35	NULL
cpu.percent	1512567704	50418923	23	15	60	27	43	36	55	33	30	NULL
cpu.percent	1512567734	50418924	62	62	100	100	100	100	51	100	100	NULL
cpu.percent	1512567764	50418925	20	63	82	34	60	37	32	32	30	NULL
cpu.percent	1512567794	50418926	21	14	100	32	38	100	27	38	81	NULL
cpu.percent	1512567824	50418927	20	20	53	29	40	75	37	99	32	NULL
cpu.percent	1512567854	50418928	62	65	100	100	40	100	41	100	100	NULL
cpu.percent	1512567884	50418929	21	15	48	29	40	54	38	64	37	NULL
cpu.percent	1512567914	50418930	39	15	100	30	38	39	36	37	91	NULL
cpu.percent	1512567944	50418931	22	19	64	48	100	58	100	91	42	NULL
cpu.percent	1512567974	50418932	66	26	100	100	41	100	39	100	100	NULL
cpu.percent	1512568004	50418933	71	65	100	100	32	94	29	91	100	NULL
cpu.percent	1512568034	50418934	65	67	100	100	49	100	41	43	25	NULL
cpu.percent	1512568064	50418935	23	12	51	100	38	56	30	40	76	NULL
cpu.percent	1512568094	50418936	64	66	100	100	100	100	24	40	100	NULL
cpu.percent	1512568124	50418937	14	16	100	39	35	52	54	39	36	NULL
cpu.percent	1512568154	50418938	60	14	100	72	40	43	34	31	63	NULL
cpu.percent	1512568184	50418939	18	19	40	29	78	44	39	36	41	NULL
cpu.percent	1512568214	50418940	72	44	100	100	36	86	47	37	100	NULL
cpu.percent	1512568244	50418941	64	63	100	100	45	76	35	33	57	NULL
cpu.percent	1512568274	50418942	64	61	100	100	38	100	37	55	34	NULL
cpu.percent	1512568304	50418943	24	22	100	37	33	24	46	78	33	NULL
cpu.percent	1512568334	50418944	17	26	100	100	100	100	44	100	100	NULL
cpu.percent	1512568364	50418945	58	23	100	100	17	100	99	18	36	NULL
cpu.percent	1512568394	50418946	67	27	100	100	44	100	33	34	34	NULL
cpu.percent	1512568424	50418947	12	20	51	100	100	60	31	68	76	NULL
cpu.percent	1512568454	50418948	67	61	100	100	100	100	100	26	100	NULL
cpu.percent	1512568484	50418949	25	14	100	35	100	100	22	39	45	NULL
cpu.percent	1512568514	50418950	27	13	100	100	100	100	34	31	37	NULL
cpu.percent	1512568544	50418951	22	18	73	46	34	34	35	37	35	NULL
cpu.percent	1512568574	50418952	22	52	100	100	100	100	36	46	100	NULL
cpu.percent	1512568604	50418953	28	13	100	100	32	37	47	34	44	NULL
cpu.percent	1512568634	50418954	45	56	100	100	55	40	30	35	36	NULL
cpu.percent	1512568664	50418955	64	18	57	34	32	100	35	33	37	NULL
cpu.percent	1512568694	50418956	61	93	100	100	100	100	100	100	100	NULL
cpu.percent	1512568724	50418957	63	14	90	37	22	100	100	43	36	NULL
cpu.percent	1512568754	50418958	91	25	100	45	100	78	24	42	100	NULL
cpu.percent	1512568784	50418959	14	17	51	36	100	35	41	46	45	NULL
cpu.percent	1512568814	50418960	95	61	100	100	100	100	38	38	100	NULL
cpu.percent	1512568844	50418961	26	16	100	34	100	40	40	41	38	NULL
cpu.percent	1512568874	50418962	67	11	100	36	100	51	40	40	35	NULL
cpu.percent	1512568904	50418963	18	16	74	38	49	36	100	33	27	NULL
cpu.percent	1512568934	50418964	28	73	100	100	100	100	66	87	100	NULL
cpu.percent	1512568964	50418965	6	15	100	41	95	37	48	39	36	NULL
cpu.percent	1512568994	50418966	63	22	100	33	100	100	36	57	42	NULL
cpu.percent	1512569024	50418967	14	17	81	50	33	100	100	30	35	NULL
cpu.percent	1512569054	50418968	66	61	100	100	100	100	39	100	100	NULL
cpu.percent	1512569084	50418969	25	12	100	100	100	31	70	37	33	NULL
cpu.percent	1512569114	50418970	89	13	100	100	100	100	40	28	34	NULL
cpu.percent	1512569144	50418971	16	20	74	65	51	46	34	76	34	NULL
cpu.percent	1512569174	50418972	63	64	100	100	100	100	7	55	100	NULL
cpu.percent	1512569204	50418973	20	16	53	29	100	100	100	37	48	NULL
cpu.percent	1512569234	50418974	17	14	100	37	100	100	50	64	31	NULL
cpu.percent	1512569264	50418975	17	23	70	73	35	39	100	31	25	NULL
cpu.percent	1512569294	50418976	66	63	100	100	100	100	100	100	100	NULL
cpu.percent	1512569324	50418977	27	10	100	40	100	80	73	41	26	NULL
cpu.percent	1512569354	50418978	68	16	71	37	100	100	32	39	38	NULL
cpu.percent	1512569384	50418979	18	22	70	32	39	34	33	74	76	NULL
cpu.percent	1512569414	50418980	64	75	100	100	100	100	54	100	100	NULL
cpu.percent	1512569444	50418981	19	17	100	30	100	100	82	82	82	NULL
cpu.percent	1512569474	50418982	16	17	58	24	100	30	39	82	37	NULL
cpu.percent	1512569504	50418983	11	5	34	26	87	21	13	10	27	NULL
cpu.percent	1512569534	50418984	0	1	24	2	24	17	100	1	1	NULL
cpu.percent	1512569564	50418985	10	7	22	26	29	13	100	100	12	NULL
cpu.percent	1512569594	50418986	23	14	100	100	22	100	24	33	100	NULL
cpu.percent	1512569624	50418987	66	64	100	33	100	100	57	33	40	NULL
cpu.percent	1512569654	50418988	24	17	100	100	33	37	99	38	93	NULL
cpu.percent	1512569684	50418989	17	21	100	29	35	41	100	48	75	NULL
cpu.percent	1512569714	50418990	62	57	100	100	2	100	100	36	100	NULL
cpu.percent	1512569744	50418991	20	25	55	82	100	32	42	33	30	NULL
cpu.percent	1512569774	50418992	33	61	100	100	100	NULL	52	100	100	NULL
cpu.percent	1512569804	50418993	64	12	100	40	100	33	100	43	79	NULL
cpu.percent	1512569834	50418994	67	18	100	37	100	32	55	40	35	NULL
cpu.percent	1512569864	50418995	70	16	54	29	56	100	38	21	21	NULL
cpu.percent	1512569894	50418996	75	54	100	100	100	81	100	35	60	NULL
cpu.percent	1512569924	50418997	17	26	100	42	100	43	48	27	35	NULL
cpu.percent	1512569954	50418998	16	22	100	39	100	34	44	32	24	NULL
cpu.percent	1512569984	50418999	21	33	59	38	63	89	100	46	20	NULL
cpu.percent	1512570014	50419000	85	57	100	100	100	100	40	100	100	NULL
cpu.percent	1512570044	50419001	17	65	100	31	100	38	60	38	87	NULL
cpu.percent	1512570074	50419002	50	53	100	33	100	76	38	40	34	NULL
cpu.percent	1512570104	50419003	17	18	100	32	40	43	81	71	99	NULL
cpu.percent	1512570134	50419004	64	69	100	100	100	23	35	55	100	NULL
cpu.percent	1512570164	50419005	24	29	64	100	100	31	45	30	41	NULL
cpu.percent	1512570194	50419006	24	19	47	22	100	83	44	22	30	NULL
cpu.percent	1512570224	50419007	47	40	55	85	38	100	65	100	48	NULL
cpu.percent	1512570254	50419008	46	67	100	100	100	51	100	100	100	NULL
cpu.percent	1512570284	50419009	53	13	62	37	100	28	38	42	40	NULL
cpu.percent	1512570314	50419010	57	15	68	39	100	34	40	49	38	NULL
cpu.percent	1512570344	50419011	16	26	100	42	56	51	81	34	40	NULL
cpu.percent	1512570374	50419012	19	55	100	100	100	36	100	100	100	NULL
cpu.percent	1512570404	50419013	27	16	100	39	100	38	39	34	36	NULL
cpu.percent	1512570434	50419014	62	14	100	36	100	37	40	51	29	NULL
cpu.percent	1512570464	50419015	28	11	62	44	35	93	42	37	34	NULL
cpu.percent	1512570494	50419016	100	90	100	100	100	100	100	68	100	NULL
cpu.percent	1512570524	50419017	38	58	100	84	100	32	100	32	34	NULL
cpu.percent	1512570554	50419018	50	18	100	32	100	40	53	36	44	NULL
cpu.percent	1512570584	50419019	30	30	51	48	83	100	64	74	34	NULL
cpu.percent	1512570614	50419020	70	71	100	100	100	100	100	100	100	NULL
cpu.percent	1512570644	50419021	26	10	77	36	54	44	38	38	37	NULL
cpu.percent	1512570674	50419022	29	17	56	57	51	35	30	79	42	NULL
cpu.percent	1512570704	50419023	20	20	86	49	41	100	50	34	32	NULL
cpu.percent	1512570734	50419024	58	67	100	100	100	41	100	100	100	NULL
cpu.percent	1512570764	50419025	50	21	92	100	100	33	100	42	46	NULL
cpu.percent	1512570794	50419026	62	15	100	100	100	37	100	37	33	NULL
cpu.percent	1512570824	50419027	17	24	69	32	89	95	73	100	27	NULL
cpu.percent	1512570854	50419028	66	63	100	100	100	75	100	100	100	NULL
cpu.percent	1512570884	50419029	20	36	100	40	100	33	100	47	23	NULL
cpu.percent	1512570914	50419030	49	30	100	59	100	43	100	42	57	NULL
cpu.percent	1512570944	50419031	25	27	51	60	41	100	49	43	49	NULL
cpu.percent	1512570974	50419032	75	68	100	100	100	100	100	100	99	NULL
cpu.percent	1512571004	50419033	21	12	100	52	45	48	40	37	37	NULL
cpu.percent	1512571034	50419034	18	21	100	34	100	45	95	46	59	NULL
cpu.percent	1512571064	50419035	31	20	84	86	100	60	52	58	100	NULL
cpu.percent	1512571094	50419036	69	70	100	100	100	100	100	100	100	NULL
cpu.percent	1512571124	50419037	66	23	100	100	100	48	100	33	77	NULL
cpu.percent	1512571154	50419038	30	14	100	46	100	46	100	67	40	NULL
cpu.percent	1512571184	50419039	22	22	81	29	31	33	63	83	78	NULL
cpu.percent	1512571214	50419040	19	66	100	100	100	45	100	63	100	NULL
