metric_join	timestamp	ts_join	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
cpu.percent	1511200403	50373346	24	NULL	NULL	70	NULL	33	NULL	47	NULL	NULL
cpu.percent	1511200433	50373347	88	NULL	NULL	NULL	NULL	36	NULL	100	NULL	NULL
cpu.percent	1511200463	50373348	17	NULL	NULL	48	NULL	38	NULL	35	NULL	NULL
cpu.percent	1511200493	50373349	35	NULL	NULL	34	NULL	100	NULL	72	NULL	NULL
cpu.percent	1511200523	50373350	15	NULL	NULL	39	NULL	100	NULL	37	NULL	NULL
cpu.percent	1511200553	50373351	24	NULL	NULL	33	NULL	35	NULL	36	NULL	NULL
cpu.percent	1511200583	50373352	37	NULL	NULL	43	NULL	100	NULL	43	NULL	NULL
cpu.percent	1511200613	50373353	20	NULL	NULL	47	NULL	48	NULL	30	NULL	NULL
cpu.percent	1511200643	50373354	19	NULL	NULL	38	NULL	100	NULL	30	NULL	NULL
cpu.percent	1511200673	50373355	20	NULL	NULL	37	NULL	100	NULL	35	NULL	NULL
cpu.percent	1511200703	50373356	17	NULL	NULL	100	NULL	70	NULL	88	NULL	NULL
cpu.percent	1511200733	50373357	22	NULL	NULL	30	NULL	37	NULL	33	NULL	NULL
cpu.percent	1511200763	50373358	26	NULL	NULL	42	NULL	100	NULL	6	NULL	NULL
cpu.percent	1511200793	50373359	17	NULL	NULL	37	NULL	100	NULL	35	NULL	NULL
cpu.percent	1511200823	50373360	21	NULL	NULL	30	NULL	100	NULL	33	NULL	NULL
cpu.percent	1511200853	50373361	15	NULL	NULL	35	NULL	43	NULL	33	NULL	NULL
cpu.percent	1511200883	50373362	15	NULL	NULL	46	NULL	100	NULL	32	NULL	NULL
cpu.percent	1511200913	50373363	18	NULL	NULL	32	NULL	100	NULL	29	NULL	NULL
cpu.percent	1511200943	50373364	16	NULL	NULL	39	NULL	100	NULL	69	NULL	NULL
cpu.percent	1511200973	50373365	19	NULL	NULL	33	NULL	100	NULL	36	NULL	NULL
cpu.percent	1511201003	50373366	25	NULL	NULL	40	NULL	100	NULL	34	NULL	NULL
cpu.percent	1511201033	50373367	18	NULL	NULL	100	NULL	100	NULL	27	NULL	NULL
cpu.percent	1511201063	50373368	13	NULL	NULL	39	NULL	100	NULL	33	NULL	NULL
cpu.percent	1511201093	50373369	16	NULL	NULL	51	NULL	100	NULL	37	NULL	NULL
cpu.percent	1511201123	50373370	16	NULL	NULL	36	NULL	100	NULL	31	NULL	NULL
cpu.percent	1511201153	50373371	15	NULL	NULL	38	NULL	100	NULL	37	NULL	NULL
cpu.percent	1511201183	50373372	30	NULL	NULL	32	NULL	55	NULL	31	NULL	NULL
cpu.percent	1511201213	50373373	15	NULL	NULL	39	NULL	95	NULL	33	NULL	NULL
cpu.percent	1511201243	50373374	23	NULL	NULL	36	NULL	100	NULL	46	NULL	NULL
cpu.percent	1511201273	50373375	15	NULL	NULL	100	NULL	26	NULL	48	NULL	NULL
cpu.percent	1511201303	50373376	22	NULL	NULL	95	NULL	100	NULL	41	NULL	NULL
cpu.percent	1511201333	50373377	23	NULL	NULL	32	NULL	100	NULL	40	NULL	NULL
cpu.percent	1511201363	50373378	14	NULL	NULL	57	NULL	100	NULL	36	NULL	NULL
cpu.percent	1511201393	50373379	19	NULL	NULL	31	NULL	100	NULL	33	NULL	NULL
cpu.percent	1511201423	50373380	58	NULL	NULL	38	NULL	100	NULL	32	NULL	NULL
cpu.percent	1511201453	50373381	26	NULL	NULL	43	NULL	78	NULL	100	NULL	NULL
cpu.percent	1511201483	50373382	25	NULL	NULL	64	NULL	100	NULL	77	NULL	NULL
cpu.percent	1511201513	50373383	22	NULL	NULL	38	NULL	100	NULL	32	NULL	NULL
cpu.percent	1511201543	50373384	39	NULL	NULL	45	NULL	100	NULL	65	NULL	NULL
cpu.percent	1511201573	50373385	21	NULL	NULL	47	NULL	100	NULL	31	NULL	NULL
cpu.percent	1511201603	50373386	22	NULL	NULL	33	NULL	100	NULL	70	NULL	NULL
cpu.percent	1511201633	50373387	19	NULL	NULL	37	NULL	100	NULL	33	NULL	NULL
cpu.percent	1511201663	50373388	18	NULL	NULL	32	NULL	38	NULL	36	NULL	NULL
cpu.percent	1511201693	50373389	15	NULL	NULL	87	NULL	100	NULL	27	NULL	NULL
cpu.percent	1511201723	50373390	25	NULL	NULL	85	NULL	100	NULL	35	NULL	NULL
cpu.percent	1511201753	50373391	24	NULL	NULL	48	NULL	100	NULL	32	NULL	NULL
cpu.percent	1511201783	50373392	22	NULL	NULL	38	NULL	100	NULL	100	NULL	NULL
cpu.percent	1511201813	50373393	36	NULL	NULL	33	NULL	2	NULL	45	NULL	NULL
cpu.percent	1511201843	50373394	21	NULL	NULL	85	NULL	100	NULL	39	NULL	NULL
cpu.percent	1511201873	50373395	41	NULL	NULL	41	NULL	100	NULL	44	NULL	NULL
cpu.percent	1511201903	50373396	63	NULL	NULL	41	NULL	100	NULL	87	NULL	NULL
cpu.percent	1511201933	50373397	15	NULL	NULL	39	NULL	100	NULL	98	NULL	NULL
cpu.percent	1511201963	50373398	62	NULL	NULL	39	NULL	100	NULL	64	NULL	NULL
