t,count
1508170405,0
1508170435,0
1508170465,0
1508170496,0
1508170526,0
1508170555,0
1508170585,0
1508170616,0
1508170645,0
1508170675,0
1508170705,0
1508170735,0
1508170765,0
1508170795,0
1508170825,0
1508170855,0
1508170885,0
1508170915,0
1508170945,0
1508170975,0
1508171005,0
1508171035,0
1508171065,9615479
1508171095,9615479
1508171125,9615479
1508171156,9615479
1508171185,9615479
1508171215,9615479
1508171246,9615479
1508171275,9615479
1508171305,9615479
1508171335,9615479
1508171365,9615479
1508171395,9615479
1508171426,9615479
1508171455,9615479
1508171485,9615479
1508171515,9615479
1508171545,19695002
1508171575,19695002
1508171605,19695002
1508171635,19695002
1508171665,19695002
1508171696,19695002
1508171725,19695002
1508171755,19695002
1508171785,19695002
1508171815,19695002
1508171845,19695002
1508171875,19695002
1508171906,19695002
1508171935,19695002
1508171965,19695002
1508171995,30007861
1508172025,30007861
1508172056,30007861
1508172085,30007861
1508172115,30007861
1508172145,30007861
1508172175,30007861
1508172206,30007861
1508172235,30007861
1508172265,30007861
1508172295,30007861
1508172325,30007861
1508172355,30007861
1508172385,30007861
1508172415,30007861
1508172445,30007861
1508172475,30007861
1508172505,30007861
1508172535,30007861
1508172565,30007861
1508172595,39494042
1508172625,39494042
1508172655,39494042
1508172685,39494042
1508172715,39494042
1508172745,39494042
1508172775,39494042
1508172805,39494042
1508172835,39494042
1508172865,39494042
1508172895,39494042
1508172925,39494042
1508172955,39494042
1508172985,39494042
1508173015,49545657
1508173045,49545657
1508173075,49545657
1508173105,49545657
1508173135,49545657
1508173165,49545657
1508173195,49545657
1508173225,49545657
1508173255,49545657
1508173285,49545657
1508173315,49545657
1508173345,49545657
1508173375,49545657
1508173405,49545657
1508173435,59851167
1508173465,59851167
1508173495,59851167
1508173525,59851167
1508173555,59851167
1508173585,59851167
1508173615,59851167
1508173645,59851167
1508173675,59851167
1508173705,59851167
1508173735,59851167
1508173765,59851167
1508173795,59851167
1508173825,59851167
1508173856,70294421
1508173885,70294421
1508173915,70294421
1508173945,70294421
1508173975,70294421
1508174005,70294421
1508174035,70294421
1508174065,70294421
1508174096,70294421
1508174125,70294421
1508174156,70294421
1508174186,70294421
1508174215,70294421
1508174245,70294421
1508174275,70294421
1508174305,70294421
1508174335,70294421
1508174365,80844358
1508174396,80844358
1508174425,80844358
1508174456,80844358
1508174485,80844358
1508174515,80844358
1508174545,80844358
1508174575,80844358
1508174605,80844358
1508174635,80844358
1508174665,80844358
1508174695,80844358
1508174725,80844358
1508174755,80844358
1508174785,80844358
1508174815,80844358
1508174845,91460242
1508174875,91460242
1508174905,91460242
1508174935,91460242
1508174965,91460242
1508174995,91460242
1508175025,91460242
1508175056,91460242
1508175085,91460242
1508175115,91460242
1508175145,91460242
1508175175,91460242
1508175205,91460242
1508175235,91460242
1508175265,91460242
1508175295,102127333
1508175325,102127333
1508175355,102127333
1508175385,102127333
1508175416,102127333
1508175445,102127333
1508175476,102127333
1508175505,102127333
1508175535,102127333
1508175566,102127333
1508175595,102127333
1508175626,102127333
1508175655,102127333
1508175685,102127333
1508175715,102127333
1508175745,112820658
1508175775,112820658
1508175806,112820658
1508175835,112820658
1508175865,112820658
1508175895,112820658
1508175925,112820658
1508175955,112820658
1508175985,112820658
1508176015,112820658
1508176045,112820658
1508176075,112820658
1508176105,112820658
1508176135,112820658
1508176165,112820658
1508176195,123541106
1508176225,123541106
1508176255,123541106
1508176285,123541106
1508176315,123541106
1508176345,123541106
1508176375,123541106
1508176405,123541106
1508176435,123541106
1508176465,123541106
1508176495,123541106
1508176525,123541106
1508176555,123541106
1508176586,123541106
1508176615,123541106
1508176645,134270092
1508176675,134270092
1508176705,134270092
1508176735,134270092
1508176765,134270092
1508176795,134270092
1508176825,134270092
1508176855,134270092
1508176886,134270092
1508176915,134270092
1508176945,134270092
1508176976,134270092
1508177005,134270092
1508177035,134270092
1508177065,145011089
1508177095,145011089
1508177125,145011089
1508177155,145011089
1508177185,145011089
1508177215,145011089
1508177245,145011089
1508177276,145011089
1508177305,145011089
1508177335,145011089
1508177365,145011089
1508177395,145011089
1508177425,145011089
1508177455,145011089
1508177485,155769286
1508177515,155769286
1508177545,155769286
1508177575,155769286
1508177605,155769286
1508177635,155769286
1508177665,155769286
1508177695,155769286
1508177725,155769286
1508177756,155769286
1508177785,155769286
1508177815,155769286
1508177845,155769286
1508177875,155769286
1508177905,155769286
1508177935,155769286
1508177965,155769286
1508177995,166539463
1508178025,166539463
1508178055,166539463
1508178085,166539463
1508178116,166539463
1508178145,166539463
1508178175,166539463
1508178205,166539463
1508178235,166539463
1508178265,166539463
1508178295,166539463
1508178325,166539463
1508178355,166539463
1508178386,166539463
1508178415,166539463
1508178445,166539463
1508178475,177317041
1508178505,177317041
1508178536,177317041
1508178566,177317041
