t,count
1508268085,0
1508268115,0
1508268145,0
1508268175,0
1508268205,0
1508268235,0
1508268265,0
1508268295,0
1508268325,0
1508268355,0
1508268385,0
1508268415,0
1508268446,0
1508268475,0
1508268505,0
1508268535,0
1508268565,0
1508268595,0
1508268625,0
1508268655,0
1508268686,0
1508268715,0
1508268745,0
1508268775,0
1508268805,0
1508268835,0
1508268865,0
1508268895,0
1508268925,0
1508268955,0
1508268985,0
1508269015,0
1508269045,0
1508269075,0
1508269105,0
1508269135,0
1508269165,0
1508269195,0
1508269225,0
1508269255,0
1508269285,0
1508269315,0
1508269345,0
1508269375,0
1508269405,0
1508269435,0
1508269465,0
1508269495,0
1508269526,0
1508269555,0
1508269585,0
1508269615,0
1508269645,0
1508269676,0
1508269705,0
1508269735,0
1508269765,0
1508269795,0
1508269825,0
1508269855,0
1508269885,0
1508269915,0
1508269945,0
1508269975,0
1508270005,0
1508270035,0
1508270066,0
1508270095,0
1508270125,0
1508270155,0
1508270185,0
1508270215,0
1508270245,0
1508270275,0
1508270306,0
1508270335,0
1508270365,0
1508270395,0
1508270425,0
1508270455,0
1508270485,0
1508270515,0
1508270545,0
1508270575,0
1508270605,0
1508270635,0
1508270665,0
1508270695,0
1508270726,0
1508270755,0
1508270785,0
1508270815,0
1508270845,0
1508270875,0
1508270905,0
1508270935,0
1508270965,0
1508270995,0
1508271025,0
1508271055,0
1508271085,0
1508271115,0
1508271145,0
1508271175,0
1508271205,0
1508271235,0
1508271265,0
1508271295,0
1508271325,0
1508271355,0
1508271385,0
1508271415,0
1508271445,0
1508271476,0
1508271505,0
1508271535,0
1508271565,0
1508271595,0
1508271626,0
1508271655,0
1508271685,0
1508271715,0
1508271745,0
1508271775,0
1508271805,0
1508271835,0
1508271865,0
1508271895,0
1508271925,0
1508271956,0
1508271985,0
1508272015,0
1508272045,0
1508272075,0
1508272105,0
1508272135,0
1508272165,0
1508272195,0
1508272225,0
1508272255,0
1508272285,0
1508272315,0
1508272345,0
1508272375,0
1508272405,0
1508272435,0
1508272465,0
1508272496,0
1508272525,0
1508272555,0
1508272585,0
1508272615,0
1508272645,0
1508272675,0
1508272705,0
1508272736,0
1508272765,0
1508272795,0
1508272825,0
1508272855,0
1508272885,0
1508272915,0
1508272945,0
1508272975,0
1508273005,0
1508273035,0
1508273065,0
1508273095,0
1508273125,0
1508273155,0
1508273185,0
1508273215,0
1508273245,0
1508273275,0
1508273305,0
1508273335,0
1508273365,0
1508273395,0
1508273425,0
1508273455,0
1508273485,0
1508273515,0
1508273545,0
