metric	timestamp	ts_join	type	rt1_value	rt2_value	rt3_value	rt4_value	rt5_value	rt6_value	rt7_value	rt8_value	rt9_value	rt10_value
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511139869	50371328	count	33080880	27364912	9614466	17244757	8234137	0	17437575	16106619	13352510	9234693
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511139899	50371329	count	56587646	45419560	33632913	34451129	32853671	27489941	43448504	37626812	40051041	36761009
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511139929	50371330	count	81239858	63279328	57431803	63016902	57454359	54779962	69271317	64152165	59914114	64236277
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511139959	50371331	count	116369952	93907077	83498976	89235024	82943138	73956142	98688582	89067384	89820690	83283154
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511139989	50371332	count	132971099	124547518	107407618	116660582	110995430	104820791	128281366	121466091	113384470	114020161
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140019	50371333	count	170742307	154715842	137113073	143867971	148184856	135097104	157610763	153957287	144479482	144420508
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140049	50371334	count	203038659	185374016	166861961	171284132	176104961	164150841	186620710	179866214	167938580	175284597
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140079	50371335	count	229900661	205336943	196462600	198640378	203360498	193480226	214363972	205768167	198994946	195816504
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140109	50371336	count	254550241	235956850	220405543	225892066	229932263	212792691	242477034	231785876	222528419	226259480
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140139	50371337	count	275959562	256297473	250250917	246372356	256296554	242232841	270190368	257280470	244335175	246825360
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140169	50371338	count	308335753	285944352	269904631	266511816	274019226	261768500	295307937	278874394	263350294	267254131
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140199	50371339	count	324414827	295666887	297275458	298208432	306205669	290774537	323439260	308813965	292500086	287307760
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140229	50371340	count	356814138	321528286	319231991	319217622	323652688	311512023	341879867	326975100	307183579	306031829
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140259	50371341	count	383684283	350283267	346591245	341158160	359073385	337596212	369872768	356859396	336403083	335418369
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140289	50371342	count	415855334	379431321	379576144	373165852	385473063	366607549	407112561	387019007	365656807	364359307
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140319	50371343	count	442440752	408634287	406879583	398371641	420843992	386132576	435185689	416869768	394628174	393681222
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140349	50371344	count	466057130	437521748	434264037	430398356	447241948	414970444	463048422	447036571	416603129	422755229
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140379	50371345	count	497996814	466724655	459312722	455852677	473711630	444213584	490933367	471048123	445895584	452253513
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140409	50371346	count	524582312	485762966	492098076	481284682	508701475	473379773	518862348	507093251	467489695	471800061
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140439	50371347	count	551162202	514911186	514038905	506852690	535114130	492649309	555959543	527770438	496662238	501007475
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140469	50371348	count	577836246	544023871	546519127	532167867	558375849	521867106	580600295	551481133	525570188	520509429
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140499	50371349	count	599109034	553412434	573676967	557518118	584551829	550932870	599025645	575255262	547121964	549955606
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140529	50371350	count	615088576	578934753	589874409	566585431	602144321	570584247	617649375	593008922	561884594	559443120
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140559	50371351	count	646868584	607960533	606209438	597908343	619494189	587180215	645277746	622757692	587670948	585837760
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140589	50371352	count	884301007	626897647	644080454	623275936	654716092	616242698	673200731	646526590	609323270	615078542
Table.TotalDiskSpaceUsed.lucasdb.tw_ttl_1h_20min	1511140619	50371353	count	703002289	655963491	663592766	648451615	681123059	635669337	710473579	676294584	638376452	643943055
