metric;timestamp;ts_join;type;rt1_value;rt2_value;rt3_value;rt4_value;rt5_value;rt6_value;rt7_value;rt8_value;rt9_value;rt10_value;dt4 - Média ;DT4 - MI
Table.ReadLatency.lucasdb.iot_data_dt;1511047619;50368253;mean;421,305254;660,252739;278,637685;400,734389;497,921731;493,89863;448,266474;538,24929;394,969708;443,376067;457,7611967;454,8401929
Table.ReadLatency.lucasdb.iot_data_dt;1511047649;50368254;mean;492,819945;675,103959;332,498207;523,726087;518,740572;395,046606;475,27711;468,493287;474,133525;446,187034;480,2026332;474,3030208
Table.ReadLatency.lucasdb.iot_data_dt;1511047679;50368255;mean;424,90022;602,843741;308,337367;420,815182;513,902639;674,635596;408,090887;464,577443;462,708058;430,686066;471,1497199;466,0655295
Table.ReadLatency.lucasdb.iot_data_dt;1511047709;50368256;mean;473,072563;511,800253;288,432404;451,211271;419,227632;611,263384;514,432316;450,81972;398,57223;390,977699;450,9809472;451,2642105
Table.ReadLatency.lucasdb.iot_data_dt;1511047740;50368258;mean;457,367018;518,057359;397,905513;413,316534;479,547926;599,52387;526,097554;565,027821;422,360798;370,050334;474,9254727;472,4600654
Table.ReadLatency.lucasdb.iot_data_dt;1511047769;50368258;mean;465,047241;518,057359;397,905513;413,316534;479,547926;599,52387;526,097554;565,027821;422,360798;370,050334;475,693495;473,4200933
Table.ReadLatency.lucasdb.iot_data_dt;1511047799;50368259;mean;441,766172;615,667677;364,797814;455,344947;434,235412;545,896695;562,193778;556,148852;470,306222;400,026573;484,6384142;483,2398314
Table.ReadLatency.lucasdb.iot_data_dt;1511047829;50368260;mean;482,80944;572,104638;352,880657;420,418483;465,029088;575,105987;496,721298;522,435776;436,29327;350,813742;467,4612379;468,5865813
Table.ReadLatency.lucasdb.iot_data_dt;1511047859;50368261;mean;583,890421;564,551263;361,79251;570,64929;474,761024;548,617648;471,074259;563,323942;470,847782;458,438166;506,7946305;515,2829218
Table.ReadLatency.lucasdb.iot_data_dt;1511047889;50368262;mean;624,640934;580,173939;312,52079;555,817574;452,64648;566,256933;526,160224;623,020109;467,881791;492,891921;520,2010695;533,1061214
Table.ReadLatency.lucasdb.iot_data_dt;1511047919;50368263;mean;602,146854;668,955716;308,230767;645,887498;498,02642;588,419362;627,425303;614,749677;475,646981;481,205205;551,0693783;566,6884125
Table.ReadLatency.lucasdb.iot_data_dt;1511047949;50368264;mean;582,481287;682,67753;289,592049;651,561106;559,206038;644,9172;513,040099;511,990709;420,656528;634,305182;549,0427728;564,7697686
Table.ReadLatency.lucasdb.iot_data_dt;1511047979;50368265;mean;553,567907;665,959993;266,686724;515,98762;495,733305;636,079978;535,628529;606,397072;436,767343;730,416105;544,3224576;555,7652184
Table.ReadLatency.lucasdb.iot_data_dt;1511048009;50368266;mean;462,89559;542,722364;247,174737;471,663263;530,131837;630,780483;594,415142;691,553036;461,954177;513,858417;514,7149046;526,0526591
Table.ReadLatency.lucasdb.iot_data_dt;1511048039;50368267;mean;557,638691;488,630301;230,233289;530,412155;415,513748;614,584922;553,557169;750,730061;421,989214;513,676451;507,6966001;512,0003314
Table.ReadLatency.lucasdb.iot_data_dt;1511048069;50368268;mean;518,919356;482,537306;205,963003;446,009239;307,963611;574,635313;478,910976;568,275584;411,112279;416,207319;441,0533986;453,7419588
Table.ReadLatency.lucasdb.iot_data_dt;1511048099;50368269;mean;290,735357;398,676401;280,889929;408,057994;312,76579;522,85186;336,692489;469,997228;389,012951;302,601455;371,2281454;363,5674581
Table.ReadLatency.lucasdb.iot_data_dt;1511048129;50368270;mean;288,304883;366,684824;195,20772;373,383869;221,508894;412,806514;251,86889;357,721869;319,821052;180,787581;296,8096096;296,8127501
Table.ReadLatency.lucasdb.iot_data_dt;1511048159;50368271;mean;226,41801;223,259811;175,099267;286,048853;188,315714;324,881617;198,67507;338,876378;288,266745;186,588158;243,6429623;240,3067473
Table.ReadLatency.lucasdb.iot_data_dt;1511048189;50368272;mean;246,337163;194,734025;162,917931;205,023772;153,876212;289,446059;151,198825;256,080391;251,895356;166,449407;207,7959141;204,6642821
Table.ReadLatency.lucasdb.iot_data_dt;1511048219;50368273;mean;200,508214;166,579837;104,829211;156,107949;137,926716;274,344116;132,378592;207,692689;209,396656;115,784442;170,5548422;165,7968869
Table.ReadLatency.lucasdb.iot_data_dt;1511048249;50368274;mean;165,507302;119,35728;88,619371;182,797369;119,196938;236,45375;129,103474;166,711193;203,278747;93,3127;150,4338124;147,4081254
Table.ReadLatency.lucasdb.iot_data_dt;1511048279;50368275;mean;167,042985;109,480388;86,67873;168,136339;101,067687;203,471326;105,056324;166,148349;179,903995;84,586625;137,1572748;135,4393496
Table.ReadLatency.lucasdb.iot_data_dt;1511048309;50368276;mean;216,113522;103,657389;94,151466;169,540218;106,706905;198,245128;128,713481;169,495215;178,828691;76,171372;144,1623387;143,6673116
Table.ReadLatency.lucasdb.iot_data_dt;1511048339;50368277;mean;193,874688;105,158322;149,661397;145,831653;123,766068;200,61937;123,24857;198,741194;200,813411;103,724406;154,5439079;155,1126578
Table.ReadLatency.lucasdb.iot_data_dt;1511048369;50368278;mean;150,172514;157,762858;175,411019;217,215822;115,699882;209,078093;146,303196;253,205115;387,518301;106,697219;191,9064019;178,1060624
Table.ReadLatency.lucasdb.iot_data_dt;1511048399;50368279;mean;135,91636;147,805575;120,874012;240,018136;108,174709;234,302333;147,242517;251,814231;282,903352;105,485996;177,4537221;173,2684841
Table.ReadLatency.lucasdb.iot_data_dt;1511048429;50368280;mean;165,969377;166,428211;115,883097;259,175836;112,227162;259,790951;120,012131;216,501814;239,932916;122,308999;177,8230494;175,7765476
Table.ReadLatency.lucasdb.iot_data_dt;1511048459;50368281;mean;184,214768;126,222109;97,733352;246,377679;105,640804;223,682385;101,376437;201,730717;228,107428;110,359235;162,5444914;160,1667354
Table.ReadLatency.lucasdb.iot_data_dt;1511048489;50368282;mean;136,903713;138,249276;90,077477;184,407452;99,934088;206,224144;89,709144;192,317677;177,663477;96,465329;141,1951777;139,5023111
Table.ReadLatency.lucasdb.iot_data_dt;1511048519;50368283;mean;116,498859;173,399885;101,150453;156,827867;90,762678;168,367047;98,654486;196,0944;156,616255;92,564701;135,0936631;133,0099441
Table.ReadLatency.lucasdb.iot_data_dt;1511048549;50368284;mean;103,423357;136,776267;110,937955;111,507392;124,489719;150,179824;94,49212;157,664429;130,750505;79,264903;119,9486471;120,3196424
Table.ReadLatency.lucasdb.iot_data_dt;1511048579;50368285;mean;102,782427;105,011882;109,647259;105,895723;116,664165;159,410691;100,026666;116,133136;113,935844;72,556679;110,2064472;108,7621378
Table.ReadLatency.lucasdb.iot_data_dt;1511048609;50368286;mean;97,372196;110,334618;116,575473;112,724606;103,564266;199,349838;105,147111;152,535366;190,172381;75,728393;126,3504248;123,5532521
Table.ReadLatency.lucasdb.iot_data_dt;1511048639;50368287;mean;92,746772;102,037437;112,149311;117,657706;99,244523;200,366279;99,130065;139,409892;189,449854;82,127309;123,4319148;118,978195
Table.ReadLatency.lucasdb.iot_data_dt;1511048669;50368288;mean;117,839138;98,448619;99,509237;111,170451;79,216264;204,925402;95,000223;145,841456;178,998935;94,761783;122,5711508;117,6962303
Table.ReadLatency.lucasdb.iot_data_dt;1511048699;50368289;mean;107,776484;82,52665;114,55193;105,66347;84,432494;246,396252;100,395763;160,123816;184,252536;103,819458;128,9938853;120,1269939
Table.ReadLatency.lucasdb.iot_data_dt;1511048729;50368290;mean;121,941388;98,349111;97,538584;116,337829;83,4944;211,408013;100,213969;153,397896;183,202844;106,209769;127,2093803;122,1489238
Table.ReadLatency.lucasdb.iot_data_dt;1511048759;50368291;mean;289,334514;124,167539;92,940223;168,450507;96,704359;224,075503;129,413491;190,754242;196,490299;112,367684;162,4698361;155,302953
Table.ReadLatency.lucasdb.iot_data_dt;1511048789;50368292;mean;258,527636;151,565927;138,043993;244,209622;99,780163;316,999076;135,701724;273,575802;301,75624;158,321271;207,8481454;207,7127769
Table.ReadLatency.lucasdb.iot_data_dt;1511048819;50368293;mean;186,002486;141,179772;154,729;258,631735;109,94294;401,223137;126,584824;274,963868;318,467638;222,199551;219,3924951;210,3448593
Table.ReadLatency.lucasdb.iot_data_dt;1511048849;50368294;mean;194,936743;124,211591;150,172374;264,345962;107,181486;383,390153;148,195202;226,568925;305,069055;188,921117;209,2992608;200,3026211
Table.ReadLatency.lucasdb.iot_data_dt;1511048879;50368295;mean;170,63406;117,207045;116,834456;169,341236;132,239248;322,022033;149,672702;269,520767;270,226509;167,630402;188,5328458;180,8089961
Table.ReadLatency.lucasdb.iot_data_dt;1511048909;50368296;mean;152,008439;120,007148;124,299368;154,895115;129,594373;244,066154;139,178781;237,655382;276,228733;149,357355;172,7290848;166,3818709
Table.ReadLatency.lucasdb.iot_data_dt;1511048939;50368297;mean;150,382399;121,747337;122,479626;138,151296;151,71146;262,70479;139,302023;214,977335;258,271502;136,695282;169,642305;163,9963654
Table.ReadLatency.lucasdb.iot_data_dt;1511048969;50368298;mean;147,805884;120,337736;127,645358;137,569712;152,493485;243,08098;144,696373;200,050641;287,123507;100,565277;166,1368953;159,2100211
Table.ReadLatency.lucasdb.iot_data_dt;1511048999;50368299;mean;171,490879;121,966034;124,160283;122,764836;144,27831;222,915114;127,204433;177,049863;237,541792;111,785823;156,1157367;151,478719
Table.ReadLatency.lucasdb.iot_data_dt;1511049035;50368301;mean;167,598667;162,608619;127,668024;158,152368;140,479959;248,383623;154,80184;236,620845;287,379551;172,401633;185,6095129;180,1309443
Table.ReadLatency.lucasdb.iot_data_dt;1511049059;50368301;mean;373,895742;162,608619;127,668024;158,152368;140,479959;248,383623;154,80184;236,620845;287,379551;172,401633;206,2392204;195,1035548
Table.ReadLatency.lucasdb.iot_data_dt;1511049094;50368303;mean;457,092911;233,117732;236,294535;220,441731;203,760756;373,784474;462,787208;319,668388;218,797836;209,064408;293,4809979;283,5327519
Table.ReadLatency.lucasdb.iot_data_dt;1511049119;50368303;mean;452,352566;233,117732;236,294535;220,441731;203,760756;373,784474;462,787208;319,668388;218,797836;209,064408;293,0069634;282,9402088
Table.ReadLatency.lucasdb.iot_data_dt;1511049149;50368304;mean;533,281537;251,355421;409,434482;235,24297;293,474046;314,000346;454,48575;344,473016;212,658295;170,417433;321,8823296;314,3905408
Table.ReadLatency.lucasdb.iot_data_dt;1511049179;50368305;mean;472,912921;214,34932;543,760897;439,988318;316,049067;467,341631;441,729311;425,889199;228,66622;174,479462;372,5166346;375,8657484
Table.ReadLatency.lucasdb.iot_data_dt;1511049209;50368306;mean;617,221371;185,453491;338,658093;290,7268;277,183857;334,635515;451,1406;396,429139;236,319752;160,012991;328,7781609;313,8184059
Table.ReadLatency.lucasdb.iot_data_dt;1511049239;50368307;mean;378,501097;180,624397;417,891714;238,436936;224,425429;340,612494;262,656996;299,991172;226,523302;130,386341;270,0049878;268,9714779
Table.ReadLatency.lucasdb.iot_data_dt;1511049269;50368308;mean;324,957892;183,701303;334,73871;209,293536;174,575018;305,301656;176,044274;246,253583;218,563431;135,015225;230,8444628;229,8363366
Table.ReadLatency.lucasdb.iot_data_dt;1511049299;50368309;mean;192,237224;158,141484;230,603859;185,108177;147,476128;255,061468;190,093468;234,289462;220,816105;123,834185;193,766156;194,8457384
Table.ReadLatency.lucasdb.iot_data_dt;1511049329;50368310;mean;203,887676;153,214831;203,304194;168,255593;146,435099;271,365115;167,09096;236,454459;247,794816;113,817638;191,1620381;190,8047035
Table.ReadLatency.lucasdb.iot_data_dt;1511049359;50368311;mean;205,868606;148,787282;171,486438;141,217133;139,829342;258,749398;153,704632;238,418639;238,715617;110,398055;180,7175142;179,7534611
Table.ReadLatency.lucasdb.iot_data_dt;1511049389;50368312;mean;181,469994;139,232936;168,504305;140,882934;141,943725;248,923207;137,303708;213,043718;221,835912;117,974076;171,1114515;168,027154
Table.ReadLatency.lucasdb.iot_data_dt;1511049419;50368313;mean;211,828739;143,280856;161,861472;152,827863;126,36533;244,418707;142,934569;223,321868;208,150355;116,381325;173,1371084;171,3213815
Table.ReadLatency.lucasdb.iot_data_dt;1511049449;50368314;mean;258,245027;152,616037;151,655298;156,806679;130,523835;239,867313;189,199092;242,854988;220,115166;135,781714;187,7665149;186,1120359
Table.ReadLatency.lucasdb.iot_data_dt;1511049479;50368315;mean;247,195056;191,417906;145,118078;166,400658;168,470795;306,358856;232,797103;367,082817;251,664153;179,3744;225,5879822;217,9598659
Table.ReadLatency.lucasdb.iot_data_dt;1511049509;50368316;mean;244,090823;164,551066;223,665326;252,416125;169,910561;316,291833;263,233909;374,704609;361,948061;256,379548;262,7191861;260,9920233
Table.ReadLatency.lucasdb.iot_data_dt;1511049539;50368317;mean;253,617842;164,661738;203,580798;215,42588;176,080562;370,649159;179,389815;343,935553;295,961912;188,460082;239,1763341;232,0565555
Table.ReadLatency.lucasdb.iot_data_dt;1511049569;50368318;mean;245,643688;166,511344;147,251191;202,781759;172,625918;369,900054;186,720167;355,870229;284,383577;157,184674;228,8872601;221,4651695
Table.ReadLatency.lucasdb.iot_data_dt;1511049599;50368319;mean;203,804696;166,468119;162,944246;200,147524;155,196004;301,989473;161,538041;252,155148;258,632945;134,417801;199,7293997;195,1108404
Table.ReadLatency.lucasdb.iot_data_dt;1511049629;50368320;mean;207,671741;188,233799;149,6043;201,223438;156,791741;283,142593;152,834123;228,081521;228,921751;129,3895;192,5894507;189,1703018
Table.ReadLatency.lucasdb.iot_data_dt;1511049659;50368321;mean;252,109082;261,099128;175,067449;237,910807;172,40155;320,817456;198,89057;281,300867;274,882213;188,074295;236,2553417;233,6668014
Table.ReadLatency.lucasdb.iot_data_dt;1511049689;50368322;mean;246,637876;331,232619;263,875142;280,382711;162,795164;364,394157;227,883877;329,997861;553,209292;217,419679;297,7828378;282,7279903
Table.ReadLatency.lucasdb.iot_data_dt;1511049719;50368323;mean;248,276819;317,730766;292,962056;322,668078;258,001225;574,330199;270,312966;385,741526;653,707419;226,377272;355,0108326;333,7529544
Table.ReadLatency.lucasdb.iot_data_dt;1511049749;50368324;mean;672,221329;335,511955;386,942744;341,677097;292,465205;588,711222;288,739703;386,262303;522,691536;299,405677;411,4628771;394,2084674
Table.ReadLatency.lucasdb.iot_data_dt;1511049781;50368326;mean;672,916894;491,35445;551,032785;380,690495;352,704506;646,448299;636,426497;471,584106;533,733644;319,85242;505,6744096;507,9968478
Table.ReadLatency.lucasdb.iot_data_dt;1511049809;50368326;mean;664,060869;491,35445;551,032785;380,690495;352,704506;646,448299;636,426497;471,584106;533,733644;319,85242;504,7888071;507,9968478
Table.ReadLatency.lucasdb.iot_data_dt;1511049839;50368327;mean;641,5875;453,740147;488,059121;450,080357;382,678121;584,280801;668,63799;733,533471;575,921314;367,245415;534,5764237;530,6231689
Table.ReadLatency.lucasdb.iot_data_dt;1511049869;50368328;mean;662,468294;358,881585;450,09948;421,123953;355,805421;580,520684;522,986499;734,382209;585,224033;405,864551;507,7356709;498,3961349
Table.ReadLatency.lucasdb.iot_data_dt;1511049899;50368329;mean;628,85062;437,042604;393,767985;725,528649;431,969451;578,634837;497,289858;551,684138;549,94449;381,693297;517,6405929;508,6479979
Table.ReadLatency.lucasdb.iot_data_dt;1511049929;50368330;mean;572,616556;436,499253;391,32986;643,275646;502,79876;619,491415;447,63124;625,103581;606,096284;511,415674;535,6258269;540,2065954
Table.ReadLatency.lucasdb.iot_data_dt;1511049959;50368331;mean;578,749351;485,300854;385,450535;605,146112;452,821127;573,162066;471,773079;755,708625;518,912121;657,861222;548,4885092;542,9657415
Table.ReadLatency.lucasdb.iot_data_dt;1511049989;50368332;mean;518,052651;513,201998;370,005323;579,501852;555,76683;670,509578;485,674235;685,234691;554,158755;618,423977;555,052989;561,9112345
Table.ReadLatency.lucasdb.iot_data_dt;1511050019;50368333;mean;566,077441;518,81775;400,426244;503,393991;576,537801;593,698289;496,159248;765,308823;561,907751;526,756702;550,908404;542,9186216
Table.ReadLatency.lucasdb.iot_data_dt;1511050049;50368334;mean;533,735226;478,300657;409,405348;418,746179;458,048578;597,852384;824,884169;758,616182;660,662816;583,483285;572,3734824;561,1806634
Table.ReadLatency.lucasdb.iot_data_dt;1511050079;50368335;mean;526,976474;455,907693;412,959618;384,520305;479,961803;571,922793;709,591928;704,137411;651,713542;563,575941;546,1267508;545,8944094
Table.ReadLatency.lucasdb.iot_data_dt;1511050109;50368336;mean;796,48328;461,248906;610,337902;417,023808;471,616301;600,787889;598,597267;895,715937;590,391964;593,268752;603,5472006;590,3415326
Table.ReadLatency.lucasdb.iot_data_dt;1511050139;50368337;mean;705,988738;432,070858;568,632883;348,87742;801,810915;539,184837;572,203493;802,519388;563,987787;511,138307;584,6414626;586,8772273
Table.ReadLatency.lucasdb.iot_data_dt;1511050169;50368338;mean;653,939381;596,444783;577,146922;342,800001;731,262802;469,530903;395,977871;560,135878;589,629113;650,037495;556,6905149;561,6052933
Table.ReadLatency.lucasdb.iot_data_dt;1511050199;50368339;mean;560,705083;539,033557;562,318373;403,32765;570,460588;423,407813;540,293035;517,730899;569,805018;550,963275;523,8045291;533,0321316
Table.ReadLatency.lucasdb.iot_data_dt;1511050229;50368340;mean;706,520833;512,609802;465,306837;394,452783;504,807365;389,621923;547,979456;617,149112;593,86413;656,202745;538,8514986;536,5465288
Table.ReadLatency.lucasdb.iot_data_dt;1511050259;50368341;mean;750,738915;512,466573;485,953706;345,334083;486,222849;458,263121;459,898075;487,016485;569,695589;576,182498;513,1771894;504,462362
Table.ReadLatency.lucasdb.iot_data_dt;1511050289;50368342;mean;721,158768;440,725229;542,198735;483,857804;457,976112;434,957312;514,680305;463,002036;555,606612;699,597231;531,3760144;519,705508
Table.ReadLatency.lucasdb.iot_data_dt;1511050319;50368343;mean;688,446272;385,704722;560,410939;505,296117;539,909313;458,101685;511,785155;456,147879;591,630774;688,733659;538,6166515;538,9660168
Table.ReadLatency.lucasdb.iot_data_dt;1511050349;50368344;mean;831,450809;351,04785;571,374857;542,838039;502,440219;469,482649;500,97429;496,170652;605,854849;603,446597;547,5080811;536,572769
Table.ReadLatency.lucasdb.iot_data_dt;1511050379;50368345;mean;612,563783;341,575533;555,1046;499,396321;500,565615;430,588197;539,242824;530,131133;500,572776;621,404758;513,114554;521,0206561
Table.ReadLatency.lucasdb.iot_data_dt;1511050409;50368346;mean;546,634037;302,248115;453,109139;428,268088;528,431441;423,169233;481,93711;393,775546;398,434907;492,227838;444,8235454;449,9191628
